laptop_id,serial_number,listed_date,ram_gb,storage_gb,screen_size_in,weight_kg,battery_hours,brand,cpu_brand,gpu_brand,laptop_type,os,price
LAP-008341,SN-64169285,2021-06-11,16,512.0,15.6,2.12,4.9,Samsung,AMD,Integrada,Ultrabook,Windows,909.08
LAP-002993,SN-21564166,2024-10-31,4,512.0,15.7,2.42,8.9,MSI,Intel,AMD Radeon,2 en 1,Windows,1194.59
LAP-000989,SN-39562170,2024-05-25,32,256.0,16.0,2.14,8.7,MSI,AMD,NVIDIA,Gaming,Linux,1801.67
LAP-019110,SN-38750778,2024-08-08,16,512.0,15.6,0.9,9.5,Dell,Apple Silicon,Integrada,Notebook,macOS,732.76
LAP-014938,SN-24156817,2021-10-07,4,1024.0,15.6,,12.5,Lenovo,AMD,NVIDIA,Ultrabook,Windows,1417.56
LAP-015339,SN-60853895,2021-07-12,16,1024.0,13.2,2.07,8.1,Acer,Intel,Integrada,Ultrabook,Windows,914.48
LAP-012302,SN-71682082,2024-07-02,4,256.0,14.0,1.58,5.1,Lenovo,Intel,AMD Radeon,Business,Windows,896.78
LAP-017374,SN-57626208,2023-11-03,16,512.0,17.3,1.86,9.5,MSI,Apple Silicon,Integrada,Notebook,macOS,929.78
LAP-019343,SN-77796548,2021-09-03,16,256.0,13.3,0.9,8.6,Samsung,Intel,AMD Radeon,2 en 1,Windows,958.24
LAP-017652,SN-43478493,2022-09-01,32,256.0,16.0,2.31,8.7,Dell,AMD,NVIDIA,Notebook,Windows,1306.66
LAP-019533,SN-33137446,2022-02-22,8,256.0,16.0,1.99,10.6,Lenovo,Intel,Integrada,Gaming,Windows,982.26
LAP-001603,SN-47756398,2023-03-08,16,256.0,15.6,0.99,6.2,Lenovo,Apple Silicon,Integrada,Ultrabook,macOS,941.3
LAP-011270,SN-31139065,2022-05-01,32,512.0,15.6,1.51,6.3,Asus,Intel,NVIDIA,Ultrabook,ChromeOS,1611.39
LAP-007027,SN-29188562,2022-09-15,32,256.0,14.0,1.86,7.6,Samsung,Intel,NVIDIA,Business,ChromeOS,1343.55
LAP-016478,SN-15709250,2024-06-20,32,256.0,15.6,2.85,7.7,MSI,AMD,Integrada,Gaming,Windows,1510.12
LAP-001746,SN-54958899,2022-04-20,32,512.0,15.5,,2.9,Samsung,Intel,Integrada,Gaming,ChromeOS,1372.88
LAP-017109,SN-62294689,2022-10-11,16,512.0,14.0,2.82,6.9,MSI,Intel,AMD Radeon,Gaming,Windows,1543.28
LAP-018959,SN-24070172,2022-07-10,16,2048.0,13.3,2.2,11.2,Apple,Intel,Integrada,2 en 1,Windows,1570.46
LAP-006529,SN-29943246,2024-12-01,8,512.0,14.0,1.7,,Lenovo,Intel,Integrada,Notebook,Windows,499.34
LAP-003935,SN-96275348,2024-12-07,8,256.0,15.7,2.06,9.5,MSI,Intel,Integrada,Gaming,Windows,1011.24
LAP-002034,SN-65505668,2023-03-21,16,128.0,13.3,,12.8,Samsung,Intel,NVIDIA,Notebook,Windows,1068.68
LAP-013786,SN-24338728,2024-02-03,16,1024.0,15.9,2.9,8.6,MSI,Intel,Integrada,Gaming,Windows,1449.97
LAP-001660,SN-87031213,2023-09-20,8,512.0,13.4,2.35,6.3,Acer,AMD,Integrada,Gaming,Linux,816.11
LAP-000672,SN-91452574,2022-09-08,8,512.0,15.6,1.52,7.5,Apple,Intel,NVIDIA,2 en 1,Windows,1782.97
LAP-007389,SN-55203458,2024-07-18,8,512.0,15.6,1.96,10.7,MSI,Apple Silicon,NVIDIA,Notebook,macOS,1334.3
LAP-003048,SN-11503003,2022-07-01,4,512.0,15.6,1.97,,HP,Apple Silicon,Integrada,Ultrabook,macOS,781.81
LAP-009620,SN-99096252,2022-02-11,32,512.0,17.4,2.01,7.8,HP,AMD,NVIDIA,Ultrabook,Windows,1433.55
LAP-000884,SN-91572018,2024-11-03,8,512.0,16.0,1.22,8.4,MSI,AMD,NVIDIA,2 en 1,Windows,1183.04
LAP-007702,SN-61143510,2024-07-05,4,1024.0,14.0,1.87,,Acer,Intel,Integrada,2 en 1,Windows,794.35
LAP-003507,SN-83644420,2024-11-03,16,256.0,16.0,2.56,9.3,MSI,AMD,Integrada,2 en 1,Windows,1013.56
LAP-012684,SN-91411085,2023-10-08,16,512.0,14.0,0.9,9.5,Dell,Intel,Integrada,2 en 1,Windows,751.25
LAP-000452,SN-78629480,2023-02-03,16,256.0,15.5,1.55,9.0,Asus,AMD,NVIDIA,Notebook,Windows,1103.86
LAP-012102,SN-69475446,2024-08-26,16,256.0,16.0,2.09,5.8,HP,Apple Silicon,NVIDIA,Business,macOS,1212.57
LAP-006367,SN-67117260,2023-10-08,8,256.0,15.6,2.52,7.9,HP,Intel,NVIDIA,Business,Windows,1087.18
LAP-011422,SN-33849645,2021-03-12,64,1024.0,15.6,1.8,8.6,Samsung,Intel,NVIDIA,Notebook,Windows,1741.96
LAP-016707,SN-95278359,2024-09-15,16,512.0,15.6,1.81,6.0,HP,Intel,NVIDIA,Ultrabook,Windows,1304.03
LAP-011115,SN-74954428,2024-11-26,8,512.0,14.0,1.93,12.4,Lenovo,Intel,Integrada,2 en 1,Windows,811.16
LAP-009237,SN-60908513,2021-06-26,32,256.0,14.0,1.93,8.2,Asus,Intel,Integrada,Gaming,Linux,1095.32
LAP-015966,SN-95534855,2021-08-28,32,1024.0,14.0,,10.8,Asus,AMD,AMD Radeon,Business,Windows,1475.08
LAP-017063,SN-68647527,2021-08-06,8,256.0,15.6,2.45,10.0,Dell,Apple Silicon,AMD Radeon,Notebook,macOS,616.15
LAP-010659,SN-81945669,2022-11-16,4,512.0,14.0,2.11,8.1,Lenovo,AMD,Integrada,2 en 1,Windows,702.72
LAP-002032,SN-65526653,2024-11-14,64,512.0,15.6,1.42,10.9,Dell,AMD,Integrada,Ultrabook,Windows,1522.56
LAP-000646,SN-55247568,2024-03-16,16,512.0,15.6,1.34,5.8,Asus,Intel,AMD Radeon,Business,Windows,1100.08
LAP-008674,SN-64052485,2023-05-27,16,256.0,14.0,2.27,7.0,Samsung,Apple Silicon,NVIDIA,Business,macOS,944.91
LAP-000539,SN-61075164,2021-02-03,16,1024.0,15.6,1.5,10.0,Dell,Apple Silicon,AMD Radeon,2 en 1,macOS,1236.45
LAP-011283,SN-30739579,2024-04-13,32,2048.0,13.3,1.07,14.0,MSI,Intel,NVIDIA,2 en 1,Windows,2026.2
LAP-014218,SN-54854439,2021-05-21,32,1024.0,15.6,1.95,8.3,Asus,Intel,NVIDIA,2 en 1,Linux,1597.8
LAP-006205,SN-71673442,2023-07-16,16,2048.0,14.0,1.4,9.7,Samsung,Intel,Integrada,Business,Windows,4041.94
LAP-010376,SN-40018139,2022-08-15,32,128.0,15.6,2.06,9.0,Asus,AMD,NVIDIA,Notebook,Windows,1168.65
LAP-013048,SN-15672688,2023-01-31,16,256.0,15.7,2.99,4.2,Dell,AMD,Integrada,Business,Windows,450.08
LAP-005433,SN-77341453,2023-04-09,16,256.0,15.6,1.25,9.9,Acer,AMD,Integrada,Business,Windows,744.87
LAP-018771,SN-81716005,2022-05-12,64,2048.0,16.1,,10.0,Acer,Apple Silicon,Integrada,Gaming,macOS,2085.99
LAP-010099,SN-51770140,2024-06-04,16,1024.0,13.3,2.18,7.7,Samsung,Intel,NVIDIA,Notebook,Windows,1262.02
LAP-018436,SN-47484089,2024-11-03,32,512.0,17.3,2.51,6.0,Dell,Apple Silicon,AMD Radeon,Notebook,macOS,893.08
LAP-009720,SN-27518360,2022-08-19,16,128.0,14.0,1.29,,MSI,Intel,NVIDIA,Business,Windows,1101.35
LAP-008476,SN-97691629,2022-09-30,16,256.0,14.1,2.9,7.1,Asus,Apple Silicon,Integrada,Gaming,macOS,1125.7
LAP-010771,SN-27350727,2023-07-14,16,128.0,14.1,1.95,6.3,MSI,Intel,Integrada,Notebook,Windows,651.34
LAP-010724,SN-53256735,2024-08-15,8,256.0,13.3,2.7,8.5,MSI,Intel,Integrada,Gaming,Linux,1142.7
LAP-009344,SN-22906194,2022-02-24,16,512.0,15.6,1.34,6.6,Samsung,AMD,Integrada,Ultrabook,Windows,1108.08
LAP-015852,SN-89835685,2024-08-29,8,2048.0,15.6,1.13,7.3,Lenovo,AMD,Integrada,Ultrabook,Windows,1252.6
LAP-004896,SN-66905384,2021-04-03,32,256.0,15.6,2.08,8.8,MSI,Intel,NVIDIA,2 en 1,Windows,1625.44
LAP-005324,SN-29241318,2024-05-07,32,512.0,13.3,1.72,11.7,Samsung,Apple Silicon,Integrada,2 en 1,macOS,1037.92
LAP-017590,SN-72686946,2023-08-27,8,512.0,16.0,0.9,5.9,Asus,AMD,AMD Radeon,Business,Windows,852.76
LAP-013346,SN-14482832,2022-11-14,8,256.0,17.3,2.77,8.4,Asus,Intel,Integrada,Gaming,Windows,929.95
LAP-011885,SN-96221620,2024-09-17,32,2048.0,14.0,1.87,,HP,Intel,AMD Radeon,Notebook,Windows,1537.47
LAP-003218,SN-30788483,2022-09-28,8,256.0,15.6,1.56,8.7,Samsung,AMD,NVIDIA,Business,ChromeOS,1196.04
LAP-012719,SN-68662922,2021-08-25,8,128.0,15.6,1.16,7.9,Asus,Intel,Integrada,Business,Windows,612.2
LAP-003024,SN-44801748,2022-12-19,16,512.0,15.7,1.5,3.3,Lenovo,Intel,NVIDIA,Business,Windows,1430.97
LAP-012345,SN-43084888,2021-09-11,32,128.0,15.6,1.87,10.3,Asus,AMD,NVIDIA,Ultrabook,Windows,1547.33
LAP-012229,SN-72498061,2022-02-06,16,256.0,16.0,1.99,6.6,Asus,Apple Silicon,AMD Radeon,Business,macOS,964.29
LAP-017508,SN-25365420,2024-09-28,8,256.0,15.6,2.66,7.9,Lenovo,Intel,Integrada,Gaming,Windows,1003.54
LAP-016152,SN-87364834,2024-07-05,4,256.0,16.0,1.85,4.2,MSI,Intel,AMD Radeon,Ultrabook,Windows,1256.58
LAP-001100,SN-51606573,2021-08-29,16,1024.0,16.0,1.79,7.4,Asus,AMD,AMD Radeon,Business,Windows,1047.42
LAP-005712,SN-30858055,2021-05-07,32,1024.0,14.0,2.61,10.1,Asus,Intel,Integrada,Notebook,Windows,937.65
LAP-010084,SN-32925926,2024-02-27,16,256.0,13.3,1.45,7.6,HP,Apple Silicon,Integrada,Business,macOS,578.0
LAP-006497,SN-14270099,2024-12-14,16,2048.0,13.3,1.84,7.9,Samsung,AMD,AMD Radeon,Ultrabook,Windows,1561.94
LAP-011701,SN-72570056,2022-10-31,16,512.0,13.3,,,Samsung,AMD,AMD Radeon,Business,Windows,980.77
LAP-011808,SN-37504923,2024-04-04,8,128.0,13.3,1.68,8.7,MSI,Intel,Integrada,Notebook,ChromeOS,613.67
LAP-006940,SN-25142905,2021-08-20,8,512.0,14.1,1.63,8.3,MSI,AMD,Integrada,Business,Windows,714.64
LAP-000547,SN-25397246,2022-06-15,8,128.0,15.9,2.15,9.8,Acer,Intel,NVIDIA,2 en 1,Windows,917.65
LAP-011830,SN-78423172,2023-04-03,64,128.0,13.3,2.18,6.9,Acer,Intel,Integrada,Business,Linux,1180.9
LAP-000667,SN-89196607,2024-10-29,32,512.0,14.0,2.41,8.1,MSI,Intel,Integrada,Ultrabook,Windows,1429.14
LAP-017513,SN-19340171,2021-05-23,8,256.0,14.0,2.89,11.4,Lenovo,AMD,Integrada,Gaming,Windows,985.97
LAP-010822,SN-24257433,2024-11-30,16,1024.0,14.0,2.28,4.9,Dell,AMD,Integrada,Notebook,ChromeOS,791.23
LAP-005183,SN-42557123,2023-11-22,32,256.0,17.3,2.22,11.1,Samsung,AMD,Integrada,Business,Linux,949.4
LAP-013806,SN-89485547,2022-05-12,16,1024.0,13.3,2.15,6.9,MSI,AMD,Integrada,Business,Linux,921.76
LAP-017010,SN-64091801,2023-10-26,16,512.0,15.5,2.69,9.3,Lenovo,AMD,Integrada,Gaming,Windows,1236.36
LAP-010091,SN-99491846,2021-03-26,64,512.0,15.6,1.45,8.0,Samsung,AMD,Integrada,2 en 1,Linux,1423.9
LAP-006976,SN-69215055,2023-09-18,16,,15.6,,,MSI,Intel,Integrada,Gaming,Windows,1220.33
LAP-008923,SN-36969990,2021-08-09,16,,15.7,1.27,6.1,Asus,Intel,NVIDIA,Ultrabook,ChromeOS,4730.79
LAP-008180,SN-90136816,2022-03-30,32,1024.0,14.0,1.77,8.5,Asus,Intel,Integrada,Ultrabook,Windows,1323.95
LAP-018125,SN-81230649,2021-02-22,8,2048.0,15.5,1.37,8.4,Asus,AMD,Integrada,2 en 1,Windows,1192.71
LAP-013771,SN-79959805,2023-02-08,16,128.0,14.1,1.59,8.2,Samsung,Intel,AMD Radeon,2 en 1,Windows,719.5
LAP-013975,SN-70827886,2024-04-18,8,256.0,17.3,2.18,6.4,Dell,Intel,AMD Radeon,Business,Windows,945.52
LAP-005521,SN-55562038,2024-04-03,16,1024.0,14.0,2.33,,Apple,AMD,NVIDIA,Notebook,Windows,1772.75
LAP-014256,SN-56492980,2023-04-08,16,256.0,14.0,1.52,7.6,MSI,Intel,AMD Radeon,Ultrabook,Windows,1099.09
LAP-001056,SN-14829652,2024-08-03,32,512.0,16.0,,8.5,Asus,Intel,Integrada,Notebook,Linux,891.3
LAP-018370,SN-85951262,2023-04-20,16,1024.0,13.3,2.28,7.7,HP,AMD,Integrada,2 en 1,Windows,734.92
LAP-005600,SN-62627271,2024-01-07,32,512.0,15.6,2.2,9.1,Lenovo,Intel,Integrada,Notebook,ChromeOS,786.86
LAP-007906,SN-60961207,2021-10-24,8,1024.0,16.0,3.24,5.4,MSI,AMD,Integrada,Gaming,Windows,1280.71
LAP-017072,SN-50942449,2023-07-23,8,256.0,13.3,1.87,11.4,MSI,AMD,AMD Radeon,Business,Windows,1058.04
LAP-000078,SN-48752987,2024-02-04,16,256.0,13.3,1.51,7.5,Acer,AMD,NVIDIA,2 en 1,Windows,1170.5
LAP-006397,SN-70805527,2023-12-22,16,256.0,17.2,1.77,8.0,HP,AMD,Integrada,Business,Linux,815.47
LAP-017947,SN-68002866,2024-03-31,16,512.0,15.5,1.75,12.0,Dell,Intel,Integrada,Ultrabook,Windows,940.84
LAP-014595,SN-84461873,2021-04-15,32,2048.0,15.5,1.99,10.4,Dell,AMD,Integrada,Business,Windows,1403.22
LAP-005961,SN-24077151,2024-04-07,16,1024.0,15.5,1.76,6.5,Acer,AMD,Integrada,Business,ChromeOS,846.97
LAP-003146,SN-29436452,2022-11-16,32,128.0,13.3,2.05,10.4,Apple,Apple Silicon,Integrada,Notebook,macOS,1158.6
LAP-013366,SN-59568590,2023-03-16,8,512.0,13.4,2.42,7.0,Dell,Apple Silicon,Integrada,Notebook,macOS,371.09
LAP-005522,SN-54471589,2022-09-25,16,512.0,15.6,1.58,5.0,MSI,Intel,AMD Radeon,Gaming,Windows,1525.53
LAP-018395,SN-50214007,2021-01-15,16,1024.0,15.5,1.35,10.2,HP,AMD,AMD Radeon,2 en 1,ChromeOS,1181.45
LAP-019675,SN-38859366,2024-06-01,4,512.0,13.3,1.47,9.5,Asus,Intel,Integrada,Business,Windows,669.57
LAP-002810,SN-12032789,2022-06-06,8,256.0,15.5,2.11,3.7,Acer,AMD,Integrada,Notebook,Windows,220.0
LAP-012745,SN-61547330,2024-12-25,32,512.0,13.2,0.9,9.9,Samsung,Intel,Integrada,2 en 1,ChromeOS,1080.56
LAP-007701,SN-96732904,2022-09-11,16,512.0,16.1,1.82,7.9,Asus,Apple Silicon,Integrada,Notebook,macOS,766.13
LAP-014280,SN-42209920,2021-07-27,8,128.0,15.9,1.01,9.2,Acer,Intel,Integrada,2 en 1,Windows,551.79
LAP-015534,SN-32198162,2023-09-24,16,256.0,17.3,1.53,11.9,Dell,Intel,NVIDIA,Notebook,Windows,989.52
LAP-000318,SN-65539263,2024-05-29,8,1024.0,16.0,2.13,9.4,Samsung,Apple Silicon,AMD Radeon,Notebook,macOS,1105.11
LAP-019765,SN-58074272,2021-06-04,64,1024.0,14.2,1.29,7.3,Apple,AMD,Integrada,2 en 1,Linux,1940.43
LAP-005863,SN-89929200,2022-12-27,32,256.0,16.0,2.09,8.8,HP,Apple Silicon,AMD Radeon,Gaming,macOS,1516.02
LAP-019537,SN-16720573,2022-03-13,4,256.0,13.3,2.52,5.0,Apple,Intel,AMD Radeon,2 en 1,Windows,1435.32
LAP-014096,SN-80124062,2021-05-07,8,256.0,13.2,2.33,6.8,Asus,AMD,NVIDIA,Notebook,Windows,734.12
LAP-010869,SN-25069322,2023-04-27,16,1024.0,16.0,1.3,10.1,Apple,Apple Silicon,NVIDIA,Ultrabook,macOS,2162.75
LAP-016687,SN-87058402,2021-08-06,8,128.0,16.0,3.42,,Lenovo,Apple Silicon,NVIDIA,Gaming,macOS,1533.94
LAP-005173,SN-46765753,2024-05-27,16,512.0,13.4,3.05,6.7,Lenovo,AMD,NVIDIA,Gaming,Windows,1585.06
LAP-000679,SN-79720053,2024-09-05,16,256.0,14.0,0.93,4.0,Samsung,Intel,Integrada,Ultrabook,Windows,849.89
LAP-003477,SN-12566918,2024-10-10,32,256.0,15.6,2.67,6.2,Acer,AMD,Integrada,Gaming,Windows,1284.22
LAP-014994,SN-58871979,2024-04-26,16,128.0,14.0,2.21,8.0,Apple,Intel,NVIDIA,Business,Windows,1720.65
LAP-000319,SN-52571338,2022-12-28,8,128.0,15.6,1.59,7.8,MSI,Intel,NVIDIA,Ultrabook,Windows,1116.55
LAP-006339,SN-51838568,2021-01-24,16,1024.0,16.0,2.15,12.1,Acer,Intel,NVIDIA,Business,Windows,1278.83
LAP-003703,SN-35713105,2022-02-10,32,512.0,16.0,1.57,7.7,Samsung,Intel,AMD Radeon,Notebook,Windows,1243.77
LAP-006744,SN-41941491,2023-07-10,8,512.0,16.0,1.68,7.4,MSI,Intel,Integrada,Ultrabook,Windows,899.52
LAP-011958,SN-26878974,2024-07-24,64,256.0,15.6,1.97,8.8,Dell,Intel,AMD Radeon,Notebook,Windows,1281.74
LAP-001845,SN-72453350,2021-04-17,32,256.0,15.7,2.46,7.7,Acer,Intel,Integrada,Notebook,Windows,619.64
LAP-013868,SN-10510090,2023-03-20,16,128.0,15.6,1.8,8.9,Apple,Intel,AMD Radeon,Ultrabook,Windows,1764.39
LAP-000210,SN-94460290,2023-04-28,16,2048.0,14.0,2.1,4.7,Lenovo,Intel,NVIDIA,Ultrabook,ChromeOS,1641.9
LAP-015301,SN-53454427,2023-10-22,16,256.0,15.6,1.61,7.0,MSI,AMD,Integrada,Business,Windows,859.63
LAP-019678,SN-21766408,2022-10-15,32,256.0,15.6,2.64,6.9,Acer,AMD,NVIDIA,Gaming,ChromeOS,1502.25
LAP-006251,SN-83320307,2024-06-22,8,256.0,13.9,1.74,5.8,HP,AMD,Integrada,Business,Windows,334.99
LAP-017710,SN-92967829,2022-07-04,8,512.0,15.7,1.98,9.0,Acer,Apple Silicon,NVIDIA,Notebook,macOS,877.98
LAP-012920,SN-65044235,2024-08-14,8,512.0,15.6,2.72,5.9,Samsung,Apple Silicon,Integrada,Gaming,macOS,1116.47
LAP-002587,SN-45501705,2021-02-24,16,1024.0,13.3,1.4,8.4,Lenovo,Intel,Integrada,Business,Windows,799.82
LAP-008772,SN-95966947,2022-09-27,32,512.0,14.0,1.06,13.1,Acer,Intel,Integrada,Notebook,Windows,694.1
LAP-011795,SN-80227904,2021-09-03,64,512.0,16.0,1.49,9.7,MSI,Intel,Integrada,Notebook,Windows,1415.48
LAP-009128,SN-11281329,2022-12-18,16,128.0,13.4,2.15,4.8,Dell,Intel,Integrada,Gaming,Windows,864.51
LAP-015266,SN-41768981,2021-05-15,4,256.0,13.4,1.92,7.3,Apple,Apple Silicon,NVIDIA,Business,macOS,1606.7
LAP-019041,SN-16228923,2024-12-09,8,256.0,15.6,2.18,6.7,Samsung,AMD,NVIDIA,Ultrabook,Linux,1264.71
LAP-013115,SN-94347854,2024-02-25,16,1024.0,15.7,1.42,5.6,HP,Apple Silicon,NVIDIA,Ultrabook,macOS,1441.35
LAP-014114,SN-91585107,2024-02-10,16,1024.0,15.6,1.9,9.4,Samsung,Intel,NVIDIA,2 en 1,Windows,1489.52
LAP-012292,SN-56136461,2021-07-07,4,256.0,13.4,1.96,3.1,Asus,Intel,NVIDIA,Notebook,Windows,972.75
LAP-004462,SN-82118454,2024-08-07,8,128.0,16.0,1.79,6.6,Acer,AMD,AMD Radeon,Gaming,Windows,1024.5
LAP-017041,SN-28603947,2024-08-24,8,256.0,14.1,2.1,7.5,Acer,Intel,Integrada,Ultrabook,Windows,477.85
LAP-011199,SN-46243465,2024-12-02,64,1024.0,13.3,2.37,9.4,Asus,AMD,Integrada,Ultrabook,Windows,1569.76
LAP-008218,SN-43643824,2024-08-02,4,512.0,14.0,1.16,5.0,Asus,Intel,Integrada,2 en 1,Windows,561.19
LAP-015041,SN-81198226,2022-12-07,4,512.0,14.0,1.53,5.3,Dell,Intel,Integrada,2 en 1,Windows,575.95
LAP-003080,SN-98828355,2023-09-23,8,256.0,16.0,1.58,6.0,Asus,Intel,NVIDIA,Notebook,Windows,901.97
LAP-016958,SN-73844034,2024-12-26,8,256.0,14.1,1.31,8.6,MSI,AMD,Integrada,Business,Windows,755.78
LAP-010736,SN-67942600,2021-12-16,8,1024.0,15.6,0.92,9.4,Dell,AMD,NVIDIA,Ultrabook,Windows,1372.86
LAP-008030,SN-68895394,2021-02-11,8,256.0,14.0,1.23,7.8,Lenovo,Intel,AMD Radeon,Business,ChromeOS,820.45
LAP-008460,SN-31868596,2024-09-15,8,512.0,16.0,1.83,8.3,Apple,Intel,Integrada,2 en 1,Windows,1603.83
LAP-013157,SN-24902148,2024-08-03,64,512.0,15.4,0.9,7.4,Samsung,Intel,Integrada,Notebook,Windows,1207.1
LAP-015721,SN-42488862,2021-07-12,8,512.0,14.0,2.31,4.6,Acer,AMD,Integrada,Gaming,Linux,946.23
LAP-005178,SN-54790262,2022-03-09,4,512.0,14.0,1.67,6.7,Dell,AMD,Integrada,Gaming,Windows,1033.97
LAP-006300,SN-35449697,2021-02-22,8,128.0,14.0,3.09,,Lenovo,Intel,Integrada,Gaming,Windows,756.13
LAP-012414,SN-64590100,2021-04-07,16,256.0,14.0,1.52,15.2,Dell,Intel,NVIDIA,Ultrabook,Windows,1262.56
LAP-003135,SN-12725880,2023-03-13,4,2048.0,17.3,2.98,2.9,Dell,Apple Silicon,Integrada,Gaming,macOS,1331.76
LAP-019676,SN-18951308,2021-11-28,64,1024.0,15.5,2.42,5.3,Dell,Intel,Integrada,Business,Windows,1511.2
LAP-011620,SN-69647973,2023-09-24,16,512.0,16.0,1.62,7.0,MSI,AMD,Integrada,Notebook,Windows,788.78
LAP-005719,SN-54225913,2023-03-27,16,256.0,16.0,0.96,8.5,Asus,AMD,Integrada,Business,Windows,767.1
LAP-018637,SN-26606215,2024-03-27,8,256.0,13.3,1.77,13.2,MSI,Intel,NVIDIA,Notebook,Windows,1145.26
LAP-001468,SN-47062817,2021-06-24,16,256.0,15.7,2.78,2.5,MSI,AMD,NVIDIA,Gaming,Windows,1663.67
LAP-005850,SN-98588208,2022-06-27,16,256.0,13.4,1.74,9.8,HP,Intel,NVIDIA,Business,Windows,1052.06
LAP-017825,SN-64435691,2021-05-16,8,128.0,15.6,3.12,7.2,Acer,Intel,Integrada,Gaming,Windows,792.68
LAP-004686,SN-78063425,2022-06-23,32,256.0,15.6,3.07,7.7,Samsung,Intel,Integrada,Business,Windows,816.78
LAP-003861,SN-16977548,2022-09-11,16,256.0,13.4,1.73,10.6,Apple,AMD,Integrada,Gaming,Windows,1705.52
LAP-009320,SN-99771950,2022-04-26,16,512.0,14.0,2.42,9.7,Lenovo,Intel,Integrada,Business,Windows,741.53
LAP-019689,SN-44950344,2023-11-09,32,512.0,17.3,1.87,4.8,HP,AMD,NVIDIA,Notebook,Linux,1421.33
LAP-005454,SN-78096474,2023-10-27,4,1024.0,13.3,1.54,10.1,Lenovo,Intel,Integrada,2 en 1,Linux,760.93
LAP-014701,SN-30920652,2021-05-31,32,1024.0,15.5,1.9,8.2,Dell,Intel,Integrada,Notebook,Windows,839.9
LAP-002534,SN-73054317,2021-03-21,32,512.0,14.0,2.1,8.2,MSI,Intel,Integrada,Gaming,Windows,1300.99
LAP-000486,SN-62797878,2023-06-06,64,2048.0,15.6,2.75,10.5,Lenovo,Intel,Integrada,Ultrabook,Windows,1892.91
LAP-017586,SN-37128112,2023-10-17,4,2048.0,15.6,1.78,7.6,Acer,Intel,Integrada,Notebook,Windows,829.11
LAP-004536,SN-23464988,2024-03-10,8,,13.2,1.68,9.8,Dell,Intel,NVIDIA,Business,Windows,1157.43
LAP-002842,SN-98540530,2022-06-27,64,512.0,15.7,2.62,3.7,MSI,Apple Silicon,NVIDIA,Notebook,macOS,1713.38
LAP-019194,SN-36493677,2022-09-14,32,512.0,14.0,2.94,,MSI,AMD,Integrada,Gaming,Windows,1413.96
LAP-006129,SN-98314250,2024-02-20,32,256.0,14.0,2.21,6.4,Lenovo,Intel,Integrada,Gaming,Windows,1267.38
LAP-008698,SN-17535425,2024-10-12,8,512.0,17.3,1.55,,Asus,Intel,Integrada,Notebook,Windows,550.92
LAP-015165,SN-88305530,2023-09-23,16,512.0,13.3,1.71,8.6,HP,Intel,Integrada,Notebook,Windows,581.87
LAP-010947,SN-60065396,2021-08-01,64,256.0,14.0,0.91,8.5,HP,AMD,AMD Radeon,Notebook,Windows,1342.38
LAP-001611,SN-68951155,2024-02-20,32,1024.0,14.0,1.55,7.4,HP,Intel,NVIDIA,Ultrabook,Windows,1795.16
LAP-001285,SN-90179244,2021-01-19,32,512.0,13.2,2.36,7.9,Dell,Intel,NVIDIA,Notebook,Linux,1197.67
LAP-008986,SN-28707679,2022-05-08,8,2048.0,17.3,2.15,6.6,Apple,Intel,AMD Radeon,2 en 1,Windows,2011.4
LAP-012910,SN-76917671,2021-04-09,16,256.0,16.0,1.88,,Samsung,Intel,AMD Radeon,Ultrabook,Linux,1011.74
LAP-018205,SN-45946574,2024-02-18,16,512.0,14.0,3.14,11.9,Asus,Intel,Integrada,Gaming,Windows,1061.31
LAP-001738,SN-90866641,2023-02-14,16,512.0,15.6,2.49,10.2,Dell,Intel,AMD Radeon,Gaming,ChromeOS,1516.96
LAP-003567,SN-37918258,2024-12-06,32,256.0,13.9,1.03,6.2,HP,Intel,Integrada,Notebook,Windows,608.48
LAP-019548,SN-40148213,2023-03-12,16,512.0,13.4,2.15,11.5,Asus,Intel,AMD Radeon,Gaming,Windows,1281.51
LAP-010714,SN-27849496,2022-04-22,4,512.0,15.6,2.37,9.0,Lenovo,AMD,NVIDIA,Gaming,Windows,1284.2
LAP-006855,SN-70675132,2024-08-25,16,1024.0,16.0,2.09,9.8,Samsung,Intel,Integrada,2 en 1,Linux,1150.58
LAP-017656,SN-30252246,2021-04-08,64,256.0,13.3,3.09,5.2,Acer,Intel,Integrada,Gaming,Windows,1387.12
LAP-013164,SN-33081733,2024-02-29,8,256.0,14.1,1.61,4.6,Acer,Intel,Integrada,Business,Windows,361.32
LAP-011662,SN-19057564,2022-06-21,4,1024.0,13.3,3.11,3.4,Samsung,AMD,NVIDIA,Gaming,Windows,1492.76
LAP-011136,SN-13623119,2021-12-16,64,1024.0,13.9,2.28,5.2,Apple,Intel,Integrada,Gaming,Windows,2304.52
LAP-014202,SN-53587278,2023-10-09,32,512.0,15.6,2.04,9.7,MSI,Intel,NVIDIA,Ultrabook,Windows,1652.79
LAP-018646,SN-12339875,2024-05-30,32,128.0,17.3,0.93,6.0,Lenovo,Intel,NVIDIA,2 en 1,Windows,1338.24
LAP-019730,SN-70697821,2024-03-08,8,1024.0,13.3,2.03,8.7,Samsung,AMD,NVIDIA,Business,Linux,1245.41
