house_id,listing_address,sale_date,lot_area,year_built,bedrooms,bathrooms,garage_cars,neighborhood,house_style,overall_qual,central_air,sale_condition,sale_price
HOUSE-004891,7219 Main St #4891,2020-03-18,9623.0,1975.0,4,2.0,0.0,Gilbert,2.5Unf,8,Y,Abnormal,307982.0
HOUSE-014330,6928 Main St #14330,2021-04-04,3802.0,1942.0,2,2.0,1.0,CollegeCr,1.5Fin,10,Y,Normal,274219.0
HOUSE-014007,5557 Main St #14007,2023-06-04,7331.0,1934.0,6,3.5,3.0,CollegeCr,2Story,7,Y,Normal,270767.0
HOUSE-008039,8698 Main St #8039,2020-04-18,7054.0,,3,1.5,3.0,Sawyer,1Story,1,Y,Normal,175170.0
HOUSE-005869,2665 Main St #5869,2022-10-29,6631.0,1908.0,1,3.5,3.0,OldTown,1.5Fin,5,Y,Normal,207689.0
HOUSE-009570,9188 Main St #9570,2022-01-28,5880.0,1953.0,3,2.5,0.0,OldTown,SLvl,6,Y,Normal,240125.0
HOUSE-014587,7359 Main St #14587,2020-08-31,6297.0,1917.0,2,,0.0,NridgHt,2Story,1,N,Normal,151818.0
HOUSE-005305,1663 Main St #5305,2022-11-21,2626.0,1974.0,4,3.0,,CollegeCr,SLvl,2,Y,Family,190943.0
HOUSE-006226,310 Main St #6226,2021-03-31,5667.0,,2,,0.0,CollegeCr,1.5Fin,7,Y,Normal,271172.0
HOUSE-017609,8925 Main St #17609,2023-02-23,3573.0,1948.0,6,3.0,,Somerst,1.5Fin,9,Y,Normal,410172.0
HOUSE-010939,2619 Main St #10939,2021-12-29,3772.0,1972.0,1,4.0,1.0,Somerst,2.5Unf,10,Y,Normal,356600.0
HOUSE-017089,7526 Main St #17089,2022-07-27,3332.0,1954.0,1,2.5,1.0,NWAmes,SLvl,10,Y,Normal,331938.0
HOUSE-001251,2460 Main St #1251,2024-07-09,5482.0,1911.0,1,1.0,1.0,Gilbert,SLvl,4,Y,Partial,176458.0
HOUSE-003176,985 Main St #3176,2024-11-20,2960.0,1929.0,2,3.5,4.0,Sawyer,SLvl,2,Y,Normal,104396.0
HOUSE-013264,5013 Main St #13264,2020-10-28,,2008.0,6,2.0,4.0,NWAmes,2.5Unf,9,Y,Normal,381075.0
HOUSE-003359,2953 Main St #3359,2024-06-23,3446.0,1997.0,5,,,Gilbert,2.5Unf,9,Y,Normal,349886.0
HOUSE-016856,101 Main St #16856,2023-02-10,6439.0,1945.0,4,1.5,0.0,NridgHt,SLvl,2,Y,Normal,229514.0
HOUSE-016159,2941 Main St #16159,2022-05-01,4921.0,1910.0,2,4.0,2.0,Edwards,SLvl,2,Y,Partial,117142.0
HOUSE-013580,5088 Main St #13580,2023-01-06,5106.0,2018.0,6,,1.0,Sawyer,1Story,9,Y,Partial,370714.0
HOUSE-019683,8332 Main St #19683,2024-07-08,2548.0,1967.0,6,2.5,0.0,NWAmes,2Story,10,Y,Normal,364091.0
HOUSE-018831,7991 Main St #18831,2022-09-21,3437.0,1947.0,1,3.0,2.0,NWAmes,2Story,3,Y,Normal,139745.0
HOUSE-015658,4570 Main St #15658,2024-05-14,8491.0,,5,3.0,,NWAmes,SFoyer,4,Y,Normal,205768.0
HOUSE-006320,2870 Main St #6320,2020-01-12,6440.0,1981.0,3,1.0,0.0,Edwards,1.5Fin,10,Y,Normal,314193.0
HOUSE-011481,3136 Main St #11481,2021-04-22,4593.0,2002.0,2,2.5,0.0,CollegeCr,2Story,1,Y,Normal,155425.0
HOUSE-017279,4786 Main St #17279,2024-02-12,,2005.0,1,3.5,2.0,NWAmes,SLvl,4,Y,Normal,256464.0
HOUSE-015939,5588 Main St #15939,2021-05-12,3660.0,1931.0,4,1.0,3.0,NridgHt,1Story,6,Y,Normal,273999.0
HOUSE-007411,2655 Main St #7411,2021-09-30,2570.0,1953.0,1,2.0,0.0,Gilbert,2Story,3,Y,Abnormal,167211.0
HOUSE-007538,3417 Main St #7538,2021-05-17,3676.0,2019.0,5,1.0,3.0,Edwards,SFoyer,5,Y,Normal,317833.0
HOUSE-012580,6116 Main St #12580,2021-11-12,10838.0,1902.0,3,2.5,,Somerst,SLvl,5,Y,Normal,260318.0
HOUSE-019151,194 Main St #19151,2021-10-01,5053.0,,3,3.0,3.0,Edwards,2Story,9,Y,Normal,287574.0
HOUSE-017661,1772 Main St #17661,2023-10-27,2084.0,2014.0,5,3.5,1.0,CollegeCr,SFoyer,7,Y,Partial,343731.0
HOUSE-012225,8288 Main St #12225,2023-01-21,6879.0,1900.0,4,3.0,3.0,Sawyer,SFoyer,6,Y,Normal,240990.0
HOUSE-001051,6494 Main St #1051,2020-12-13,4505.0,2008.0,2,1.0,2.0,OldTown,SFoyer,2,Y,Normal,204330.0
HOUSE-012261,9919 Main St #12261,2024-10-03,3596.0,1966.0,5,,3.0,Sawyer,1.5Fin,6,Y,Normal,283253.0
HOUSE-014519,9401 Main St #14519,2020-04-18,5599.0,1902.0,6,2.5,2.0,NridgHt,1Story,4,Y,Normal,230597.0
HOUSE-011410,6287 Main St #11410,2020-09-27,6512.0,2015.0,4,2.5,0.0,CollegeCr,2.5Unf,9,Y,Normal,391836.0
HOUSE-009221,2203 Main St #9221,2021-06-17,5045.0,1986.0,6,3.0,2.0,Edwards,1.5Fin,6,Y,Normal,269769.0
HOUSE-008464,4243 Main St #8464,2024-11-19,5039.0,1989.0,4,4.0,2.0,NridgHt,1.5Fin,2,Y,Normal,287930.0
HOUSE-010234,4263 Main St #10234,2023-07-15,3629.0,1990.0,6,4.0,,Somerst,2Story,3,Y,Partial,343134.0
HOUSE-004763,2084 Main St #4763,2024-08-06,3620.0,1962.0,3,4.0,1.0,CollegeCr,2Story,3,Y,Normal,194613.0
HOUSE-009062,3484 Main St #9062,2021-01-25,1800.0,1925.0,6,2.0,4.0,CollegeCr,2.5Unf,10,Y,Partial,313215.0
HOUSE-001874,8699 Main St #1874,2022-04-19,7631.0,1914.0,5,4.0,2.0,Edwards,SLvl,9,Y,Normal,321678.0
HOUSE-016486,7935 Main St #16486,2023-12-07,4623.0,,4,2.0,0.0,CollegeCr,1Story,3,Y,Normal,183340.0
HOUSE-009278,6980 Main St #9278,2020-06-04,3203.0,1915.0,2,4.0,1.0,NridgHt,2.5Unf,2,Y,Normal,165314.0
HOUSE-009665,5429 Main St #9665,2020-03-14,5025.0,2023.0,6,3.0,0.0,Gilbert,1.5Fin,7,Y,Normal,338686.0
HOUSE-007282,9148 Main St #7282,2022-05-25,5304.0,,1,3.5,0.0,Somerst,SLvl,8,Y,Normal,388282.0
HOUSE-011412,3993 Main St #11412,2021-10-28,3726.0,2020.0,5,2.5,0.0,Gilbert,1Story,9,Y,Normal,366154.0
HOUSE-009008,8703 Main St #9008,2022-07-30,5871.0,2007.0,5,4.0,4.0,Edwards,SFoyer,1,Y,Normal,229999.0
HOUSE-006999,6503 Main St #6999,2020-11-22,6781.0,1931.0,5,4.0,0.0,NWAmes,1.5Fin,2,Y,Normal,194081.0
HOUSE-010378,730 Main St #10378,2022-10-08,5743.0,1993.0,3,2.5,1.0,CollegeCr,1.5Fin,10,Y,Abnormal,331499.0
HOUSE-013682,6252 Main St #13682,2023-10-01,3272.0,1902.0,2,1.5,2.0,CollegeCr,SFoyer,3,Y,Normal,140520.0
HOUSE-004322,2442 Main St #4322,2021-10-22,10065.0,1903.0,5,3.0,3.0,Sawyer,SLvl,4,Y,Normal,204953.0
HOUSE-019522,8570 Main St #19522,2022-08-16,6175.0,1985.0,6,1.0,3.0,Somerst,SLvl,10,N,Normal,389945.0
HOUSE-009448,8729 Main St #9448,2020-12-30,3786.0,2003.0,1,3.0,4.0,Edwards,1Story,3,Y,Normal,224808.0
HOUSE-005831,8851 Main St #5831,2024-01-25,3497.0,1926.0,2,2.0,1.0,CollegeCr,SFoyer,6,Y,Partial,183715.0
HOUSE-018280,5653 Main St #18280,2023-08-13,8644.0,1969.0,3,4.0,0.0,OldTown,SFoyer,8,Y,Normal,306658.0
HOUSE-017003,7201 Main St #17003,2022-12-02,1794.0,1994.0,1,2.0,0.0,CollegeCr,2.5Unf,4,Y,Normal,209431.0
HOUSE-016331,6814 Main St #16331,2023-04-28,10437.0,2011.0,5,1.5,4.0,Edwards,2Story,3,Y,Normal,253329.0
HOUSE-008684,9376 Main St #8684,2020-05-26,4725.0,1975.0,6,1.5,0.0,Edwards,1.5Fin,2,Y,Normal,180875.0
HOUSE-008100,9726 Main St #8100,2023-11-21,4639.0,2016.0,5,1.0,0.0,CollegeCr,SLvl,4,Y,Normal,289043.0
HOUSE-012901,9835 Main St #12901,2021-10-10,7670.0,2003.0,5,1.5,2.0,OldTown,SLvl,6,Y,Normal,272702.0
HOUSE-013233,7647 Main St #13233,2022-03-29,7856.0,1968.0,4,1.5,3.0,Edwards,2Story,1,Y,Normal,141411.0
HOUSE-012629,301 Main St #12629,2024-08-02,9348.0,1984.0,1,3.0,3.0,NWAmes,2Story,7,Y,Normal,283278.0
HOUSE-004485,5301 Main St #4485,2021-11-25,3418.0,1948.0,1,3.0,2.0,Sawyer,SLvl,4,Y,Normal,173862.0
HOUSE-009783,2161 Main St #9783,2020-09-03,9071.0,1934.0,2,2.5,4.0,Somerst,SLvl,8,Y,Normal,309394.0
HOUSE-011670,2987 Main St #11670,2020-10-17,9540.0,1948.0,3,3.5,2.0,NridgHt,SFoyer,3,Y,Normal,278089.0
HOUSE-008615,4448 Main St #8615,2021-11-20,2343.0,1901.0,5,2.5,4.0,CollegeCr,2.5Unf,2,Y,Family,165761.0
HOUSE-003924,4379 Main St #3924,2023-10-08,13046.0,2018.0,6,2.5,1.0,Somerst,2.5Unf,4,Y,Normal,372488.0
HOUSE-009940,88 Main St #9940,2022-05-12,5110.0,1920.0,4,2.0,4.0,Somerst,1.5Fin,4,Y,Normal,229252.0
HOUSE-019732,8328 Main St #19732,2023-06-24,6448.0,1939.0,3,3.0,,Somerst,2.5Unf,3,N,Normal,282663.0
HOUSE-018947,5492 Main St #18947,2021-12-31,4876.0,1936.0,3,2.5,4.0,Gilbert,1Story,2,Y,Normal,191380.0
HOUSE-016623,1108 Main St #16623,2024-06-20,4973.0,2014.0,1,3.5,0.0,OldTown,2Story,5,Y,Normal,290445.0
HOUSE-016055,7472 Main St #16055,2021-06-30,8220.0,2016.0,6,3.5,1.0,Edwards,SLvl,3,Y,Normal,307124.0
HOUSE-017775,4372 Main St #17775,2023-01-12,6913.0,2011.0,6,4.0,1.0,CollegeCr,1.5Fin,4,Y,Normal,312609.0
HOUSE-015198,721 Main St #15198,2020-11-17,10400.0,1932.0,6,1.0,1.0,Somerst,1Story,9,N,Normal,350086.0
HOUSE-007850,3329 Main St #7850,2023-02-16,3198.0,1983.0,4,1.5,0.0,OldTown,SLvl,7,Y,Normal,266696.0
HOUSE-010854,3873 Main St #10854,2022-04-19,9420.0,1964.0,4,2.5,0.0,Sawyer,SFoyer,5,Y,Normal,184571.0
HOUSE-012426,911 Main St #12426,2024-02-05,4528.0,1931.0,1,2.0,1.0,Edwards,SLvl,2,Y,Abnormal,114969.0
HOUSE-018241,4935 Main St #18241,2024-11-16,3791.0,1908.0,4,1.0,0.0,OldTown,2.5Unf,10,Y,Partial,274831.0
HOUSE-003113,7313 Main St #3113,2022-10-15,2727.0,2004.0,5,3.5,3.0,NWAmes,1.5Fin,9,Y,Family,357866.0
HOUSE-003303,256 Main St #3303,2023-12-05,5177.0,1977.0,6,1.5,0.0,CollegeCr,SFoyer,10,Y,Normal,425776.0
HOUSE-014442,5023 Main St #14442,2021-05-14,3684.0,1957.0,4,1.5,2.0,Sawyer,1Story,6,Y,Normal,235300.0
HOUSE-009536,329 Main St #9536,2022-06-23,5100.0,1959.0,1,,3.0,NWAmes,1.5Fin,7,Y,Normal,295266.0
HOUSE-013579,4229 Main St #13579,2020-05-16,5492.0,1912.0,4,3.0,3.0,Edwards,SLvl,6,Y,Normal,185861.0
HOUSE-015549,2543 Main St #15549,2020-11-27,10046.0,1931.0,1,3.5,0.0,Edwards,2.5Unf,9,Y,Normal,293252.0
HOUSE-001690,8538 Main St #1690,2024-12-13,2659.0,1959.0,1,2.0,4.0,NWAmes,1Story,1,Y,Normal,140266.0
HOUSE-016178,2468 Main St #16178,2020-12-19,3476.0,1988.0,1,3.5,2.0,NridgHt,1Story,5,Y,Family,317030.0
HOUSE-011143,4726 Main St #11143,2020-06-19,6723.0,2008.0,4,4.0,4.0,Gilbert,SLvl,9,Y,Normal,397821.0
HOUSE-005048,1531 Main St #5048,2021-04-19,6475.0,1946.0,5,4.0,1.0,Sawyer,2.5Unf,2,Y,Normal,184770.0
HOUSE-017433,9730 Main St #17433,2024-06-03,2501.0,1937.0,5,1.0,1.0,Sawyer,SLvl,2,Y,Normal,122238.0
HOUSE-007117,6678 Main St #7117,2023-09-19,4466.0,1956.0,2,3.5,2.0,NridgHt,2.5Unf,1,Y,Normal,200524.0
HOUSE-003308,214 Main St #3308,2023-08-02,3154.0,,3,,0.0,CollegeCr,2Story,3,Y,Normal,261000.0
HOUSE-001504,7275 Main St #1504,2024-07-12,2486.0,1912.0,2,3.5,2.0,Sawyer,SFoyer,9,Y,Abnormal,233333.0
HOUSE-014475,6953 Main St #14475,2024-06-20,9052.0,1941.0,3,1.5,3.0,Somerst,1.5Fin,8,Y,Normal,298902.0
HOUSE-001806,8100 Main St #1806,2020-04-25,4436.0,1957.0,5,4.0,4.0,OldTown,2Story,9,Y,Normal,337228.0
HOUSE-003871,1042 Main St #3871,2022-03-10,5572.0,2019.0,1,2.5,3.0,Sawyer,2Story,2,Y,Normal,182187.0
HOUSE-009480,8450 Main St #9480,2020-08-09,9401.0,1968.0,5,3.5,2.0,OldTown,SLvl,6,Y,Normal,309619.0
HOUSE-003791,5114 Main St #3791,2020-03-23,6621.0,2012.0,4,4.0,1.0,Sawyer,2Story,4,Y,Normal,305971.0
HOUSE-019020,9481 Main St #19020,2023-03-09,14351.0,1929.0,3,1.5,1.0,Edwards,SFoyer,8,Y,Normal,250166.0
HOUSE-014154,2047 Main St #14154,2024-07-23,4272.0,1951.0,5,3.0,2.0,Sawyer,2Story,6,Y,Normal,248903.0
HOUSE-002786,8346 Main St #2786,2021-08-05,6184.0,1995.0,6,1.5,2.0,Gilbert,2.5Unf,8,Y,Normal,332763.0
HOUSE-009259,874 Main St #9259,2021-02-09,4411.0,1952.0,6,3.5,2.0,Edwards,2Story,4,Y,Normal,235832.0
HOUSE-018531,6786 Main St #18531,2023-10-28,3128.0,1983.0,6,2.0,4.0,NridgHt,2Story,3,Y,Normal,271080.0
HOUSE-013678,8066 Main St #13678,2023-04-09,7039.0,1916.0,4,1.5,4.0,Edwards,SFoyer,1,Y,Normal,124710.0
HOUSE-001717,5391 Main St #1717,2023-05-19,4317.0,1942.0,3,3.5,0.0,Edwards,1Story,10,Y,Abnormal,287365.0
HOUSE-002696,4383 Main St #2696,2021-01-14,9273.0,1943.0,3,,,Edwards,2Story,5,Y,Normal,234374.0
HOUSE-014643,4033 Main St #14643,2024-12-14,4427.0,2010.0,5,3.0,0.0,CollegeCr,1Story,10,Y,Partial,360109.0
HOUSE-001848,9685 Main St #1848,2021-10-07,4624.0,1934.0,6,,2.0,NWAmes,2Story,1,Y,Normal,154119.0
HOUSE-004512,8166 Main St #4512,2023-02-18,4708.0,1923.0,3,,1.0,Gilbert,1.5Fin,1,Y,Normal,97298.0
HOUSE-017490,3808 Main St #17490,2021-02-28,6874.0,2016.0,3,2.0,4.0,Sawyer,2Story,4,Y,Normal,245062.0
HOUSE-014003,6761 Main St #14003,2023-03-22,5377.0,1947.0,6,1.0,4.0,Somerst,2.5Unf,9,Y,Abnormal,317386.0
HOUSE-010623,2105 Main St #10623,2022-02-21,3283.0,1962.0,6,,2.0,Gilbert,2Story,8,Y,Normal,298968.0
HOUSE-016423,3841 Main St #16423,2022-09-07,3866.0,1938.0,4,3.5,3.0,Somerst,SLvl,6,Y,Normal,267328.0
HOUSE-012852,7386 Main St #12852,2022-06-26,7272.0,1947.0,3,3.5,1.0,Somerst,1Story,9,Y,Normal,375996.0
HOUSE-006622,7883 Main St #6622,2021-02-28,15257.0,,5,3.0,3.0,Edwards,1.5Fin,10,Y,Normal,447675.0
HOUSE-003435,2634 Main St #3435,2021-02-21,8799.0,1901.0,1,2.0,1.0,Sawyer,2Story,5,Y,Normal,184848.0
HOUSE-006922,7642 Main St #6922,2024-01-11,1500.0,1971.0,4,1.0,1.0,Gilbert,1Story,2,Y,Normal,108633.0
HOUSE-015539,3331 Main St #15539,2024-12-13,2895.0,1946.0,3,2.5,2.0,NridgHt,1Story,10,Y,Normal,372670.0
HOUSE-013512,1973 Main St #13512,2021-06-14,4414.0,,3,,4.0,Gilbert,1.5Fin,1,Y,Family,173005.0
HOUSE-000142,9322 Main St #142,2021-09-30,4215.0,1933.0,5,4.0,1.0,OldTown,1.5Fin,4,Y,Normal,245111.0
HOUSE-006771,4350 Main St #6771,2022-05-30,11753.0,2018.0,3,3.0,,Gilbert,2.5Unf,8,N,Normal,354842.0
HOUSE-017641,9580 Main St #17641,2020-03-07,6675.0,1945.0,5,2.5,3.0,NWAmes,1Story,6,N,Normal,281155.0
HOUSE-011175,9922 Main St #11175,2021-01-25,5538.0,1950.0,1,1.0,4.0,Sawyer,1Story,9,Y,Partial,261928.0
HOUSE-006992,4740 Main St #6992,2022-10-11,4165.0,1926.0,5,1.5,4.0,Edwards,1.5Fin,8,Y,Normal,264457.0
HOUSE-016426,1288 Main St #16426,2020-12-20,3295.0,1960.0,6,2.5,1.0,Gilbert,2.5Unf,1,Y,Family,186349.0
HOUSE-001647,2359 Main St #1647,2022-11-09,5677.0,1999.0,1,,3.0,Gilbert,2Story,10,Y,Normal,308851.0
HOUSE-018396,1951 Main St #18396,2024-09-07,4266.0,2000.0,3,1.5,2.0,Gilbert,2Story,9,Y,Normal,263485.0
HOUSE-014941,3095 Main St #14941,2020-12-13,4629.0,1984.0,1,1.0,3.0,NridgHt,1Story,10,Y,Normal,398137.0
HOUSE-014292,9218 Main St #14292,2024-07-14,6147.0,,2,2.5,3.0,OldTown,1Story,10,Y,Normal,337627.0
HOUSE-013482,6918 Main St #13482,2023-12-14,8468.0,1909.0,4,2.5,2.0,CollegeCr,SFoyer,7,Y,Normal,253129.0
HOUSE-017316,9783 Main St #17316,2024-11-26,8143.0,1933.0,2,2.5,1.0,Edwards,2Story,10,Y,Normal,276591.0
HOUSE-011601,3030 Main St #11601,2024-09-10,3506.0,1918.0,2,3.5,3.0,NWAmes,2Story,2,Y,Normal,105830.0
HOUSE-001117,7386 Main St #1117,2021-09-03,3535.0,2008.0,5,3.5,3.0,Somerst,2.5Unf,5,Y,Normal,320795.0
HOUSE-014573,4658 Main St #14573,2022-07-04,3234.0,1979.0,2,2.0,4.0,Gilbert,SFoyer,7,N,Normal,304484.0
HOUSE-001756,1649 Main St #1756,2021-05-10,5143.0,,6,1.5,0.0,Somerst,SLvl,1,N,Normal,205238.0
HOUSE-000497,3567 Main St #497,2021-12-19,5939.0,2004.0,3,3.0,0.0,NWAmes,2Story,8,Y,Normal,324393.0
HOUSE-006751,7686 Main St #6751,2022-01-21,3277.0,1925.0,4,3.0,4.0,OldTown,2.5Unf,1,Y,Normal,128971.0
HOUSE-012300,73 Main St #12300,2022-09-21,10033.0,1918.0,2,1.0,0.0,NridgHt,SLvl,1,Y,Normal,142838.0
HOUSE-000870,5918 Main St #870,2022-05-23,3448.0,1954.0,3,2.0,0.0,NridgHt,2.5Unf,10,Y,Normal,314107.0
HOUSE-003357,2913 Main St #3357,2024-10-10,3275.0,1989.0,5,1.5,4.0,OldTown,SFoyer,2,Y,Abnormal,202013.0
HOUSE-009104,803 Main St #9104,2022-05-02,5497.0,2017.0,6,1.5,2.0,CollegeCr,2Story,2,N,Abnormal,215747.0
HOUSE-007678,2516 Main St #7678,2020-08-11,7965.0,2014.0,5,3.0,1.0,Somerst,2.5Unf,6,Y,Normal,401414.0
HOUSE-000721,3699 Main St #721,2020-02-09,6843.0,1938.0,5,3.0,3.0,Edwards,2.5Unf,10,Y,Normal,356603.0
HOUSE-010997,8773 Main St #10997,2023-08-17,13014.0,1900.0,3,1.5,3.0,OldTown,SLvl,4,Y,Normal,209055.0
HOUSE-011265,7393 Main St #11265,2022-06-14,6588.0,2004.0,6,2.5,4.0,CollegeCr,2.5Unf,7,Y,Normal,392093.0
HOUSE-000886,9263 Main St #886,2023-04-05,5074.0,1912.0,6,3.0,4.0,OldTown,2.5Unf,4,Y,Normal,195323.0
HOUSE-019849,453 Main St #19849,2021-05-20,5131.0,1936.0,2,2.5,3.0,Edwards,SLvl,1,Y,Normal,136469.0
HOUSE-018095,6025 Main St #18095,2020-05-02,2179.0,1984.0,2,2.5,3.0,OldTown,SLvl,1,Y,Normal,153330.0
HOUSE-018490,6903 Main St #18490,2021-02-23,4490.0,2015.0,3,4.0,,Gilbert,1.5Fin,3,Y,Normal,259724.0
HOUSE-008347,4874 Main St #8347,2023-02-13,5055.0,,2,4.0,1.0,NWAmes,1Story,6,Y,Normal,307409.0
HOUSE-009712,9059 Main St #9712,2024-09-16,3349.0,1908.0,3,3.0,1.0,Gilbert,SLvl,3,Y,Normal,176323.0
HOUSE-015588,5751 Main St #15588,2024-02-19,,1918.0,5,,4.0,Somerst,2Story,5,Y,Normal,219885.0
HOUSE-008102,8960 Main St #8102,2021-05-12,2858.0,1964.0,6,1.5,0.0,Gilbert,1Story,3,Y,Normal,186253.0
HOUSE-004876,2827 Main St #4876,2024-04-03,18957.0,1984.0,6,1.0,1.0,CollegeCr,2Story,5,Y,Normal,308890.0
HOUSE-010938,8718 Main St #10938,2022-03-20,5532.0,1910.0,2,3.5,2.0,Sawyer,2Story,7,Y,Normal,218938.0
HOUSE-016785,6224 Main St #16785,2024-03-23,4228.0,1909.0,5,2.5,0.0,Edwards,2Story,6,Y,Normal,220904.0
HOUSE-016853,1246 Main St #16853,2020-12-10,4623.0,2019.0,4,1.0,1.0,CollegeCr,SLvl,9,Y,Normal,358913.0
HOUSE-000314,6010 Main St #314,2022-02-09,4169.0,2017.0,5,3.0,1.0,Somerst,2.5Unf,6,Y,Abnormal,301454.0
HOUSE-018548,2603 Main St #18548,2020-08-12,4266.0,1974.0,6,2.0,1.0,Edwards,1.5Fin,2,Y,Normal,220693.0
HOUSE-019182,5576 Main St #19182,2023-02-28,4305.0,1902.0,5,1.5,3.0,Sawyer,1.5Fin,8,Y,Normal,231303.0
HOUSE-016767,6619 Main St #16767,2022-06-24,7721.0,1946.0,6,1.0,3.0,OldTown,2Story,1,Y,Normal,182116.0
HOUSE-017631,9273 Main St #17631,2023-09-02,7060.0,1912.0,6,3.5,0.0,OldTown,1Story,5,Y,Normal,205716.0
HOUSE-004204,1980 Main St #4204,2024-07-04,3622.0,1979.0,1,3.5,2.0,NridgHt,SLvl,6,Y,Normal,318148.0
HOUSE-005850,474 Main St #5850,2024-07-27,5440.0,1938.0,5,1.5,4.0,CollegeCr,SFoyer,7,Y,Normal,220081.0
HOUSE-006129,7097 Main St #6129,2024-10-07,4218.0,1948.0,5,4.0,4.0,NWAmes,SFoyer,10,Y,Normal,377596.0
HOUSE-005447,3935 Main St #5447,2023-03-16,2329.0,1939.0,1,,0.0,Gilbert,SLvl,9,Y,Abnormal,240932.0
HOUSE-003129,319 Main St #3129,2022-04-30,6090.0,2018.0,5,2.5,0.0,Gilbert,SFoyer,1,Y,Normal,191946.0
HOUSE-015632,1406 Main St #15632,2023-03-08,6690.0,1977.0,2,1.0,2.0,Edwards,1.5Fin,8,Y,Partial,288728.0
HOUSE-001996,2762 Main St #1996,2024-06-05,5062.0,2009.0,6,2.5,0.0,Edwards,2Story,3,Y,Normal,270239.0
HOUSE-000910,2623 Main St #910,2020-12-10,6319.0,1999.0,2,2.0,2.0,OldTown,2Story,7,N,Normal,255282.0
HOUSE-003968,4318 Main St #3968,2024-11-01,6467.0,1926.0,6,1.0,4.0,NridgHt,2.5Unf,1,Y,Normal,168407.0
HOUSE-016831,4427 Main St #16831,2022-04-14,5036.0,1982.0,5,,3.0,CollegeCr,2.5Unf,8,Y,Normal,327459.0
HOUSE-002979,4533 Main St #2979,2020-09-18,4609.0,1928.0,3,1.0,3.0,NridgHt,SLvl,7,Y,Normal,265936.0
HOUSE-010165,2476 Main St #10165,2021-01-12,4432.0,1946.0,3,,0.0,Edwards,2.5Unf,4,Y,Normal,169644.0
HOUSE-000336,6177 Main St #336,2024-11-01,3190.0,1906.0,1,1.0,0.0,Sawyer,2Story,1,Y,Normal,75547.0
HOUSE-010956,3520 Main St #10956,2023-04-17,3134.0,1968.0,2,3.0,0.0,CollegeCr,1Story,7,N,Normal,287317.0
HOUSE-002547,1507 Main St #2547,2022-03-17,3321.0,1971.0,4,1.5,0.0,Gilbert,1.5Fin,8,Y,Normal,368948.0
HOUSE-018573,8490 Main St #18573,2021-09-16,2471.0,1946.0,3,1.0,4.0,CollegeCr,1Story,10,Y,Normal,277464.0
HOUSE-017667,6797 Main St #17667,2022-08-02,4381.0,1946.0,1,3.5,3.0,NWAmes,2Story,10,Y,Family,242124.0
HOUSE-015985,242 Main St #15985,2023-10-05,3644.0,1914.0,1,3.5,2.0,Sawyer,2Story,8,Y,Normal,238832.0
HOUSE-002985,5034 Main St #2985,2020-10-09,9093.0,1922.0,5,1.5,1.0,CollegeCr,2Story,1,Y,Family,137432.0
HOUSE-010878,9385 Main St #10878,2021-02-09,5213.0,1938.0,4,3.5,3.0,CollegeCr,1Story,2,Y,Normal,206596.0
HOUSE-015916,7683 Main St #15916,2023-11-13,4581.0,2018.0,6,2.0,3.0,Gilbert,1.5Fin,6,Y,Normal,311701.0
HOUSE-004620,3771 Main St #4620,2022-05-22,2804.0,1958.0,2,1.5,0.0,CollegeCr,1.5Fin,6,Y,Normal,181440.0
HOUSE-006531,1291 Main St #6531,2023-04-12,4122.0,1922.0,3,4.0,0.0,Sawyer,2Story,5,N,Normal,232651.0
HOUSE-011669,3684 Main St #11669,2020-08-24,4194.0,1934.0,5,,2.0,NWAmes,1Story,7,Y,Normal,244733.0
HOUSE-004050,8680 Main St #4050,2024-08-19,4625.0,2006.0,3,1.5,0.0,Somerst,SFoyer,3,Y,Abnormal,257392.0
HOUSE-003558,5767 Main St #3558,2021-02-02,2629.0,1938.0,1,1.5,4.0,NWAmes,SFoyer,3,Y,Normal,155276.0
HOUSE-013907,56 Main St #13907,2022-12-31,2231.0,,6,1.0,2.0,NWAmes,1Story,5,Y,Normal,218750.0
HOUSE-011001,2723 Main St #11001,2020-01-17,9070.0,1987.0,4,3.0,4.0,NWAmes,SLvl,4,Y,Normal,229711.0
HOUSE-004820,9493 Main St #4820,2022-03-02,2948.0,1901.0,6,3.0,3.0,Sawyer,SLvl,10,Y,Normal,301948.0
HOUSE-013053,5377 Main St #13053,2024-03-02,4478.0,,1,2.0,1.0,CollegeCr,1.5Fin,8,Y,Normal,228281.0
HOUSE-018339,7063 Main St #18339,2023-11-26,3408.0,1926.0,2,1.5,,CollegeCr,1Story,4,Y,Partial,172244.0
HOUSE-014248,5434 Main St #14248,2023-03-10,3744.0,,1,3.0,2.0,Somerst,SFoyer,10,Y,Normal,418261.0
HOUSE-013438,8974 Main St #13438,2023-03-02,5960.0,1992.0,2,2.0,0.0,NridgHt,SLvl,9,Y,Normal,378369.0
HOUSE-003416,5131 Main St #3416,2021-07-13,4118.0,1949.0,3,3.0,1.0,Gilbert,1.5Fin,9,Y,Normal,239810.0
HOUSE-000307,6766 Main St #307,2021-12-10,4824.0,,1,3.5,0.0,OldTown,1.5Fin,1,Y,Normal,191334.0
HOUSE-007869,4054 Main St #7869,2024-05-17,8634.0,1946.0,3,3.0,2.0,Gilbert,1.5Fin,2,N,Normal,208890.0
