employee_id,employee_code,hire_date,years_experience,age,hours_per_week,num_certifications,job_title,department,education_level,company_size,work_mode,annual_salary
EMP-006539,CODE-12091,2023-03-01,,21,38.6,1.0,Software Engineer,Ingenieria,Bachiller,Pequeña,Hibrido,38439.94
EMP-000601,CODE-44681,2012-08-01,0.5,24,51.8,0.0,Data Analyst,Finanzas,Doctorado,Corporativa,Remoto,50505.9
EMP-001182,CODE-92709,2020-10-28,10.9,37,42.8,0.0,Software Engineer,Marketing,Bachiller,Corporativa,Hibrido,73116.91
EMP-004657,CODE-12690,2013-12-03,8.4,31,30.6,3.0,Software Engineer,Marketing,Tecnico,Pequeña,Remoto,47360.88
EMP-003209,CODE-61901,2023-06-23,11.7,39,52.6,1.0,Software Engineer,Datos y Analitica,Doctorado,Pequeña,Remoto,81144.72
EMP-011962,CODE-19594,2024-02-28,4.2,28,,1.0,DevOps Engineer,Operaciones,Bachiller,Pequeña,Remoto,50243.39
EMP-004896,CODE-60800,2020-05-25,1.9,23,45.2,4.0,Data Analyst,Marketing,Bachiller,Mediana,Hibrido,27344.73
EMP-014473,CODE-66097,2020-08-19,1.1,26,,1.0,Sales Executive,Marketing,Bachiller,Corporativa,Hibrido,35804.72
EMP-001922,CODE-39986,2021-05-03,0.6,32,33.2,4.0,DevOps Engineer,Recursos Humanos,Bachiller,Startup,Hibrido,40256.98
EMP-013483,CODE-12504,2012-04-22,1.5,25,40.7,1.0,DevOps Engineer,Ventas,Maestria,Startup,Hibrido,49672.09
EMP-019911,CODE-70642,2021-01-13,5.4,25,39.5,3.0,HR Specialist,Finanzas,Maestria,Grande,Hibrido,40582.33
EMP-016703,CODE-77477,2007-01-03,11.9,35,34.4,0.0,Marketing Analyst,Marketing,Bachiller,Corporativa,Presencial,123789.59
EMP-013652,CODE-77869,2014-05-23,3.5,34,39.9,2.0,Software Engineer,Datos y Analitica,Doctorado,Grande,Remoto,70534.35
EMP-003361,CODE-70933,2008-04-30,3.6,29,47.5,4.0,Software Engineer,Ingenieria,Bachiller,Startup,Hibrido,49030.63
EMP-009124,CODE-41799,2018-08-05,4.7,31,41.2,1.0,Sales Executive,Datos y Analitica,Maestria,Mediana,Hibrido,35924.69
EMP-019149,CODE-38012,2024-05-12,3.7,31,47.2,4.0,Product Manager,Finanzas,Tecnico,Pequeña,Remoto,43036.84
EMP-018429,CODE-36029,2021-06-07,1.6,24,45.4,0.0,Data Analyst,Operaciones,Maestria,Corporativa,Remoto,47515.93
EMP-008415,CODE-87709,2009-01-23,2.6,27,31.2,5.0,Product Manager,Ventas,Bachiller,Startup,Hibrido,48804.09
EMP-000218,CODE-87846,2008-07-16,10.3,36,40.2,2.0,Product Manager,Marketing,Doctorado,Mediana,Hibrido,80798.07
EMP-010471,CODE-80307,2016-11-14,1.1,22,35.7,0.0,Data Scientist,Ventas,Bachiller,Mediana,Hibrido,38568.64
EMP-000355,CODE-80547,2014-11-11,11.8,39,32.3,1.0,Sales Executive,Operaciones,Doctorado,Corporativa,Presencial,78005.01
EMP-014925,CODE-51064,2021-04-23,1.2,25,42.3,1.0,Sales Executive,Ingenieria,Maestria,Mediana,Presencial,30938.97
EMP-002756,CODE-20897,2009-10-30,0.3,30,32.6,2.0,DevOps Engineer,Datos y Analitica,Bachiller,Mediana,Presencial,39143.97
EMP-000809,CODE-57977,2006-06-21,0.9,26,45.9,0.0,Marketing Analyst,Recursos Humanos,Bachiller,Corporativa,Hibrido,26543.32
EMP-003984,CODE-48082,2005-02-28,2.5,34,36.6,0.0,Marketing Analyst,Datos y Analitica,Maestria,Corporativa,Hibrido,37699.27
EMP-006559,CODE-20741,2012-10-03,6.8,32,37.1,2.0,Product Manager,Recursos Humanos,Tecnico,Mediana,Hibrido,44062.87
EMP-011875,CODE-64272,2022-10-25,0.3,23,38.3,,Sales Executive,Operaciones,Tecnico,Grande,Remoto,19773.96
EMP-010555,CODE-90594,2012-11-04,4.0,22,48.3,0.0,Software Engineer,Recursos Humanos,Bachiller,Grande,Presencial,55387.03
EMP-007386,CODE-68599,2013-04-16,,21,37.7,4.0,Product Manager,Operaciones,Bachiller,Startup,Hibrido,47100.02
EMP-004899,CODE-92640,2022-10-21,18.8,40,36.9,1.0,HR Specialist,Marketing,Maestria,Grande,Hibrido,67622.68
EMP-003347,CODE-74147,2023-10-12,8.6,41,40.1,0.0,Sales Executive,Ventas,Doctorado,Pequeña,Hibrido,59376.07
EMP-013400,CODE-33236,2005-04-03,,25,45.4,2.0,HR Specialist,Finanzas,Bachiller,Pequeña,Presencial,35014.53
EMP-011549,CODE-65447,2020-04-05,24.9,49,40.2,0.0,Software Engineer,Ingenieria,Bachiller,Pequeña,Remoto,86675.95
EMP-010309,CODE-79770,2018-11-04,8.7,26,39.4,2.0,Marketing Analyst,Finanzas,Tecnico,Startup,Hibrido,27535.22
EMP-006224,CODE-45297,2020-03-26,4.2,27,44.5,0.0,Product Manager,Marketing,Bachiller,Startup,Hibrido,46979.03
EMP-000461,CODE-80478,2018-11-14,1.1,25,39.7,0.0,Marketing Analyst,Ingenieria,Bachiller,Mediana,Remoto,18686.29
EMP-014650,CODE-53734,2018-11-06,10.0,32,43.8,2.0,Data Analyst,Recursos Humanos,Maestria,Grande,Remoto,57851.27
EMP-013026,CODE-71026,2023-10-25,8.2,34,44.0,1.0,Software Engineer,Recursos Humanos,Bachiller,Pequeña,Hibrido,53255.74
EMP-001486,CODE-41571,2012-06-07,3.1,29,47.0,1.0,DevOps Engineer,Ingenieria,Maestria,Corporativa,Presencial,65926.31
EMP-000522,CODE-43947,2025-02-18,4.8,35,41.6,0.0,Software Engineer,Recursos Humanos,Tecnico,Startup,Hibrido,38411.37
EMP-007272,CODE-42310,2009-04-13,1.3,34,41.2,1.0,Sales Executive,Finanzas,Bachiller,Startup,Remoto,13631.09
EMP-017907,CODE-41538,2007-09-09,4.3,24,35.7,2.0,Data Scientist,Datos y Analitica,Bachiller,Pequeña,Hibrido,55602.72
EMP-019252,CODE-41252,2021-10-11,14.7,43,45.6,2.0,Marketing Analyst,Marketing,Bachiller,Mediana,Remoto,57196.59
EMP-015251,CODE-32442,2013-09-11,0.6,28,29.9,0.0,DevOps Engineer,Marketing,Tecnico,Corporativa,Hibrido,37605.47
EMP-011819,CODE-57592,2005-03-11,0.6,24,53.6,2.0,HR Specialist,Finanzas,Bachiller,Pequeña,Presencial,24114.42
EMP-004821,CODE-86104,2022-03-25,4.3,33,54.4,0.0,HR Specialist,Marketing,Bachiller,Startup,Remoto,24979.25
EMP-009413,CODE-47087,2017-12-24,4.7,25,34.7,2.0,Data Analyst,Finanzas,Doctorado,Startup,Presencial,46572.16
EMP-007967,CODE-46272,2017-06-11,5.7,39,45.2,1.0,Sales Executive,Marketing,Bachiller,Startup,Hibrido,28505.33
EMP-014625,CODE-69824,2014-05-19,4.7,36,35.5,1.0,Data Scientist,Recursos Humanos,Maestria,Mediana,Remoto,63748.49
EMP-013067,CODE-38687,2013-08-14,0.5,24,42.4,1.0,Product Manager,Recursos Humanos,Bachiller,Corporativa,Remoto,60067.07
EMP-013548,CODE-14018,2017-12-01,15.8,37,37.1,3.0,Data Scientist,Datos y Analitica,Tecnico,Corporativa,Remoto,77895.2
EMP-006250,CODE-15968,2014-11-29,0.5,30,47.5,2.0,Software Engineer,Recursos Humanos,Tecnico,Grande,Presencial,43397.63
EMP-004724,CODE-59737,2016-05-28,8.3,37,44.3,1.0,Product Manager,Operaciones,Bachiller,Startup,Presencial,54122.68
EMP-008352,CODE-39924,2006-06-18,2.6,30,28.1,2.0,Data Analyst,Ventas,Bachiller,Mediana,Remoto,20692.89
EMP-003268,CODE-42979,2005-07-26,1.9,25,41.6,1.0,Data Analyst,Datos y Analitica,Bachiller,Corporativa,Presencial,35804.64
EMP-017955,CODE-95903,2006-08-13,7.8,28,52.4,2.0,DevOps Engineer,Recursos Humanos,Maestria,Startup,Remoto,67951.97
EMP-005551,CODE-36385,2017-10-07,8.1,27,54.9,1.0,Data Analyst,Ventas,Bachiller,Startup,Remoto,44547.41
EMP-016050,CODE-43700,2024-06-21,1.1,23,,1.0,Data Scientist,Recursos Humanos,Bachiller,Startup,Hibrido,34889.05
EMP-013912,CODE-83128,2008-06-26,2.6,31,36.4,2.0,Data Analyst,Ingenieria,Bachiller,Startup,Presencial,25494.19
EMP-014397,CODE-94550,2014-11-28,9.9,33,38.8,1.0,Software Engineer,Recursos Humanos,Bachiller,Pequeña,Remoto,57095.54
EMP-015067,CODE-61766,2010-07-22,0.4,29,49.1,1.0,Software Engineer,Operaciones,Bachiller,Pequeña,Presencial,32543.51
EMP-019757,CODE-64568,2018-05-16,2.5,36,42.8,1.0,HR Specialist,Finanzas,Maestria,Grande,Remoto,33781.07
EMP-008253,CODE-11292,2012-02-13,9.9,31,42.4,0.0,Data Analyst,Recursos Humanos,Bachiller,Pequeña,Remoto,42894.05
EMP-015813,CODE-28715,2025-03-07,10.9,41,40.6,1.0,Sales Executive,Recursos Humanos,Maestria,Pequeña,Remoto,61019.95
EMP-013700,CODE-31156,2013-03-01,5.8,31,39.2,0.0,Product Manager,Operaciones,Tecnico,Pequeña,Hibrido,46888.82
EMP-013831,CODE-36859,2015-09-02,3.4,29,34.6,1.0,Data Analyst,Datos y Analitica,Doctorado,Pequeña,Hibrido,42589.81
EMP-009105,CODE-72628,2013-04-25,1.2,26,55.0,3.0,Marketing Analyst,Operaciones,Tecnico,Corporativa,Hibrido,29434.72
EMP-014325,CODE-93957,2009-12-27,22.3,49,59.3,2.0,HR Specialist,Operaciones,Doctorado,Pequeña,Hibrido,81948.67
EMP-002252,CODE-41161,2012-11-18,0.7,21,46.1,1.0,DevOps Engineer,Ingenieria,Bachiller,Pequeña,Hibrido,37457.42
EMP-017585,CODE-37751,2011-01-16,17.5,43,40.2,0.0,Sales Executive,Recursos Humanos,Doctorado,Corporativa,Presencial,77530.35
EMP-002890,CODE-65415,2022-01-09,11.2,34,35.7,4.0,Data Scientist,Recursos Humanos,Bachiller,Pequeña,Presencial,71329.14
EMP-012566,CODE-85194,2016-12-25,5.1,22,34.3,2.0,DevOps Engineer,Finanzas,Maestria,Corporativa,Remoto,70059.6
EMP-014134,CODE-86353,2020-08-28,0.4,29,38.0,4.0,Marketing Analyst,Ingenieria,Maestria,Mediana,Presencial,31260.81
EMP-002848,CODE-61504,2005-01-17,0.3,24,32.1,0.0,Sales Executive,Recursos Humanos,Tecnico,Corporativa,Presencial,24090.66
EMP-019024,CODE-90405,2018-10-08,5.8,24,50.6,0.0,HR Specialist,Operaciones,Maestria,Pequeña,Hibrido,41359.52
EMP-005115,CODE-92877,2013-04-19,1.3,23,59.4,2.0,DevOps Engineer,Ingenieria,Bachiller,Startup,Presencial,44752.17
EMP-013045,CODE-81700,2016-08-29,3.2,34,58.8,0.0,DevOps Engineer,Recursos Humanos,Maestria,Grande,Remoto,66092.89
EMP-011907,CODE-18971,2024-03-27,7.6,32,41.8,1.0,Marketing Analyst,Marketing,Maestria,Startup,Hibrido,53617.2
EMP-006153,CODE-89840,2025-01-09,1.1,30,49.3,1.0,HR Specialist,Datos y Analitica,Maestria,Corporativa,Hibrido,40777.24
EMP-000109,CODE-79100,2006-06-02,0.2,21,35.7,0.0,Sales Executive,Operaciones,Bachiller,Grande,Presencial,31195.76
EMP-008245,CODE-75239,2020-12-23,7.3,42,40.1,2.0,DevOps Engineer,Recursos Humanos,Maestria,Mediana,Remoto,65950.44
EMP-014127,CODE-74367,2020-08-31,0.7,27,34.6,0.0,DevOps Engineer,Ingenieria,Maestria,Mediana,Presencial,45544.01
EMP-016776,CODE-57902,2009-01-28,7.6,36,41.5,1.0,Product Manager,Finanzas,Doctorado,Corporativa,Hibrido,86745.37
EMP-014905,CODE-71316,2020-07-03,8.6,35,50.1,2.0,Product Manager,Ventas,Maestria,Pequeña,Hibrido,71382.44
EMP-008805,CODE-91786,2021-10-12,2.9,22,31.3,3.0,Software Engineer,Ventas,Bachiller,Startup,Remoto,42433.31
EMP-019087,CODE-95859,2012-12-14,12.1,38,51.8,0.0,DevOps Engineer,Marketing,Doctorado,Corporativa,Presencial,95958.27
EMP-000296,CODE-20212,2012-04-03,,21,37.0,2.0,Marketing Analyst,Marketing,Maestria,Startup,Remoto,35188.91
EMP-002773,CODE-19479,2005-03-23,2.9,30,31.2,0.0,Data Analyst,Marketing,Bachiller,Corporativa,Hibrido,34570.87
EMP-007746,CODE-86081,2007-10-18,11.7,40,54.7,2.0,Data Analyst,Marketing,Bachiller,Startup,Hibrido,49327.6
EMP-014229,CODE-81450,2008-11-01,1.9,29,36.8,1.0,DevOps Engineer,Marketing,Maestria,Mediana,Presencial,58435.4
EMP-015614,CODE-41247,2018-02-18,3.6,30,50.6,1.0,Software Engineer,Datos y Analitica,Bachiller,Pequeña,Presencial,44948.04
EMP-003414,CODE-29289,2011-09-27,1.5,27,49.5,3.0,HR Specialist,Marketing,Bachiller,Pequeña,Hibrido,23753.66
EMP-003791,CODE-74456,2005-04-15,0.2,23,49.3,3.0,Product Manager,Recursos Humanos,Bachiller,Grande,Presencial,46281.59
EMP-007200,CODE-99528,2014-04-13,8.7,34,45.0,0.0,Sales Executive,Marketing,Bachiller,Corporativa,Remoto,50497.18
EMP-013989,CODE-14814,2019-05-25,0.3,26,46.2,4.0,DevOps Engineer,Ingenieria,Bachiller,Mediana,Hibrido,48426.02
EMP-010604,CODE-48046,2005-01-23,6.6,38,46.3,2.0,Software Engineer,Marketing,Bachiller,Grande,Presencial,65067.02
EMP-014374,CODE-59034,2016-05-29,2.8,27,33.4,3.0,Data Analyst,Finanzas,Bachiller,Corporativa,Remoto,43578.59
EMP-005395,CODE-37125,2021-08-10,0.7,30,48.1,1.0,HR Specialist,Marketing,Maestria,Startup,Hibrido,25901.07
EMP-010948,CODE-63183,2019-12-11,10.5,35,45.6,1.0,DevOps Engineer,Ingenieria,Bachiller,Grande,Remoto,70454.83
EMP-010313,CODE-98831,2011-05-16,2.0,24,41.6,4.0,Product Manager,Recursos Humanos,Bachiller,Pequeña,Presencial,47581.9
EMP-014608,CODE-81771,2019-11-03,1.6,27,39.6,0.0,Product Manager,Datos y Analitica,Bachiller,Grande,Hibrido,53451.01
EMP-003040,CODE-83858,2012-08-14,2.0,25,39.7,,Sales Executive,Recursos Humanos,Bachiller,Grande,Remoto,30782.12
EMP-009845,CODE-20236,2013-11-16,4.9,27,40.9,1.0,Data Scientist,Datos y Analitica,Bachiller,Pequeña,Presencial,51533.91
EMP-007228,CODE-64520,2007-08-14,4.0,24,51.4,2.0,Marketing Analyst,Recursos Humanos,Doctorado,Corporativa,Hibrido,59647.86
EMP-009751,CODE-90149,2013-11-10,8.8,32,45.0,2.0,HR Specialist,Ventas,Bachiller,Corporativa,Hibrido,52262.42
EMP-002719,CODE-92022,2012-01-22,3.8,33,49.1,4.0,Product Manager,Recursos Humanos,Doctorado,Pequeña,Presencial,78616.3
EMP-014692,CODE-86217,2018-06-19,1.2,34,43.7,1.0,Marketing Analyst,Datos y Analitica,Bachiller,Pequeña,Presencial,23092.39
EMP-017754,CODE-47837,2018-05-04,1.5,29,53.4,0.0,HR Specialist,Datos y Analitica,Bachiller,Grande,Hibrido,26186.47
EMP-018942,CODE-55534,2022-06-21,2.2,27,32.9,1.0,Data Analyst,Finanzas,Bachiller,Corporativa,Presencial,36453.0
EMP-013989,CODE-14814,2019-05-25,0.3,26,46.2,4.0,DevOps Engineer,Ingenieria,Bachiller,Mediana,Hibrido,48426.02
EMP-002584,CODE-80259,2013-08-17,23.7,55,47.1,0.0,HR Specialist,Ingenieria,Maestria,Pequeña,Presencial,76078.73
EMP-007166,CODE-24674,2008-11-30,3.1,29,37.7,0.0,Data Analyst,Recursos Humanos,Bachiller,Corporativa,Presencial,31328.1
EMP-004105,CODE-42483,2016-02-20,3.1,27,36.8,0.0,HR Specialist,Ingenieria,Maestria,Corporativa,Presencial,38221.65
EMP-015846,CODE-47054,2020-10-20,14.8,36,37.1,3.0,Sales Executive,Ventas,Bachiller,Pequeña,Hibrido,59164.39
EMP-007721,CODE-41181,2015-03-26,1.8,27,35.3,0.0,Data Analyst,Finanzas,Tecnico,Corporativa,Remoto,76449.18
EMP-010493,CODE-33248,2015-05-08,8.8,30,42.4,0.0,Marketing Analyst,Marketing,Bachiller,Grande,Presencial,43751.02
EMP-009403,CODE-25339,2009-08-25,1.4,29,53.7,2.0,Software Engineer,Datos y Analitica,Bachiller,Mediana,Presencial,42603.82
EMP-001099,CODE-91679,2016-01-31,0.8,30,41.9,1.0,DevOps Engineer,Operaciones,Bachiller,Mediana,Hibrido,42529.25
EMP-002696,CODE-41886,2019-09-24,4.1,35,41.3,0.0,HR Specialist,Datos y Analitica,Bachiller,Corporativa,Hibrido,36965.31
EMP-016384,CODE-92006,2023-09-14,8.2,31,44.8,1.0,Product Manager,Operaciones,Bachiller,Corporativa,Remoto,68883.68
EMP-001338,CODE-63964,2012-12-15,1.5,23,42.2,1.0,Sales Executive,Marketing,Tecnico,Corporativa,Presencial,23320.74
EMP-009092,CODE-28065,2024-08-06,8.2,34,37.6,1.0,Sales Executive,Ventas,Tecnico,Mediana,Remoto,29569.59
EMP-019545,CODE-86393,2021-02-17,0.1,26,48.7,2.0,HR Specialist,Recursos Humanos,Bachiller,Mediana,Remoto,15730.98
EMP-012770,CODE-21671,2010-01-02,12.3,36,44.3,2.0,Data Scientist,Ingenieria,Bachiller,Grande,Presencial,79949.66
EMP-011252,CODE-43461,2018-07-23,4.8,25,40.9,0.0,Data Scientist,Marketing,Bachiller,Startup,Remoto,46208.75
EMP-006309,CODE-46794,2007-01-17,14.7,46,42.1,1.0,HR Specialist,Marketing,Bachiller,Pequeña,Hibrido,45038.2
EMP-014446,CODE-44696,2005-02-08,3.4,29,41.3,1.0,Software Engineer,Finanzas,Tecnico,Grande,Hibrido,45544.89
EMP-000063,CODE-58577,2008-09-01,3.4,25,45.0,2.0,Data Analyst,Ventas,Maestria,Corporativa,Hibrido,44831.1
EMP-017654,CODE-15357,2007-05-18,6.9,31,38.3,1.0,HR Specialist,Datos y Analitica,Bachiller,Pequeña,Hibrido,30866.75
EMP-004420,CODE-83240,2012-04-09,0.2,28,36.9,3.0,Product Manager,Ventas,Tecnico,Grande,Remoto,45134.01
EMP-000893,CODE-81417,2025-05-30,6.6,31,31.1,0.0,Software Engineer,Ingenieria,Tecnico,Pequeña,Presencial,38261.27
EMP-001693,CODE-15953,2018-06-17,2.5,26,44.2,1.0,Sales Executive,Finanzas,Bachiller,Mediana,Hibrido,25539.28
EMP-011471,CODE-20183,2022-07-11,0.2,25,41.2,0.0,HR Specialist,Finanzas,Bachiller,Startup,Hibrido,22763.27
EMP-014952,CODE-66106,2011-05-09,2.1,25,36.5,4.0,Software Engineer,Marketing,Maestria,Startup,Hibrido,51887.67
EMP-010015,CODE-86433,2007-09-01,26.9,52,47.5,4.0,DevOps Engineer,Marketing,Bachiller,Startup,Hibrido,106429.49
EMP-019609,CODE-51700,2009-01-17,3.3,28,30.2,1.0,DevOps Engineer,Ventas,Doctorado,Grande,Presencial,71285.01
EMP-003803,CODE-80445,2024-07-08,8.0,32,42.4,2.0,Data Scientist,Ingenieria,Bachiller,Pequeña,Hibrido,64145.39
EMP-008691,CODE-97326,2009-03-06,,26,41.2,3.0,DevOps Engineer,Ingenieria,Bachiller,Mediana,Hibrido,46767.1
EMP-015100,CODE-79840,2012-08-21,3.5,24,46.4,1.0,DevOps Engineer,Recursos Humanos,Bachiller,Grande,Hibrido,50692.95
EMP-018100,CODE-87549,2020-07-23,2.6,30,36.8,2.0,Marketing Analyst,Recursos Humanos,Maestria,Corporativa,Presencial,47524.97
EMP-016393,CODE-13000,2025-02-22,5.6,29,,1.0,Data Analyst,Ingenieria,Maestria,Mediana,Presencial,45460.92
EMP-012627,CODE-20553,2011-10-27,0.8,30,41.1,3.0,DevOps Engineer,Operaciones,Maestria,Mediana,Remoto,49953.11
EMP-001718,CODE-28652,2010-05-29,,27,43.8,0.0,Product Manager,Finanzas,Bachiller,Corporativa,Presencial,51167.55
EMP-018034,CODE-89464,2007-01-09,2.1,24,48.8,1.0,Product Manager,Ingenieria,Tecnico,Grande,Remoto,52375.35
EMP-006622,CODE-23579,2011-11-04,16.1,41,32.6,0.0,Data Scientist,Ventas,Bachiller,Grande,Remoto,76751.42
EMP-003736,CODE-64710,2006-11-16,23.8,53,34.8,2.0,Software Engineer,Datos y Analitica,Maestria,Corporativa,Hibrido,108273.57
EMP-014807,CODE-96811,2023-02-11,3.3,33,45.1,1.0,Marketing Analyst,Datos y Analitica,Bachiller,Mediana,Hibrido,30054.31
EMP-019429,CODE-13897,2016-10-15,3.2,34,44.8,3.0,Software Engineer,Ingenieria,Doctorado,Startup,Hibrido,61832.56
EMP-017510,CODE-56242,2014-12-19,0.4,25,31.0,,Sales Executive,Datos y Analitica,Maestria,Mediana,Remoto,32362.95
EMP-002965,CODE-84798,2022-09-07,13.0,42,53.6,5.0,Product Manager,Marketing,Tecnico,Corporativa,Remoto,82905.42
EMP-003948,CODE-70098,2021-10-27,3.1,29,41.0,,Data Scientist,Recursos Humanos,Bachiller,Pequeña,Presencial,49059.03
EMP-013354,CODE-86555,2007-07-09,1.1,28,42.7,1.0,Software Engineer,Ventas,Bachiller,Mediana,Hibrido,36020.03
EMP-015627,CODE-13177,2019-11-30,30.9,52,46.5,2.0,Sales Executive,Marketing,Bachiller,Startup,Remoto,87350.66
EMP-007081,CODE-78217,2012-08-25,2.9,29,49.6,0.0,Marketing Analyst,Finanzas,Bachiller,Pequeña,Remoto,19578.75
EMP-011076,CODE-99275,2007-05-08,6.6,29,33.6,1.0,Data Analyst,Marketing,Maestria,Corporativa,Hibrido,57672.51
EMP-008299,CODE-26129,2021-05-26,1.3,31,44.0,1.0,Data Scientist,Datos y Analitica,Maestria,Mediana,Presencial,62190.06
EMP-015811,CODE-43388,2012-03-25,18.8,45,,2.0,HR Specialist,Recursos Humanos,Maestria,Corporativa,Hibrido,75114.39
EMP-002566,CODE-59515,2012-01-11,1.1,21,39.3,2.0,Marketing Analyst,Ingenieria,Maestria,Corporativa,Hibrido,40168.05
EMP-008538,CODE-92907,2012-10-26,3.9,31,38.3,1.0,Sales Executive,Marketing,Bachiller,Corporativa,Hibrido,36877.14
EMP-019523,CODE-35127,2017-08-28,6.4,27,44.0,2.0,Marketing Analyst,Operaciones,Bachiller,Startup,Hibrido,31245.13
EMP-008274,CODE-32788,2022-11-06,3.2,30,38.2,,Software Engineer,Operaciones,Bachiller,Corporativa,Presencial,53461.49
EMP-008527,CODE-16641,2008-09-23,0.7,25,39.1,1.0,Marketing Analyst,Operaciones,Bachiller,Grande,Hibrido,31012.26
EMP-010679,CODE-51507,2015-05-16,4.5,29,44.5,0.0,Software Engineer,Datos y Analitica,Maestria,Pequeña,Remoto,60164.82
EMP-013197,CODE-68497,2021-03-05,4.2,24,54.2,2.0,DevOps Engineer,Ventas,Maestria,Grande,Hibrido,68133.36
EMP-001380,CODE-26714,2008-08-20,2.9,28,45.3,2.0,Product Manager,Ventas,Bachiller,Corporativa,Presencial,63258.6
EMP-014528,CODE-72080,2017-09-26,5.2,30,32.6,0.0,DevOps Engineer,Marketing,Maestria,Grande,Hibrido,68128.99
EMP-001157,CODE-33018,2011-11-11,3.1,24,40.3,2.0,Product Manager,Datos y Analitica,Bachiller,Corporativa,Hibrido,63968.68
EMP-009915,CODE-25642,2013-05-01,1.1,26,42.9,2.0,Marketing Analyst,Recursos Humanos,Bachiller,Mediana,Hibrido,24000.49
EMP-002086,CODE-91728,2012-03-23,3.8,25,34.7,2.0,Software Engineer,Recursos Humanos,Doctorado,Startup,Hibrido,65899.4
EMP-014157,CODE-23278,2006-12-14,8.1,37,33.5,2.0,HR Specialist,Ingenieria,Tecnico,Pequeña,Hibrido,30265.22
EMP-013275,CODE-42373,2022-12-26,1.9,37,44.3,1.0,Product Manager,Datos y Analitica,Tecnico,Startup,Hibrido,38003.95
EMP-016708,CODE-47101,2017-05-29,3.4,27,50.8,1.0,Data Analyst,Operaciones,Maestria,Corporativa,Presencial,48590.64
EMP-006422,CODE-31877,2018-02-13,0.3,25,37.5,,Software Engineer,Operaciones,Bachiller,Corporativa,Presencial,49121.71
EMP-011097,CODE-13194,2018-12-31,0.6,25,49.5,3.0,Software Engineer,Marketing,Tecnico,Grande,Hibrido,41477.2
EMP-015160,CODE-97535,2025-06-08,6.5,37,46.9,3.0,Marketing Analyst,Recursos Humanos,Bachiller,Grande,Remoto,40957.82
EMP-009781,CODE-27059,2008-09-09,6.5,36,45.2,3.0,Product Manager,Marketing,Bachiller,Pequeña,Hibrido,55212.05
EMP-016022,CODE-23142,2014-10-02,14.7,40,37.9,4.0,DevOps Engineer,Recursos Humanos,Bachiller,Pequeña,Presencial,76420.24
EMP-003983,CODE-18751,2014-02-10,35.0,65,35.9,4.0,Product Manager,Datos y Analitica,Maestria,Startup,Remoto,126044.17
EMP-000881,CODE-88249,2010-03-07,5.0,23,49.2,1.0,Data Scientist,Finanzas,Bachiller,Grande,Hibrido,59997.33
EMP-006561,CODE-26977,2009-05-01,10.0,28,39.3,1.0,HR Specialist,Operaciones,Maestria,Pequeña,Hibrido,41571.75
EMP-017328,CODE-46012,2023-08-01,5.0,30,39.2,1.0,Data Analyst,Marketing,Bachiller,Mediana,Hibrido,31590.61
EMP-000589,CODE-14256,2018-09-18,5.4,28,38.9,,HR Specialist,Ventas,Bachiller,Startup,Remoto,25443.11
EMP-001391,CODE-67472,2022-07-25,6.1,35,42.2,0.0,DevOps Engineer,Recursos Humanos,Maestria,Grande,Presencial,69711.72
EMP-003443,CODE-30896,2023-08-05,17.3,38,38.6,1.0,Marketing Analyst,Recursos Humanos,Bachiller,Pequeña,Remoto,49119.01
EMP-017422,CODE-32350,2023-08-21,35.0,62,42.3,2.0,Sales Executive,Ventas,Bachiller,Corporativa,Presencial,106366.72
EMP-008687,CODE-16518,2021-01-06,7.1,31,38.9,3.0,Data Scientist,Ventas,Bachiller,Mediana,Presencial,56078.76
EMP-005418,CODE-72113,2015-10-12,15.5,34,47.3,3.0,Data Analyst,Marketing,Bachiller,Grande,Hibrido,59997.97
EMP-014418,CODE-53611,2024-10-11,1.0,25,36.3,3.0,HR Specialist,Marketing,Bachiller,Mediana,Presencial,21680.65
EMP-017797,CODE-86298,2008-02-15,3.8,28,46.8,2.0,DevOps Engineer,Datos y Analitica,Bachiller,Corporativa,Remoto,57288.95
EMP-004372,CODE-29711,2021-02-24,3.9,28,43.6,1.0,Data Analyst,Operaciones,Tecnico,Corporativa,Hibrido,32230.54
EMP-009613,CODE-24672,2018-06-30,1.2,23,57.7,1.0,Product Manager,Finanzas,Bachiller,Mediana,Remoto,49429.28
EMP-015459,CODE-11534,2007-06-13,1.6,28,44.3,2.0,Sales Executive,Recursos Humanos,Bachiller,Corporativa,Hibrido,36915.59
EMP-008147,CODE-65793,2020-10-08,2.0,28,45.4,2.0,Sales Executive,Marketing,Tecnico,Corporativa,Remoto,25724.03
EMP-010201,CODE-64215,2020-09-24,1.9,29,40.2,4.0,DevOps Engineer,Ventas,Bachiller,Startup,Remoto,44504.7
EMP-018359,CODE-80123,2020-04-12,2.9,22,37.5,2.0,HR Specialist,Ventas,Bachiller,Grande,Presencial,32253.53
EMP-010502,CODE-62914,2017-08-01,0.4,21,47.9,3.0,Data Analyst,Recursos Humanos,Bachiller,Startup,Remoto,22314.36
EMP-015774,CODE-63999,2016-08-05,6.4,37,42.3,2.0,Software Engineer,Ingenieria,Bachiller,Startup,Remoto,53788.11
EMP-014025,CODE-90725,2016-01-14,10.4,31,48.2,0.0,DevOps Engineer,Finanzas,Bachiller,Grande,Presencial,65873.63
