vehicle_id,registration_number,car_name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power_bhp,selling_price
VH-016466,MH-46-6555,Tata i20,2018,55551.0,Diesel,Dealer,Manual,Second Owner,18.0 kmpl,3409 CC,72.0,572109.0
VH-015455,MH-12-7660,Nissan i20,2006,25111.0,Petrol,Individual,Automatic,First Owner,11.8 kmpl,2004 CC,187.9,344159.0
VH-003010,MH-18-5535,Renault Nexon,2009,18130.0,CNG,Individual,Manual,Second Owner,23.4 kmpl,2166 CC,189.4,378084.0
VH-016798,MH-48-2825,Maruti Swift,2003,190100.0,Petrol,Individual,Manual,First Owner,23.0 kmpl,1033 CC,175.2,33423.0
VH-000723,MH-36-2091,Honda Swift,2023,33619.0,Petrol,Individual,Manual,First Owner,16.2 kmpl,2710 CC,59.4,560596.0
VH-000300,MH-26-6737,Renault EcoSport,2008,65293.0,Diesel,Individual,Automatic,,24.7 kmpl,3005 CC,146.6,420541.0
VH-003192,MH-11-5257,Volkswagen Innova,2020,26342.0,Diesel,Dealer,Manual,Second Owner,17.9 kmpl,2639 CC,116.2,769567.0
VH-015427,MH-45-6734,Toyota Kwid,2011,63940.0,Diesel,Individual,Manual,First Owner,19.5 kmpl,888 CC,154.0,442037.0
VH-007328,MH-28-4960,Toyota Kwid,2014,92415.0,Petrol,Individual,Manual,Second Owner,18.8 kmpl,2929 CC,180.7,507474.0
VH-012486,MH-07-2707,Maruti i20,2005,149410.0,Petrol,Individual,Manual,Second Owner,23.9 kmpl,1721 CC,,30000.0
VH-013741,MH-15-9986,Mahindra City,2017,141759.0,Petrol,Individual,Manual,Second Owner,17.2 kmpl,1054 CC,105.1,451401.0
VH-004185,MH-03-3679,Hyundai Nexon,2013,169713.0,Petrol,Dealer,Automatic,First Owner,19.6 kmpl,2253 CC,,388564.0
VH-002713,MH-16-4490,Nissan i20,2015,87009.0,Diesel,Individual,Manual,First Owner,8.3 kmpl,2181 CC,154.3,548482.0
VH-015553,MH-47-1354,Renault Scorpio,2000,76618.0,Diesel,Individual,Automatic,First Owner,9.4 kmpl,831 CC,204.5,290576.0
VH-011496,MH-15-3561,Nissan Sunny,2008,23161.0,Petrol,Dealer,Automatic,First Owner,24.2 kmpl,1154 CC,117.5,354898.0
VH-011334,MH-34-6815,Toyota Kwid,2009,,Electric,Individual,Manual,First Owner,17.2 kmpl,1196 CC,206.5,569750.0
VH-013647,MH-34-4445,Renault Swift,2016,41563.0,Petrol,Individual,Manual,Second Owner,24.8 kmpl,1637 CC,104.6,399812.0
VH-019238,MH-28-4952,Volkswagen City,2012,58059.0,Petrol,Individual,Manual,Second Owner,21.6 kmpl,2404 CC,248.2,527082.0
VH-017572,MH-41-5925,Tata City,2006,35867.0,Diesel,Dealer,Manual,First Owner,9.9 kmpl,1601 CC,146.9,273596.0
VH-019313,MH-48-7779,Ford Scorpio,2009,107564.0,Petrol,Dealer,Automatic,First Owner,8.8 kmpl,3417 CC,68.5,282764.0
VH-013147,MH-49-5751,Hyundai Sunny,2010,25076.0,Diesel,Dealer,Manual,First Owner,21.8 kmpl,3230 CC,195.8,501628.0
VH-004582,MH-18-4890,Maruti Scorpio,2014,41308.0,Petrol,Individual,Manual,Second Owner,11.5 kmpl,2812 CC,145.6,597100.0
VH-019330,MH-10-3197,Volkswagen Innova,2006,34042.0,Electric,Dealer,Manual,First Owner,13.1 kmpl,3011 CC,158.8,436802.0
VH-007367,MH-18-1705,Tata Scorpio,2023,50848.0,Diesel,Individual,Automatic,Second Owner,16.0 kmpl,2818 CC,209.3,988934.0
VH-010681,MH-25-5741,Nissan EcoSport,2006,73006.0,Petrol,Individual,Manual,Second Owner,16.0 kmpl,2311 CC,241.9,267621.0
VH-018599,MH-05-5618,Toyota EcoSport,2015,102245.0,Diesel,Individual,Automatic,Second Owner,16.3 kmpl,2550 CC,141.9,597212.0
VH-002511,MH-19-1923,Maruti EcoSport,2012,57543.0,Petrol,Dealer,Manual,First Owner,12.1 kmpl,2427 CC,114.6,310458.0
VH-019925,MH-25-6451,Tata Nexon,2000,82114.0,Diesel,Dealer,Manual,Second Owner,11.4 kmpl,1043 CC,41.7,30000.0
VH-007433,MH-28-2152,Maruti Innova,2023,53455.0,Petrol,Individual,Manual,First Owner,23.4 kmpl,2021 CC,180.0,689245.0
VH-018380,MH-43-3963,Renault Kwid,2013,277299.0,Petrol,Individual,Manual,First Owner,12.9 kmpl,1507 CC,217.3,396814.0
VH-009344,MH-17-8563,Maruti Scorpio,2015,129527.0,Petrol,Individual,Manual,First Owner,8.3 kmpl,3321 CC,94.3,401798.0
VH-006965,MH-39-5300,Ford Swift,2009,66121.0,Diesel,Dealer,Manual,First Owner,13.2 kmpl,2822 CC,212.2,457797.0
VH-001212,MH-05-3247,Volkswagen Swift,2018,71675.0,Diesel,Individual,Manual,Third Owner,15.0 kmpl,1904 CC,214.4,775719.0
VH-012695,MH-10-3896,Tata Innova,2012,132166.0,Petrol,Dealer,Manual,First Owner,23.7 kmpl,2269 CC,248.3,464561.0
VH-007055,MH-17-2517,Honda Sunny,2013,490212.0,Petrol,Dealer,Manual,First Owner,16.1 kmpl,2505 CC,,262791.0
VH-013768,MH-36-2494,Renault Kwid,2004,16731.0,Diesel,Dealer,Automatic,First Owner,17.7 kmpl,1985 CC,238.6,386481.0
VH-002349,MH-16-9853,Maruti i20,2016,19960.0,Diesel,Individual,Manual,First Owner,19.7 kmpl,2066 CC,84.8,480668.0
VH-009261,MH-17-7979,Volkswagen Scorpio,2011,39113.0,CNG,Dealer,Manual,First Owner,17.3 kmpl,1347 CC,113.7,331596.0
VH-019745,MH-38-5758,Tata Kwid,2011,16901.0,Diesel,Individual,Automatic,Second Owner,23.6 kmpl,826 CC,145.3,474534.0
VH-014513,MH-45-8514,Honda Nexon,2007,106640.0,Petrol,Individual,Manual,First Owner,16.5 kmpl,1656 CC,105.1,88150.0
VH-017222,MH-25-8899,Maruti Sunny,2003,96984.0,Petrol,Dealer,Manual,First Owner,16.8 kmpl,3455 CC,175.4,49097.0
VH-005427,MH-03-4557,Volkswagen Scorpio,2020,27607.0,Diesel,Dealer,Automatic,First Owner,23.3 kmpl,3429 CC,,903369.0
VH-015869,MH-09-9513,Hyundai Nexon,2005,64445.0,Petrol,Individual,Manual,First Owner,24.5 kmpl,1756 CC,63.7,30000.0
VH-003426,MH-44-4305,Renault Innova,2010,72873.0,Petrol,Dealer,Manual,Second Owner,24.5 kmpl,1848 CC,245.4,520917.0
VH-008857,MH-49-2171,Renault Kwid,2018,38000.0,Petrol,Dealer,Manual,First Owner,24.5 kmpl,3441 CC,,596462.0
VH-012854,MH-34-6858,Renault Nexon,2016,49704.0,Diesel,Individual,Manual,Fourth & Above,16.8 kmpl,2352 CC,103.7,541475.0
VH-007216,MH-43-9553,Nissan Scorpio,2019,69438.0,Petrol,Individual,Manual,First Owner,22.3 kmpl,990 CC,149.5,614793.0
VH-005994,MH-03-3153,Honda EcoSport,2002,42538.0,Petrol,Individual,Automatic,First Owner,24.6 kmpl,3223 CC,,42252.0
VH-008834,MH-48-7796,Renault Nexon,2019,37987.0,Petrol,Individual,Manual,First Owner,20.6 kmpl,1010 CC,86.2,583857.0
VH-011070,MH-01-7656,Ford Kwid,2000,81185.0,Petrol,Dealer,Manual,First Owner,12.9 kmpl,1710 CC,113.5,30000.0
VH-003767,MH-42-7208,Mahindra Swift,2018,102840.0,Diesel,Dealer,Manual,First Owner,20.7 kmpl,2179 CC,114.4,540018.0
VH-004272,MH-07-7586,Hyundai EcoSport,2013,262136.0,Petrol,Individual,Automatic,First Owner,16.8 kmpl,2572 CC,88.0,299251.0
VH-019937,MH-26-3909,Maruti Innova,2011,42478.0,Petrol,Individual,Automatic,Third Owner,18.2 kmpl,1999 CC,126.1,353538.0
VH-014021,MH-19-7635,Honda Kwid,2020,41961.0,Petrol,Individual,Automatic,First Owner,24.1 kmpl,1529 CC,143.2,781714.0
VH-000786,MH-22-3324,Renault i20,2022,11582.0,CNG,Dealer,Manual,Second Owner,18.6 kmpl,1505 CC,116.2,679228.0
VH-011049,MH-18-4569,Volkswagen Innova,2008,186217.0,Diesel,Dealer,Manual,First Owner,22.2 kmpl,1183 CC,234.4,384619.0
VH-002786,MH-39-1461,Renault City,2018,65107.0,Electric,Trustmark Dealer,Manual,Second Owner,17.0 kmpl,1305 CC,239.3,889006.0
VH-015861,MH-24-1709,Tata Innova,2015,47757.0,Petrol,Dealer,Manual,First Owner,11.8 kmpl,968 CC,94.1,378648.0
VH-015005,MH-41-9860,Tata EcoSport,2008,22917.0,Diesel,Dealer,Manual,Second Owner,19.7 kmpl,914 CC,135.8,364371.0
VH-006481,MH-37-5496,Nissan Kwid,2023,39477.0,Petrol,Individual,Automatic,First Owner,17.6 kmpl,2783 CC,170.7,898528.0
VH-012379,MH-11-6234,Mahindra Swift,2007,42020.0,Petrol,Individual,Manual,First Owner,17.8 kmpl,1967 CC,103.0,118469.0
VH-007853,MH-46-4178,Volkswagen Kwid,2023,164783.0,Petrol,Individual,Manual,Second Owner,9.9 kmpl,1212 CC,69.6,607670.0
VH-019098,MH-13-1431,Mahindra Polo,2019,104667.0,Diesel,Dealer,Manual,Second Owner,21.6 kmpl,3343 CC,130.5,607543.0
VH-016840,MH-33-2605,Mahindra i20,2007,27833.0,CNG,Individual,Automatic,,9.0 kmpl,1808 CC,174.7,418001.0
VH-013016,MH-11-3738,Honda Kwid,2004,42426.0,Petrol,Dealer,Manual,First Owner,15.8 kmpl,911 CC,142.3,116658.0
VH-002905,MH-29-8525,Tata City,2008,62542.0,Petrol,Dealer,Manual,First Owner,15.7 kmpl,2426 CC,58.7,30000.0
VH-004626,MH-05-1693,Mahindra Sunny,2009,66491.0,Electric,Individual,Automatic,First Owner,8.9 kmpl,2465 CC,144.8,484370.0
VH-014221,MH-16-8367,Hyundai Kwid,2018,126289.0,Diesel,Individual,Automatic,First Owner,15.0 kmpl,1939 CC,61.3,497207.0
VH-000996,MH-44-6722,Toyota Nexon,2005,41360.0,Petrol,Dealer,Manual,First Owner,23.8 kmpl,1115 CC,,310026.0
VH-017788,MH-22-2562,Nissan i20,2006,54914.0,Diesel,Individual,Automatic,First Owner,18.4 kmpl,3122 CC,116.9,398118.0
VH-000154,MH-04-4820,Ford Polo,2015,49652.0,Petrol,Individual,Automatic,First Owner,17.8 kmpl,1221 CC,244.0,668858.0
VH-007246,MH-04-9385,Honda Sunny,2002,45604.0,Petrol,Dealer,Manual,Second Owner,24.7 kmpl,1695 CC,155.2,30000.0
VH-011468,MH-30-2137,Hyundai Innova,2001,81578.0,Petrol,Dealer,Automatic,First Owner,10.6 kmpl,2660 CC,101.3,30000.0
VH-006250,MH-11-3210,Hyundai Innova,2009,28872.0,Petrol,Dealer,Manual,First Owner,17.0 kmpl,2119 CC,40.6,96693.0
VH-015336,MH-46-6599,Nissan i20,2005,113704.0,CNG,Individual,Automatic,Second Owner,22.2 kmpl,3112 CC,181.5,309754.0
VH-008055,MH-48-2662,Renault City,2006,79922.0,Diesel,Trustmark Dealer,Manual,First Owner,15.8 kmpl,1727 CC,167.5,270882.0
VH-019803,MH-14-9499,Toyota City,2001,54567.0,Petrol,Dealer,Manual,First Owner,17.2 kmpl,1836 CC,45.9,30000.0
VH-005523,MH-24-8696,Nissan Kwid,2007,46977.0,Petrol,Individual,Automatic,Second Owner,21.9 kmpl,1925 CC,101.3,262663.0
VH-018417,MH-43-5600,Ford Polo,2005,158174.0,Diesel,Individual,Automatic,First Owner,9.6 kmpl,2384 CC,218.1,301950.0
VH-007505,MH-17-7595,Ford i20,2014,60946.0,Diesel,Dealer,Manual,First Owner,11.0 kmpl,3277 CC,75.0,350774.0
VH-008926,MH-26-7994,Tata Nexon,2019,141461.0,Diesel,Individual,Automatic,First Owner,24.1 kmpl,3103 CC,163.4,762841.0
VH-000156,MH-24-6591,Honda Sunny,2009,22990.0,Petrol,Dealer,Manual,First Owner,18.5 kmpl,3099 CC,69.1,105135.0
VH-003504,MH-36-1603,Maruti Polo,2022,73023.0,Petrol,Individual,Manual,Second Owner,22.4 kmpl,1689 CC,,782167.0
VH-003085,MH-26-4186,Renault Sunny,2018,60287.0,Diesel,Dealer,Automatic,First Owner,10.5 kmpl,2598 CC,229.7,846694.0
VH-017550,MH-21-4492,Nissan Kwid,2011,29970.0,Petrol,Individual,Manual,First Owner,21.2 kmpl,2447 CC,247.9,551434.0
VH-001552,MH-22-3032,Nissan Sunny,2020,31215.0,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,3022 CC,101.1,646434.0
VH-013393,MH-02-9366,Maruti Kwid,2003,36145.0,Petrol,Individual,Manual,First Owner,8.4 kmpl,3389 CC,182.6,89850.0
VH-014751,MH-16-7226,Ford Innova,2019,47684.0,Petrol,Dealer,Automatic,Fourth & Above,14.7 kmpl,1033 CC,80.3,479560.0
VH-016348,MH-27-5132,Maruti i20,2014,,Petrol,Dealer,Automatic,First Owner,23.0 kmpl,2117 CC,74.1,403951.0
VH-011987,MH-18-8276,Tata Scorpio,2000,35029.0,Diesel,Individual,Manual,First Owner,21.3 kmpl,1967 CC,226.1,207966.0
VH-000495,MH-24-2516,Renault i20,2023,24132.0,Petrol,Individual,Automatic,Second Owner,14.9 kmpl,1998 CC,215.7,833075.0
VH-002321,MH-12-4484,Honda City,2010,43652.0,Diesel,Dealer,Manual,First Owner,19.2 kmpl,2259 CC,238.5,507135.0
VH-000912,MH-15-9535,Hyundai i20,2015,63122.0,Petrol,Individual,Manual,First Owner,18.0 kmpl,2691 CC,73.1,306450.0
VH-015213,MH-35-8782,Ford Kwid,2023,96238.0,Petrol,Individual,Automatic,First Owner,8.7 kmpl,2410 CC,103.2,677320.0
VH-008777,MH-41-6197,Mahindra Innova,2015,35804.0,Petrol,Dealer,Manual,Third Owner,8.8 kmpl,1601 CC,,626441.0
VH-000151,MH-24-4555,Toyota Sunny,2008,35635.0,Diesel,Dealer,Manual,Third Owner,21.6 kmpl,2451 CC,120.0,185015.0
VH-014777,MH-45-8712,Mahindra Scorpio,2005,21746.0,Petrol,Dealer,Manual,Third Owner,10.6 kmpl,2001 CC,216.2,293437.0
VH-018858,MH-15-5144,Renault i20,2005,34636.0,Diesel,Individual,Manual,Second Owner,19.1 kmpl,3162 CC,75.6,43624.0
VH-016988,MH-21-2830,Maruti Nexon,2010,66224.0,Petrol,Individual,Manual,First Owner,12.9 kmpl,1970 CC,181.0,352150.0
VH-001364,MH-18-9067,Hyundai Swift,2004,46474.0,Petrol,Individual,Manual,First Owner,16.7 kmpl,2295 CC,190.3,225661.0
VH-001738,MH-31-5611,Nissan Kwid,2003,95005.0,Petrol,Individual,Manual,Second Owner,19.3 kmpl,1367 CC,113.1,30000.0
VH-003001,MH-25-2126,Hyundai Kwid,2007,126550.0,Petrol,Individual,Manual,Second Owner,19.3 kmpl,2993 CC,249.7,351224.0
VH-012455,MH-22-7680,Nissan i20,2021,77460.0,Petrol,Dealer,Manual,Second Owner,11.2 kmpl,1264 CC,53.4,527590.0
VH-009309,MH-24-3363,Nissan Scorpio,2023,,Petrol,Dealer,Manual,First Owner,9.8 kmpl,1306 CC,223.2,886028.0
VH-015567,MH-43-1030,Nissan i20,2018,82476.0,Petrol,Individual,Automatic,First Owner,17.2 kmpl,3449 CC,211.8,647119.0
VH-006961,MH-11-1709,Hyundai Scorpio,2015,45175.0,Petrol,Dealer,Automatic,First Owner,24.6 kmpl,1075 CC,230.1,647750.0
VH-019271,MH-01-6208,Honda EcoSport,2003,104118.0,Electric,Dealer,Manual,Second Owner,15.8 kmpl,3334 CC,179.2,327124.0
VH-019781,MH-22-7775,Ford City,2016,70225.0,Petrol,Dealer,Manual,First Owner,24.6 kmpl,2238 CC,181.3,599518.0
VH-002883,MH-14-2262,Nissan EcoSport,2018,89730.0,Petrol,Dealer,Manual,Second Owner,20.9 kmpl,1572 CC,218.8,632023.0
VH-003720,MH-01-1513,Renault Swift,2022,58062.0,Petrol,Dealer,Manual,First Owner,10.5 kmpl,3310 CC,170.5,792087.0
VH-007127,MH-21-6491,Tata Kwid,2013,60996.0,Diesel,Individual,Manual,First Owner,20.9 kmpl,1796 CC,191.2,534093.0
VH-009533,MH-07-3928,Hyundai City,2014,29439.0,Diesel,Dealer,Automatic,Second Owner,17.4 kmpl,2517 CC,45.6,413391.0
VH-010235,MH-17-6635,Renault City,2022,52058.0,Electric,Dealer,Automatic,First Owner,16.3 kmpl,2898 CC,235.4,1149428.0
VH-000888,MH-17-2448,Renault Scorpio,2018,80284.0,Petrol,Dealer,Automatic,First Owner,23.5 kmpl,1513 CC,88.7,536967.0
VH-005471,MH-44-8844,Mahindra Polo,2020,35012.0,Petrol,Individual,Manual,First Owner,17.1 kmpl,3032 CC,202.1,773329.0
VH-003201,MH-03-4650,Toyota Sunny,2011,91199.0,Diesel,Dealer,Manual,First Owner,12.3 kmpl,972 CC,187.9,461984.0
VH-016306,MH-05-8908,Volkswagen Innova,2020,57909.0,Petrol,Individual,Automatic,First Owner,18.1 kmpl,1837 CC,125.1,752177.0
VH-010468,MH-24-4779,Mahindra City,2004,43097.0,Petrol,Individual,Manual,Second Owner,17.2 kmpl,3388 CC,104.6,68316.0
VH-004823,MH-04-5381,Honda Scorpio,2013,59777.0,Petrol,Dealer,Manual,First Owner,15.8 kmpl,2103 CC,147.6,340349.0
VH-004704,MH-02-6300,Hyundai Kwid,2001,60082.0,Petrol,Dealer,Manual,Third Owner,8.6 kmpl,3458 CC,155.6,30000.0
VH-012653,MH-08-7847,Honda Swift,2014,32942.0,Petrol,Dealer,Manual,Second Owner,21.8 kmpl,2096 CC,215.8,591822.0
VH-000343,MH-48-3447,Volkswagen Nexon,2002,60266.0,Petrol,Dealer,Manual,First Owner,13.6 kmpl,2957 CC,41.6,30000.0
VH-012716,MH-28-1489,Toyota Nexon,2005,135079.0,Petrol,Dealer,Manual,First Owner,18.5 kmpl,2414 CC,123.9,33490.0
VH-004136,MH-45-1381,Ford Scorpio,2013,,Diesel,Dealer,Automatic,Second Owner,18.8 kmpl,2277 CC,187.2,641927.0
VH-003237,MH-03-9732,Hyundai Sunny,2003,,Diesel,Individual,Manual,Third Owner,19.1 kmpl,2548 CC,92.7,68675.0
VH-003188,MH-48-1656,Ford EcoSport,2004,43617.0,Diesel,Trustmark Dealer,Automatic,First Owner,22.5 kmpl,2218 CC,202.6,310635.0
VH-004522,MH-23-9513,Ford Innova,2005,50457.0,Diesel,Dealer,Manual,First Owner,20.0 kmpl,976 CC,140.7,196144.0
VH-002223,MH-35-1144,Renault EcoSport,2003,31858.0,Petrol,Individual,Automatic,Third Owner,11.2 kmpl,1452 CC,168.8,250566.0
VH-012388,MH-03-9852,Renault Polo,2002,58848.0,Petrol,Dealer,Manual,First Owner,12.2 kmpl,2309 CC,86.9,30000.0
VH-016467,MH-43-6258,Tata EcoSport,2004,27323.0,Petrol,Individual,Manual,First Owner,9.1 kmpl,1875 CC,128.3,137419.0
VH-002121,MH-27-2172,Volkswagen Polo,2015,323684.0,Diesel,Individual,Manual,First Owner,13.5 kmpl,3474 CC,123.7,412537.0
VH-006858,MH-31-7379,Volkswagen Nexon,2000,88492.0,Electric,Dealer,Manual,Second Owner,19.8 kmpl,1502 CC,125.9,64043.0
VH-000992,MH-03-9968,Maruti Kwid,2007,29826.0,Petrol,Individual,Automatic,,13.4 kmpl,1011 CC,181.9,311923.0
VH-013273,MH-49-8515,Ford City,2005,13082.0,Diesel,Dealer,Manual,First Owner,17.8 kmpl,1029 CC,173.4,315918.0
VH-015986,MH-04-7147,Ford Kwid,2014,50717.0,CNG,Dealer,Manual,Third Owner,11.9 kmpl,1587 CC,145.0,274738.0
VH-016265,MH-40-5714,Tata Kwid,2013,65192.0,Diesel,Individual,Automatic,First Owner,14.8 kmpl,1960 CC,,440042.0
VH-016119,MH-23-4872,Hyundai Sunny,2022,105936.0,Petrol,Individual,Manual,First Owner,16.8 kmpl,1166 CC,226.6,770208.0
VH-015923,MH-10-7872,Renault Sunny,2016,44536.0,Petrol,Individual,Manual,First Owner,19.4 kmpl,2349 CC,80.9,455435.0
VH-010252,MH-36-7731,Toyota Swift,2001,53286.0,Petrol,Individual,Manual,First Owner,13.9 kmpl,3498 CC,186.2,49232.0
VH-007366,MH-45-7195,Nissan City,2018,10579.0,Petrol,Individual,Manual,First Owner,12.7 kmpl,2250 CC,225.5,763436.0
VH-006257,MH-48-7044,Hyundai Sunny,2006,83287.0,Petrol,Dealer,Manual,First Owner,16.3 kmpl,3429 CC,119.4,137284.0
VH-004734,MH-08-6885,Nissan i20,2008,31252.0,Petrol,Dealer,Automatic,First Owner,19.3 kmpl,2035 CC,231.0,441849.0
VH-018643,MH-16-4158,Nissan City,2020,22660.0,Electric,Trustmark Dealer,Manual,First Owner,13.5 kmpl,2087 CC,174.1,924036.0
VH-001465,MH-24-7651,Renault Polo,2005,,Diesel,Individual,Manual,Third Owner,16.2 kmpl,3108 CC,45.6,30000.0
VH-004593,MH-10-5328,Volkswagen Scorpio,2022,19867.0,Diesel,Dealer,Manual,First Owner,21.4 kmpl,2450 CC,236.6,940191.0
VH-018988,MH-09-8069,Maruti Nexon,2008,77490.0,Petrol,Trustmark Dealer,Automatic,Fourth & Above,23.7 kmpl,983 CC,225.2,394477.0
VH-003565,MH-17-1856,Ford Nexon,2016,16612.0,Petrol,Dealer,Manual,First Owner,23.8 kmpl,2503 CC,122.0,565427.0
VH-012095,MH-12-6010,Volkswagen Scorpio,2018,37971.0,Electric,Dealer,Manual,Second Owner,11.2 kmpl,1805 CC,223.6,1063536.0
VH-005840,MH-46-9318,Toyota Sunny,2007,44425.0,Petrol,Trustmark Dealer,Manual,First Owner,23.6 kmpl,1936 CC,113.7,142915.0
VH-000283,MH-15-8158,Hyundai Swift,2017,10575.0,Diesel,Individual,Manual,First Owner,9.1 kmpl,2161 CC,98.2,520418.0
VH-019555,MH-03-8144,Toyota Innova,2005,50123.0,Diesel,Individual,Manual,First Owner,17.2 kmpl,1815 CC,162.9,284319.0
VH-014040,MH-42-5135,Honda Scorpio,2004,94598.0,Diesel,Dealer,Automatic,First Owner,12.5 kmpl,1357 CC,46.9,53707.0
VH-011790,MH-43-8516,Honda Nexon,2020,46744.0,CNG,Dealer,Manual,First Owner,13.6 kmpl,2627 CC,91.5,522233.0
VH-006175,MH-37-5485,Mahindra Polo,2013,47359.0,Diesel,Dealer,Manual,Second Owner,14.3 kmpl,800 CC,71.6,412076.0
VH-016856,MH-48-7401,Nissan Polo,2017,20893.0,Petrol,Individual,Manual,First Owner,10.0 kmpl,1177 CC,83.2,415305.0
VH-008911,MH-38-3873,Mahindra Nexon,2023,122740.0,Petrol,Trustmark Dealer,Manual,First Owner,18.7 kmpl,3222 CC,217.9,813506.0
VH-004151,MH-01-4856,Maruti i20,2015,7818.0,Diesel,Individual,Automatic,First Owner,9.4 kmpl,1341 CC,137.7,622645.0
VH-019932,MH-37-5212,Hyundai Sunny,2011,12829.0,Petrol,Individual,Manual,Third Owner,10.0 kmpl,1415 CC,77.8,258269.0
VH-015138,MH-46-4786,Toyota Sunny,2010,32345.0,CNG,Individual,Manual,Second Owner,17.2 kmpl,3452 CC,118.6,266300.0
VH-013502,MH-34-5063,Hyundai Polo,2011,32081.0,Diesel,Individual,Manual,Second Owner,11.8 kmpl,856 CC,125.5,386641.0
VH-010313,MH-17-8816,Tata Innova,2004,64953.0,Petrol,Dealer,Manual,Second Owner,17.0 kmpl,1736 CC,241.3,245740.0
VH-006445,MH-12-7042,Nissan Polo,2001,15708.0,Diesel,Individual,Manual,First Owner,17.7 kmpl,2961 CC,228.8,143027.0
VH-007376,MH-38-2215,Maruti City,2020,20227.0,Diesel,Dealer,Automatic,First Owner,23.8 kmpl,1635 CC,208.7,817064.0
VH-014356,MH-49-3643,Nissan Nexon,2022,87642.0,Petrol,Individual,Automatic,Second Owner,16.9 kmpl,2683 CC,45.1,625176.0
VH-019572,MH-18-5535,Nissan Swift,2009,128767.0,Diesel,Dealer,Manual,First Owner,22.3 kmpl,2976 CC,102.7,233103.0
VH-013204,MH-47-4947,Nissan City,2015,65006.0,Diesel,Individual,Manual,First Owner,15.6 kmpl,1348 CC,60.7,440340.0
VH-008861,MH-24-4875,Hyundai Swift,2019,92958.0,Petrol,Individual,Manual,First Owner,12.5 kmpl,2477 CC,,647575.0
VH-014735,MH-39-9462,Nissan Nexon,2022,65514.0,Petrol,Dealer,Manual,First Owner,16.6 kmpl,1065 CC,154.1,794795.0
VH-003161,MH-07-7298,Nissan Kwid,2015,183502.0,Petrol,Individual,Automatic,Second Owner,17.9 kmpl,1898 CC,171.4,491490.0
VH-002630,MH-25-6511,Tata i20,2020,45790.0,Petrol,Dealer,Automatic,First Owner,12.1 kmpl,1655 CC,162.8,781113.0
VH-018745,MH-45-7808,Mahindra Polo,2021,133266.0,Petrol,Individual,Automatic,First Owner,16.7 kmpl,3063 CC,142.2,723729.0
VH-003174,MH-13-2536,Toyota City,2011,151393.0,Diesel,Individual,Manual,First Owner,8.3 kmpl,936 CC,76.4,254331.0
VH-002565,MH-28-5650,Renault Kwid,2003,186700.0,Petrol,Dealer,Manual,,12.1 kmpl,1840 CC,78.4,30000.0
VH-018123,MH-14-5464,Toyota Polo,2000,259283.0,Diesel,Individual,Manual,First Owner,23.8 kmpl,3426 CC,242.2,54470.0
VH-001203,MH-07-8238,Volkswagen Kwid,2015,98613.0,Diesel,Individual,Manual,First Owner,16.8 kmpl,934 CC,133.9,434447.0
VH-006413,MH-33-3330,Hyundai Nexon,2017,77418.0,Diesel,Dealer,Automatic,First Owner,16.5 kmpl,3409 CC,233.4,765978.0
VH-016752,MH-41-4537,Tata Sunny,2022,29878.0,Petrol,Individual,Manual,First Owner,11.2 kmpl,1106 CC,171.3,755901.0
VH-000616,MH-49-7546,Honda Nexon,2012,,Diesel,Dealer,Automatic,Second Owner,13.7 kmpl,2738 CC,189.8,604896.0
VH-010118,MH-18-2466,Maruti City,2006,52991.0,Diesel,Dealer,Automatic,First Owner,21.2 kmpl,1703 CC,239.8,401030.0
VH-003114,MH-40-4045,Ford Innova,2023,33951.0,Petrol,Trustmark Dealer,Manual,Second Owner,13.6 kmpl,1141 CC,99.6,705026.0
VH-010833,MH-20-3819,Nissan i20,2020,46693.0,Petrol,Dealer,Automatic,First Owner,18.3 kmpl,1587 CC,216.7,857342.0
VH-018270,MH-08-6336,Honda Sunny,2009,34898.0,Diesel,Dealer,Automatic,First Owner,22.5 kmpl,2858 CC,237.8,636901.0
VH-017890,MH-28-4679,Volkswagen i20,2009,93567.0,Petrol,Individual,Manual,First Owner,13.8 kmpl,2848 CC,116.6,205815.0
VH-007481,MH-16-8978,Toyota Sunny,2018,31023.0,Petrol,Individual,Manual,First Owner,13.1 kmpl,2045 CC,88.7,520694.0
VH-018348,MH-45-8177,Renault Innova,2005,29899.0,Electric,Dealer,Manual,First Owner,18.4 kmpl,2600 CC,185.9,299505.0
VH-017567,MH-20-7128,Honda Swift,2009,25488.0,Diesel,Dealer,Manual,Second Owner,14.5 kmpl,2305 CC,119.2,273385.0
VH-014632,MH-04-8322,Mahindra Swift,2007,64038.0,Petrol,Dealer,Manual,Third Owner,21.7 kmpl,1600 CC,86.6,141225.0
VH-002728,MH-18-3286,Nissan Innova,2017,97906.0,Petrol,Individual,Manual,First Owner,9.8 kmpl,3038 CC,151.7,565235.0
VH-017842,MH-47-8080,Ford Nexon,2014,72545.0,Diesel,Individual,Manual,Second Owner,11.1 kmpl,2248 CC,130.5,473188.0
VH-002460,MH-12-5916,Honda Kwid,2013,52235.0,Diesel,Individual,Manual,First Owner,12.9 kmpl,3132 CC,82.8,398989.0
