flight_id,booking_reference,departure_date,airline,source_city,destination_city,travel_class,duration_minutes,days_left,stops,departure_time_slot,price
FL-008979,PNR-299658,2025-07-14,American Airlines,Lima,Madrid,Premium Economy,393.0,34.0,0,Noche,425.57
FL-009114,PNR-278301,2025-12-26,Iberia,Mexico City,Madrid,Economy,385.0,,0,Tarde,298.26
FL-011888,PNR-496869,2025-05-23,American Airlines,Buenos Aires,Madrid,Economy,45.0,23.0,0,Mañana,97.17
FL-019377,PNR-353537,2025-08-06,American Airlines,Buenos Aires,Miami,Economy,377.0,55.0,1,Noche Tardia,307.76
FL-013747,PNR-767039,2024-06-21,LATAM,Bogota,Mexico City,Economy,365.0,55.0,1,Noche,242.99
FL-016151,PNR-817713,2024-07-21,LATAM,Santiago,Mexico City,Economy,211.0,0.0,0,Mañana,138.82
FL-003485,PNR-610037,2024-05-20,LATAM,Sao Paulo,Santiago,Economy,189.0,25.0,0,Noche Tardia,217.17
FL-004762,PNR-228715,2023-06-01,Iberia,Buenos Aires,Mexico City,Business,143.0,1.0,0,Noche Tardia,773.77
FL-019152,PNR-859842,2025-01-03,Avianca,Buenos Aires,Lima,Economy,244.0,9.0,1,Mañana,274.79
FL-005072,PNR-744429,2025-11-15,Avianca,Miami,Madrid,Economy,397.0,2.0,1,Noche,329.12
FL-018234,PNR-178899,2024-03-30,JetSmart,Lima,Sao Paulo,Economy,352.0,1.0,0,Madrugada,156.98
FL-015760,PNR-708172,2024-06-11,Iberia,Santiago,Sao Paulo,Premium Economy,414.0,15.0,1,Noche Tardia,511.28
FL-019590,PNR-580909,2025-02-19,Copa Airlines,Madrid,Miami,Economy,451.0,7.0,0,Noche Tardia,299.45
FL-010379,PNR-205144,2025-08-23,Avianca,Santiago,Bogota,Economy,115.0,23.0,1,Madrugada,128.71
FL-008538,PNR-779524,2025-12-17,Avianca,Buenos Aires,Miami,Economy,440.0,45.0,0,Madrugada,224.46
FL-019337,PNR-337618,2023-07-15,Iberia,Sao Paulo,Lima,Economy,394.0,3.0,1,Madrugada,427.27
FL-007308,PNR-688700,2024-12-02,LATAM,Buenos Aires,Sao Paulo,Economy,194.0,37.0,1,Noche Tardia,169.01
FL-014332,PNR-718410,2025-06-04,Iberia,Mexico City,Lima,Business,165.0,4.0,0,Noche Tardia,780.63
FL-016237,PNR-918476,2023-09-19,American Airlines,Lima,Buenos Aires,Economy,287.0,14.0,0,Mañana,310.45
FL-002593,PNR-184477,2023-07-30,Avianca,Lima,Buenos Aires,Economy,201.0,4.0,1,Mañana,271.12
FL-011661,PNR-241699,2024-06-28,Iberia,Mexico City,Madrid,Economy,339.0,2.0,1,Noche Tardia,314.05
FL-004410,PNR-256681,2024-12-04,Avianca,Sao Paulo,Santiago,Economy,138.0,7.0,2,Noche Tardia,212.32
FL-009490,PNR-265402,2023-12-08,American Airlines,Madrid,Bogota,Economy,406.0,6.0,0,Tarde,350.72
FL-008552,PNR-688718,2023-11-01,JetSmart,Miami,Bogota,Economy,353.0,12.0,1,Noche Tardia,158.61
FL-001821,PNR-483274,2024-07-11,Copa Airlines,Bogota,Sao Paulo,Economy,423.0,9.0,1,Noche Tardia,310.84
FL-003309,PNR-365216,2025-05-02,Iberia,Miami,Santiago,Premium Economy,299.0,10.0,0,Madrugada,463.62
FL-010862,PNR-692026,2025-02-01,Sky Airline,Miami,Madrid,Economy,444.0,2.0,0,Noche,319.53
FL-007488,PNR-673008,2024-01-03,Copa Airlines,Lima,Mexico City,Premium Economy,249.0,,1,Madrugada,424.4
FL-017780,PNR-388263,2024-10-05,LATAM,Sao Paulo,Mexico City,Economy,551.0,2.0,1,Mañana,545.69
FL-017860,PNR-970820,2023-12-18,Avianca,Miami,Madrid,Economy,229.0,25.0,0,Madrugada,192.9
FL-004293,PNR-217681,2025-01-05,Avianca,Madrid,Santiago,Business,125.0,4.0,0,Noche,650.06
FL-010087,PNR-134263,2025-04-26,American Airlines,Miami,Madrid,Economy,293.0,21.0,0,Tarde,245.09
FL-003239,PNR-755828,2024-07-09,Copa Airlines,Mexico City,Lima,Economy,282.0,14.0,1,Mañana,281.11
FL-001643,PNR-465489,2025-02-10,Sky Airline,Sao Paulo,Madrid,Economy,368.0,90.0,2,Noche Tardia,144.81
FL-017978,PNR-315801,2025-03-07,LATAM,Bogota,Buenos Aires,Economy,509.0,9.0,1,Madrugada,430.31
FL-008382,PNR-995294,2025-09-26,JetSmart,Santiago,Bogota,Economy,372.0,4.0,1,Mañana,241.59
FL-004017,PNR-792557,2024-09-08,JetSmart,Lima,Santiago,Economy,172.0,11.0,0,Madrugada,67.33
FL-010917,PNR-144313,2025-01-08,LATAM,Bogota,Mexico City,Economy,502.0,12.0,1,Noche,368.26
FL-015281,PNR-100238,2024-10-10,Avianca,Sao Paulo,Mexico City,Economy,297.0,18.0,2,Madrugada,293.66
FL-011150,PNR-717032,2025-07-09,Iberia,Miami,Santiago,Economy,101.0,2.0,1,Mañana,192.52
FL-003453,PNR-505627,2025-10-07,American Airlines,Sao Paulo,Lima,Economy,179.0,4.0,1,Tarde,192.76
FL-006528,PNR-758834,2023-06-07,Iberia,Buenos Aires,Sao Paulo,Economy,,15.0,0,Mañana,261.16
FL-019890,PNR-527789,2025-04-03,Avianca,Mexico City,Madrid,Economy,78.0,5.0,1,Mañana,244.39
FL-005459,PNR-231787,2023-08-23,LATAM,Madrid,Sao Paulo,Economy,320.0,3.0,0,Noche Tardia,205.58
FL-000627,PNR-115994,2023-07-13,LATAM,Santiago,Madrid,Economy,320.0,7.0,0,Tarde,210.3
FL-010479,PNR-628036,2025-02-12,American Airlines,Mexico City,Santiago,Economy,45.0,1.0,0,Noche,160.8
FL-015323,PNR-619289,2025-08-30,JetSmart,Mexico City,Madrid,Premium Economy,575.0,17.0,0,Tarde,376.52
FL-000408,PNR-870197,2023-08-23,Copa Airlines,Santiago,Sao Paulo,Economy,45.0,32.0,2,Mañana,113.2
FL-006079,PNR-638730,2024-09-30,Sky Airline,Lima,Bogota,Economy,201.0,,1,Noche Tardia,94.36
FL-009071,PNR-148308,2023-07-15,Sky Airline,Madrid,Bogota,Economy,339.0,37.0,1,Mañana,142.55
FL-001073,PNR-713058,2025-05-12,Sky Airline,Buenos Aires,Miami,Economy,239.0,4.0,2,Noche,201.68
FL-000557,PNR-876523,2025-03-09,Iberia,Buenos Aires,Miami,Economy,275.0,58.0,1,Noche,167.46
FL-002724,PNR-756248,2023-07-14,American Airlines,Madrid,Sao Paulo,Economy,110.0,14.0,1,Madrugada,230.62
FL-019186,PNR-590951,2025-05-25,Iberia,Mexico City,Buenos Aires,Economy,339.0,42.0,0,Mañana,202.02
FL-007096,PNR-600156,2024-11-18,Sky Airline,Mexico City,Miami,Economy,,8.0,0,Noche,45.0
FL-002714,PNR-283409,2023-07-17,Avianca,Mexico City,Lima,Economy,109.0,28.0,2,Madrugada,168.85
FL-002067,PNR-558948,2024-06-05,Sky Airline,Madrid,Sao Paulo,Economy,310.0,4.0,0,Noche,167.14
FL-000474,PNR-758704,2025-06-02,American Airlines,Buenos Aires,Mexico City,Premium Economy,190.0,6.0,0,Noche,484.65
FL-015839,PNR-201369,2025-04-19,American Airlines,Madrid,Santiago,Economy,380.0,3.0,1,Mañana,357.95
FL-015026,PNR-781216,2024-07-06,American Airlines,Madrid,Sao Paulo,Economy,319.0,13.0,1,Madrugada,411.87
FL-006255,PNR-230529,2024-10-11,Sky Airline,Lima,Buenos Aires,Economy,291.0,11.0,2,Noche Tardia,250.6
FL-015506,PNR-463284,2024-07-14,Copa Airlines,Miami,Madrid,Premium Economy,244.0,14.0,0,Noche Tardia,383.42
FL-008660,PNR-937207,2024-09-05,Sky Airline,Sao Paulo,Lima,Economy,216.0,15.0,1,Noche Tardia,156.49
FL-008343,PNR-548331,2024-12-09,Iberia,Mexico City,Buenos Aires,Economy,330.0,0.0,1,Noche,214.47
FL-013824,PNR-727663,2025-05-06,Sky Airline,Sao Paulo,Bogota,Premium Economy,61.0,5.0,1,Madrugada,265.51
FL-010109,PNR-639859,2025-09-24,Iberia,Bogota,Miami,Business,94.0,4.0,1,Mañana,678.55
FL-002609,PNR-733972,2024-04-09,LATAM,Mexico City,Bogota,Premium Economy,161.0,14.0,0,Noche,416.77
FL-012342,PNR-867738,2023-12-19,JetSmart,Miami,Lima,Economy,246.0,10.0,0,Noche,74.07
FL-012848,PNR-891367,2024-02-07,Iberia,Buenos Aires,Madrid,Economy,536.0,22.0,0,Madrugada,395.96
FL-002470,PNR-773208,2024-08-07,LATAM,Mexico City,Buenos Aires,Economy,83.0,11.0,1,Mañana,141.23
FL-007636,PNR-552655,2023-12-29,Avianca,Madrid,Santiago,Economy,294.0,4.0,1,Noche,294.87
FL-001533,PNR-583899,2025-09-04,Copa Airlines,Sao Paulo,Buenos Aires,Business,381.0,13.0,0,Noche Tardia,767.53
FL-019491,PNR-174590,2023-07-20,JetSmart,Lima,Mexico City,Economy,289.0,13.0,0,Noche Tardia,189.74
FL-003726,PNR-334054,2025-10-05,American Airlines,Madrid,Bogota,Premium Economy,303.0,13.0,1,Noche Tardia,523.52
FL-013935,PNR-867889,2024-05-13,American Airlines,Buenos Aires,Lima,Business,247.0,57.0,0,Madrugada,672.9
FL-013738,PNR-242095,2023-10-02,Avianca,Madrid,Miami,Economy,311.0,1.0,0,Noche Tardia,234.81
FL-018449,PNR-172276,2025-12-12,LATAM,Bogota,Sao Paulo,Economy,296.0,10.0,1,Tarde,245.08
FL-013561,PNR-482622,2024-07-05,Sky Airline,Madrid,Sao Paulo,Economy,331.0,2.0,0,Mañana,173.99
FL-000896,PNR-654731,2025-12-12,Iberia,Mexico City,Miami,Economy,84.0,6.0,0,Tarde,194.25
FL-019868,PNR-462637,2024-11-25,Avianca,Miami,Madrid,Business,120.0,29.0,2,Madrugada,729.81
FL-005869,PNR-449445,2025-02-27,Copa Airlines,Santiago,Sao Paulo,Economy,230.0,25.0,1,Noche Tardia,189.82
FL-011028,PNR-881436,2025-11-23,Avianca,Bogota,Santiago,Economy,282.0,2.0,0,Mañana,194.79
FL-016909,PNR-391421,2023-07-14,Sky Airline,Mexico City,Madrid,Economy,45.0,24.0,1,Tarde,45.0
FL-004926,PNR-427399,2024-09-23,Copa Airlines,Sao Paulo,Bogota,Business,48.0,30.0,0,Madrugada,555.46
FL-016324,PNR-630799,2025-08-29,Copa Airlines,Sao Paulo,Lima,Economy,190.0,25.0,1,Noche,164.97
FL-016181,PNR-900040,2024-01-12,Iberia,Mexico City,Lima,Economy,220.0,3.0,1,Noche,275.93
FL-015119,PNR-455868,2024-12-11,LATAM,Mexico City,Lima,Economy,357.0,17.0,0,Noche,234.3
FL-004561,PNR-586657,2023-11-24,Avianca,Santiago,Sao Paulo,Premium Economy,422.0,2.0,0,Noche Tardia,555.63
FL-009325,PNR-437373,2024-01-17,JetSmart,Madrid,Sao Paulo,Premium Economy,456.0,15.0,0,Noche,380.6
FL-006455,PNR-527849,2024-10-05,JetSmart,Sao Paulo,Miami,Economy,117.0,8.0,0,Madrugada,45.0
FL-019983,PNR-295900,2024-10-01,Sky Airline,Santiago,Bogota,Economy,390.0,20.0,1,Noche,206.43
FL-008830,PNR-383597,2023-06-14,JetSmart,Santiago,Miami,Premium Economy,265.0,2.0,0,Mañana,304.72
FL-016783,PNR-943520,2025-05-15,Avianca,Bogota,Madrid,Economy,74.0,1.0,0,Madrugada,125.66
FL-011191,PNR-274255,2024-06-09,Sky Airline,Buenos Aires,Santiago,Premium Economy,61.0,4.0,1,Mañana,184.49
FL-006832,PNR-977010,2024-01-04,Sky Airline,Miami,Madrid,Premium Economy,241.0,7.0,1,Madrugada,317.62
FL-010041,PNR-788648,2025-09-03,Avianca,Buenos Aires,Madrid,Economy,269.0,9.0,1,Noche,178.39
FL-010016,PNR-508566,2023-07-18,Copa Airlines,Miami,Santiago,Economy,242.0,21.0,0,Mañana,159.05
FL-009846,PNR-821834,2023-08-18,Iberia,Madrid,Sao Paulo,Premium Economy,182.0,7.0,0,Tarde,389.27
FL-007617,PNR-790488,2024-11-10,Sky Airline,Mexico City,Buenos Aires,Economy,228.0,29.0,0,Mañana,45.0
FL-003788,PNR-778635,2023-10-22,Avianca,Madrid,Santiago,Premium Economy,250.0,,1,Madrugada,381.26
FL-019940,PNR-752848,2024-08-18,Copa Airlines,Bogota,Madrid,Economy,389.0,2.0,1,Tarde,295.12
FL-009584,PNR-317955,2023-10-25,Sky Airline,Santiago,Sao Paulo,Economy,235.0,1.0,2,Tarde,337.6
FL-014130,PNR-199540,2023-07-24,Copa Airlines,Buenos Aires,Mexico City,Economy,125.0,6.0,0,Mañana,108.79
FL-001377,PNR-921937,2024-02-14,Sky Airline,Santiago,Buenos Aires,Economy,590.0,3.0,0,Madrugada,375.08
FL-010019,PNR-411168,2025-05-18,LATAM,Santiago,Bogota,Economy,83.0,0.0,0,Mañana,121.18
FL-019641,PNR-402121,2023-09-14,American Airlines,Buenos Aires,Miami,Economy,45.0,6.0,2,Noche Tardia,212.98
FL-000714,PNR-270044,2023-06-25,LATAM,Sao Paulo,Buenos Aires,Economy,599.0,8.0,1,Noche Tardia,392.47
FL-002472,PNR-217094,2024-09-01,Copa Airlines,Sao Paulo,Miami,Economy,166.0,1.0,1,Madrugada,213.81
FL-002579,PNR-593951,2025-03-13,Copa Airlines,Santiago,Buenos Aires,Business,252.0,1.0,0,Noche Tardia,739.69
FL-002017,PNR-619921,2023-07-10,Copa Airlines,Bogota,Santiago,Economy,45.0,3.0,0,Mañana,99.57
FL-011272,PNR-776212,2025-10-11,LATAM,Miami,Sao Paulo,Economy,201.0,,1,Noche Tardia,304.35
FL-018291,PNR-910593,2025-06-12,LATAM,Sao Paulo,Miami,Economy,,3.0,0,Noche,282.58
FL-011761,PNR-678979,2024-06-28,JetSmart,Mexico City,Lima,Economy,209.0,14.0,1,Noche Tardia,89.51
FL-006890,PNR-113768,2024-08-15,Sky Airline,Santiago,Sao Paulo,Economy,310.0,11.0,1,Tarde,207.0
FL-004069,PNR-634384,2023-10-14,Avianca,Madrid,Santiago,Economy,141.0,7.0,1,Mañana,170.39
FL-006775,PNR-579834,2023-10-31,Copa Airlines,Buenos Aires,Madrid,Economy,94.0,1.0,1,Noche,226.68
FL-017917,PNR-962027,2023-12-06,Sky Airline,Sao Paulo,Miami,Premium Economy,197.0,16.0,1,Noche,270.77
FL-002771,PNR-370545,2024-10-26,Sky Airline,Madrid,Buenos Aires,Economy,172.0,15.0,0,Noche,45.0
FL-015015,PNR-992463,2024-08-25,American Airlines,Lima,Bogota,Business,270.0,36.0,1,Madrugada,728.59
FL-001918,PNR-641096,2024-05-24,Sky Airline,Sao Paulo,Santiago,Economy,257.0,6.0,1,Noche,148.05
FL-016197,PNR-155552,2023-11-30,Avianca,Madrid,Sao Paulo,Economy,268.0,11.0,2,Madrugada,261.76
FL-014712,PNR-305589,2024-12-29,JetSmart,Miami,Bogota,Business,148.0,,1,Tarde,607.35
FL-010907,PNR-927177,2023-09-12,JetSmart,Sao Paulo,Buenos Aires,Business,273.0,8.0,0,Mañana,657.55
FL-012990,PNR-417280,2025-12-20,Avianca,Miami,Lima,Economy,139.0,11.0,2,Noche Tardia,220.32
FL-005920,PNR-197796,2024-06-10,LATAM,Miami,Madrid,Economy,,21.0,0,Noche Tardia,252.38
FL-017024,PNR-666578,2025-08-31,Iberia,Lima,Madrid,Economy,168.0,5.0,1,Tarde,257.43
FL-004014,PNR-355953,2024-06-11,Avianca,Mexico City,Buenos Aires,Economy,496.0,20.0,1,Madrugada,319.55
FL-004330,PNR-946150,2024-03-24,JetSmart,Santiago,Madrid,Economy,491.0,3.0,1,Noche,281.8
FL-007462,PNR-244411,2025-07-13,LATAM,Buenos Aires,Madrid,Economy,362.0,22.0,1,Madrugada,329.38
FL-001364,PNR-264772,2025-09-21,Copa Airlines,Sao Paulo,Buenos Aires,Economy,321.0,15.0,1,Noche Tardia,286.94
FL-011538,PNR-177462,2024-04-24,JetSmart,Miami,Lima,Economy,310.0,10.0,1,Tarde,134.78
FL-005976,PNR-541309,2025-01-29,LATAM,Sao Paulo,Bogota,Economy,133.0,12.0,0,Mañana,166.17
FL-012407,PNR-298408,2024-07-23,Sky Airline,Mexico City,Bogota,Premium Economy,63.0,5.0,0,Noche Tardia,207.39
FL-001092,PNR-414008,2025-03-08,Iberia,Lima,Santiago,Economy,253.0,15.0,2,Noche,292.23
FL-004435,PNR-988142,2025-01-17,LATAM,Lima,Mexico City,Premium Economy,316.0,8.0,2,Noche,462.81
FL-003737,PNR-494330,2024-10-24,LATAM,Buenos Aires,Sao Paulo,Premium Economy,66.0,10.0,0,Madrugada,235.98
FL-000597,PNR-296858,2025-02-11,Avianca,Mexico City,Miami,Premium Economy,169.0,2.0,0,Madrugada,386.55
FL-010088,PNR-456210,2025-06-04,Sky Airline,Bogota,Buenos Aires,Economy,313.0,6.0,1,Noche Tardia,247.95
FL-016640,PNR-641948,2024-06-06,American Airlines,Sao Paulo,Miami,Economy,83.0,,1,Madrugada,187.79
FL-006058,PNR-302946,2023-11-12,Sky Airline,Buenos Aires,Sao Paulo,Economy,45.0,50.0,2,Noche,45.0
FL-000093,PNR-445375,2025-02-10,Sky Airline,Lima,Buenos Aires,Business,199.0,,1,Noche Tardia,584.27
FL-007994,PNR-590892,2024-12-10,Sky Airline,Mexico City,Buenos Aires,Economy,270.0,47.0,0,Noche Tardia,99.61
FL-017656,PNR-680642,2025-10-05,Iberia,Mexico City,Bogota,Premium Economy,108.0,5.0,1,Tarde,362.96
FL-009650,PNR-672074,2024-03-20,American Airlines,Miami,Sao Paulo,Economy,151.0,7.0,2,Noche,224.2
FL-008912,PNR-727690,2023-07-02,LATAM,Lima,Santiago,Economy,85.0,6.0,0,Noche Tardia,124.54
FL-003742,PNR-123367,2025-03-31,Avianca,Madrid,Buenos Aires,Economy,402.0,,0,Noche Tardia,267.53
FL-008341,PNR-639512,2025-09-09,Sky Airline,Miami,Madrid,Business,277.0,9.0,2,Mañana,796.18
FL-008261,PNR-501860,2023-08-18,JetSmart,Madrid,Bogota,Economy,335.0,53.0,1,Noche Tardia,117.94
FL-018828,PNR-767053,2024-01-08,Sky Airline,Lima,Madrid,Economy,467.0,11.0,1,Tarde,148.38
FL-000560,PNR-921231,2024-04-05,Avianca,Madrid,Buenos Aires,Economy,52.0,38.0,0,Madrugada,45.0
FL-019608,PNR-195428,2024-11-23,LATAM,Miami,Lima,Economy,232.0,7.0,1,Noche,210.07
FL-007761,PNR-678349,2023-09-08,LATAM,Sao Paulo,Mexico City,Premium Economy,45.0,32.0,1,Noche Tardia,251.15
FL-019137,PNR-417217,2025-05-05,LATAM,Lima,Madrid,Economy,45.0,19.0,0,Noche Tardia,45.0
FL-006631,PNR-970462,2024-03-12,Sky Airline,Miami,Mexico City,Economy,165.0,0.0,1,Madrugada,105.34
FL-011183,PNR-580379,2025-11-25,JetSmart,Madrid,Mexico City,Premium Economy,359.0,3.0,0,Tarde,345.45
FL-001658,PNR-888078,2023-07-20,Copa Airlines,Buenos Aires,Sao Paulo,Economy,51.0,8.0,0,Mañana,96.57
FL-008053,PNR-423151,2024-06-01,Iberia,Lima,Sao Paulo,Economy,277.0,32.0,0,Tarde,263.9
FL-007464,PNR-489410,2023-09-29,American Airlines,Buenos Aires,Lima,Economy,213.0,23.0,2,Noche,198.77
FL-018474,PNR-770218,2023-08-16,LATAM,Sao Paulo,Bogota,Economy,534.0,,1,Tarde,382.47
FL-007598,PNR-894760,2025-07-27,Copa Airlines,Miami,Mexico City,Business,45.0,1.0,0,Noche Tardia,654.58
FL-012094,PNR-569346,2024-07-10,American Airlines,Lima,Mexico City,Economy,174.0,4.0,1,Madrugada,208.46
FL-012812,PNR-505528,2025-11-15,American Airlines,Miami,Mexico City,Economy,181.0,13.0,0,Mañana,238.33
FL-003477,PNR-958914,2023-11-03,JetSmart,Bogota,Miami,Economy,335.0,13.0,1,Mañana,156.22
FL-005939,PNR-773633,2025-05-17,Sky Airline,Mexico City,Lima,Economy,173.0,1.0,1,Tarde,102.57
FL-011198,PNR-459712,2025-09-24,American Airlines,Santiago,Buenos Aires,Economy,175.0,10.0,0,Madrugada,217.32
FL-018564,PNR-715562,2023-11-22,JetSmart,Buenos Aires,Miami,Business,220.0,7.0,1,Madrugada,572.43
FL-004039,PNR-984519,2025-08-24,Avianca,Madrid,Lima,Economy,315.0,12.0,2,Mañana,333.2
FL-011920,PNR-329183,2025-08-24,American Airlines,Santiago,Miami,Economy,370.0,2.0,0,Madrugada,387.87
FL-013465,PNR-998067,2024-10-11,LATAM,Miami,Madrid,Economy,45.0,29.0,1,Tarde,159.6
FL-004446,PNR-969550,2024-11-11,Copa Airlines,Buenos Aires,Bogota,Economy,256.0,7.0,1,Madrugada,253.42
FL-001165,PNR-637230,2025-02-07,LATAM,Miami,Santiago,Economy,126.0,,1,Mañana,152.8
FL-011803,PNR-678598,2025-12-01,JetSmart,Madrid,Buenos Aires,Economy,233.0,31.0,2,Tarde,175.79
FL-000978,PNR-255724,2025-05-09,Iberia,Madrid,Mexico City,Economy,45.0,19.0,0,Tarde,172.23
FL-007414,PNR-821816,2025-12-26,JetSmart,Sao Paulo,Miami,Economy,223.0,24.0,1,Mañana,104.06
FL-000770,PNR-666721,2024-03-16,American Airlines,Santiago,Buenos Aires,Premium Economy,190.0,9.0,0,Noche,381.87
FL-007091,PNR-879164,2025-11-17,Iberia,Mexico City,Madrid,Economy,143.0,6.0,2,Madrugada,283.27
FL-001974,PNR-456725,2023-08-02,LATAM,Miami,Santiago,Business,275.0,8.0,1,Madrugada,706.09
FL-001721,PNR-788639,2024-11-28,Iberia,Santiago,Buenos Aires,Economy,387.0,6.0,0,Madrugada,290.82
FL-005363,PNR-853631,2025-07-24,Copa Airlines,Madrid,Mexico City,Economy,88.0,39.0,0,Noche Tardia,45.0
FL-007415,PNR-663948,2025-09-07,American Airlines,Santiago,Madrid,Economy,244.0,7.0,0,Mañana,317.09
FL-018343,PNR-119194,2024-04-17,Sky Airline,Mexico City,Buenos Aires,Economy,154.0,,2,Mañana,155.24
FL-006728,PNR-763765,2025-06-20,American Airlines,Santiago,Buenos Aires,Economy,218.0,6.0,0,Mañana,269.32
FL-002197,PNR-708458,2024-11-04,Copa Airlines,Madrid,Miami,Business,374.0,8.0,0,Tarde,835.82
FL-015884,PNR-265196,2024-08-01,American Airlines,Bogota,Mexico City,Economy,272.0,10.0,1,Noche,276.08
FL-012405,PNR-840828,2025-02-20,JetSmart,Madrid,Miami,Economy,143.0,17.0,1,Noche Tardia,61.62
FL-010405,PNR-199189,2024-03-25,Copa Airlines,Madrid,Bogota,Premium Economy,212.0,18.0,0,Madrugada,351.68
FL-008964,PNR-177960,2024-01-14,Iberia,Mexico City,Bogota,Economy,180.0,16.0,0,Tarde,185.04
FL-003261,PNR-542564,2025-01-11,Avianca,Miami,Bogota,Economy,243.0,72.0,1,Noche Tardia,114.01
FL-002194,PNR-158919,2023-11-01,American Airlines,Miami,Mexico City,Economy,421.0,51.0,1,Madrugada,309.03
FL-012662,PNR-965276,2025-12-25,JetSmart,Mexico City,Sao Paulo,Economy,252.0,14.0,0,Mañana,83.09
FL-012741,PNR-800067,2024-07-15,Iberia,Buenos Aires,Madrid,Economy,231.0,6.0,0,Noche Tardia,260.86
FL-009118,PNR-874677,2025-06-12,Copa Airlines,Sao Paulo,Madrid,Premium Economy,97.0,1.0,1,Madrugada,335.5
FL-005003,PNR-278602,2025-06-08,Sky Airline,Santiago,Sao Paulo,Business,154.0,0.0,1,Mañana,639.91
FL-011815,PNR-587818,2024-02-05,Sky Airline,Madrid,Miami,Economy,441.0,6.0,1,Noche Tardia,276.83
FL-018484,PNR-155283,2023-08-03,JetSmart,Buenos Aires,Lima,Economy,242.0,4.0,1,Noche Tardia,98.66
FL-005156,PNR-351758,2023-10-02,Sky Airline,Madrid,Bogota,Economy,366.0,0.0,2,Mañana,309.65
FL-015271,PNR-639922,2024-11-13,Iberia,Buenos Aires,Santiago,Business,149.0,2.0,0,Noche,770.45
FL-007757,PNR-678437,2025-07-10,Sky Airline,Sao Paulo,Madrid,Premium Economy,200.0,5.0,0,Tarde,285.95
FL-004002,PNR-507900,2024-05-24,Sky Airline,Mexico City,Bogota,Economy,69.0,2.0,2,Tarde,138.41
FL-011421,PNR-944913,2024-09-16,LATAM,Mexico City,Santiago,Economy,394.0,2.0,0,Madrugada,290.46
FL-018054,PNR-556950,2023-12-12,Copa Airlines,Bogota,Lima,Economy,226.0,12.0,0,Noche Tardia,184.82
FL-005379,PNR-292124,2024-02-01,JetSmart,Santiago,Lima,Economy,167.0,17.0,0,Mañana,46.42
FL-006463,PNR-945021,2025-05-18,Iberia,Buenos Aires,Lima,Economy,376.0,6.0,2,Mañana,324.04
FL-014887,PNR-185932,2023-10-29,Copa Airlines,Santiago,Madrid,Economy,288.0,,2,Tarde,267.82
FL-013181,PNR-146045,2025-02-02,Avianca,Sao Paulo,Santiago,Economy,335.0,5.0,0,Madrugada,216.87
FL-008392,PNR-562629,2024-08-12,Avianca,Sao Paulo,Bogota,Economy,330.0,19.0,1,Noche,308.93
FL-001914,PNR-932241,2024-07-07,Avianca,Santiago,Lima,Economy,67.0,10.0,2,Noche Tardia,167.34
FL-001960,PNR-702556,2024-02-10,Sky Airline,Lima,Miami,Economy,321.0,,0,Noche,111.45
FL-016091,PNR-623161,2024-06-03,Sky Airline,Miami,Mexico City,Economy,208.0,66.0,2,Tarde,170.0
FL-014966,PNR-932730,2025-06-02,LATAM,Buenos Aires,Madrid,Economy,278.0,11.0,1,Mañana,215.73
FL-004524,PNR-346498,2025-11-21,Iberia,Miami,Sao Paulo,Economy,292.0,32.0,1,Noche Tardia,245.1
FL-008542,PNR-957741,2025-08-06,Copa Airlines,Bogota,Madrid,Economy,229.0,,1,Mañana,181.94
FL-015437,PNR-985167,2024-07-11,LATAM,Buenos Aires,Santiago,Economy,393.0,9.0,2,Mañana,381.81
FL-011414,PNR-414710,2024-10-04,JetSmart,Sao Paulo,Mexico City,Economy,317.0,2.0,1,Noche,210.71
FL-013469,PNR-229507,2025-07-03,JetSmart,Madrid,Buenos Aires,Economy,446.0,17.0,0,Noche,195.35
FL-003877,PNR-415282,2023-07-24,Sky Airline,Sao Paulo,Madrid,Premium Economy,45.0,21.0,1,Noche Tardia,260.56
FL-000434,PNR-476341,2024-09-20,Sky Airline,Sao Paulo,Mexico City,Economy,317.0,16.0,1,Tarde,188.79
FL-001731,PNR-790880,2025-02-01,Copa Airlines,Bogota,Miami,Premium Economy,211.0,5.0,0,Madrugada,295.45
FL-017550,PNR-901972,2024-07-10,American Airlines,Madrid,Mexico City,Economy,242.0,,0,Mañana,252.18
FL-004438,PNR-889895,2024-12-23,Sky Airline,Mexico City,Santiago,Premium Economy,125.0,4.0,2,Tarde,259.85
FL-007252,PNR-783498,2024-01-09,JetSmart,Mexico City,Santiago,Economy,195.0,46.0,0,Tarde,55.14
FL-019306,PNR-449251,2023-06-03,JetSmart,Mexico City,Buenos Aires,Economy,223.0,65.0,0,Tarde,45.0
FL-000445,PNR-413034,2025-12-22,JetSmart,Sao Paulo,Madrid,Economy,45.0,16.0,0,Noche Tardia,45.0
FL-019496,PNR-617664,2023-12-03,Copa Airlines,Buenos Aires,Lima,Economy,320.0,24.0,0,Mañana,210.46
FL-018049,PNR-657782,2023-06-14,LATAM,Bogota,Miami,Economy,202.0,9.0,0,Mañana,223.85
FL-004436,PNR-393735,2025-09-25,JetSmart,Buenos Aires,Bogota,Premium Economy,193.0,4.0,0,Madrugada,265.29
FL-014302,PNR-781563,2025-06-22,LATAM,Buenos Aires,Sao Paulo,Economy,271.0,0.0,1,Mañana,197.57
