block_id,internal_code,record_date,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,ocean_proximity,median_house_value
BLOCK-016807,44583,2021-03-29,1.2116,,7160.0,1676.0,4795,1546.0,37.0,-114.66,<1H OCEAN,140322.0
BLOCK-019500,24949,2023-11-12,4.7444,20.0,3832.0,1125.0,5609,1833.0,35.72,-114.79,<1H OCEAN,247138.0
BLOCK-010096,64693,2023-03-20,3.9704,37.0,7340.0,1489.0,4839,1831.0,34.36,-120.27,<1H OCEAN,311910.0
BLOCK-019719,70942,2023-10-23,5.1722,51.0,7784.0,2295.0,1893,582.0,36.93,-118.58,INLAND,226313.0
BLOCK-012109,49568,2022-12-05,3.0392,3.0,3058.0,830.0,1627,562.0,35.49,-120.05,NEAR BAY,87259.0
BLOCK-006142,35657,2020-05-30,3.5091,21.0,5668.0,1518.0,1926,529.0,40.22,-123.36,INLAND,163710.0
BLOCK-005661,82505,2020-06-02,4.0912,19.0,1494.0,236.0,1703,434.0,35.42,-121.76,<1H OCEAN,289353.0
BLOCK-013970,72284,2021-11-03,5.6142,34.0,4198.0,1120.0,1691,583.0,35.3,-119.0,INLAND,265402.0
BLOCK-015037,75943,2021-07-28,1.6347,41.0,779.0,121.0,1741,440.0,33.66,-117.65,INLAND,90782.0
BLOCK-009031,48994,2021-01-03,3.7654,23.0,3670.0,1020.0,878,329.0,37.86,-119.49,<1H OCEAN,243017.0
BLOCK-002659,32136,2021-02-04,7.7607,22.0,3838.0,732.0,1374,409.0,40.22,-119.08,NEAR OCEAN,367362.0
BLOCK-000141,96699,2023-01-09,3.4578,25.0,140.0,37.0,2254,540.0,33.54,-118.58,INLAND,135677.0
BLOCK-002597,76632,2020-06-05,3.0839,42.0,859.0,199.0,5378,1984.0,35.52,-119.23,<1H OCEAN,214227.0
BLOCK-006701,40808,2020-12-20,2.8754,24.0,3883.0,698.0,2756,915.0,32.77,-119.07,<1H OCEAN,201798.0
BLOCK-015223,98606,2023-12-08,1.3932,28.0,746.0,208.0,5897,1578.0,40.69,-115.16,INLAND,83056.0
BLOCK-019959,84812,2024-06-15,1.5296,27.0,7514.0,1164.0,3425,949.0,33.06,-115.89,<1H OCEAN,109635.0
BLOCK-007418,96011,2024-07-04,2.5033,50.0,4152.0,1239.0,1864,710.0,36.06,-123.31,<1H OCEAN,224960.0
BLOCK-017522,51507,2021-08-13,1.4048,8.0,6897.0,1341.0,2056,459.0,39.24,-124.38,<1H OCEAN,189034.0
BLOCK-010449,59856,2024-05-04,1.5814,10.0,2074.0,404.0,3797,1102.0,39.28,-115.88,<1H OCEAN,214072.0
BLOCK-012130,11275,2023-11-22,2.2639,31.0,224.0,61.0,2503,594.0,39.97,-120.24,INLAND,137393.0
BLOCK-018153,49626,2023-03-29,4.7498,46.0,2886.0,742.0,306,68.0,33.28,-124.37,NEAR BAY,255751.0
BLOCK-016843,64629,2020-04-28,3.0933,40.0,2233.0,507.0,71,22.0,40.6,-119.12,<1H OCEAN,256024.0
BLOCK-016013,71865,2024-10-19,1.4982,18.0,7978.0,1956.0,3441,907.0,35.12,-122.12,<1H OCEAN,198169.0
BLOCK-008179,93953,2023-01-24,1.3081,,6701.0,1358.0,218,75.0,40.25,-116.77,<1H OCEAN,170833.0
BLOCK-011565,99573,2024-05-15,1.8833,8.0,4821.0,811.0,3821,937.0,34.96,-115.3,INLAND,114125.0
BLOCK-017332,41297,2022-06-23,2.7722,6.0,6000.0,1590.0,3056,781.0,34.91,-120.29,<1H OCEAN,231829.0
BLOCK-009528,33110,2021-02-06,6.0213,16.0,3167.0,929.0,3569,1119.0,35.85,-120.17,INLAND,221770.0
BLOCK-006370,38055,2023-03-31,6.0199,38.0,3755.0,1047.0,5836,1363.0,34.1,-114.13,ISLAND,365675.0
BLOCK-004628,39956,2024-11-24,3.5299,46.0,4076.0,1035.0,784,217.0,39.5,-114.79,<1H OCEAN,230268.0
BLOCK-014478,22333,2021-04-08,2.4232,8.0,5657.0,998.0,1122,258.0,37.85,-120.44,INLAND,150541.0
BLOCK-000441,90767,2022-01-05,3.5705,46.0,4992.0,,5188,1205.0,33.0,-117.75,NEAR OCEAN,239632.0
BLOCK-009794,29569,2020-10-20,3.3056,44.0,1225.0,203.0,2444,673.0,35.43,-118.46,<1H OCEAN,284418.0
BLOCK-009046,73790,2021-05-11,4.5122,45.0,6542.0,1361.0,2018,770.0,41.2,-119.12,INLAND,233616.0
BLOCK-003830,85312,2021-07-31,4.9224,4.0,6108.0,1412.0,5265,1215.0,35.31,-119.17,<1H OCEAN,306981.0
BLOCK-019260,72305,2022-09-29,1.6907,6.0,6517.0,,5876,1420.0,34.5,-119.92,NEAR OCEAN,164963.0
BLOCK-006344,50526,2020-09-07,2.443,12.0,1019.0,306.0,3654,984.0,40.14,-115.52,NEAR OCEAN,164373.0
BLOCK-018678,56492,2021-09-22,1.3408,39.0,5900.0,1740.0,4470,1002.0,40.1,-116.4,<1H OCEAN,138039.0
BLOCK-001958,36080,2023-03-07,2.0713,34.0,7748.0,1576.0,2218,643.0,38.62,-120.12,INLAND,79449.0
BLOCK-000155,99814,2021-10-15,2.8741,26.0,7231.0,1801.0,5800,1438.0,34.03,-118.55,INLAND,137272.0
BLOCK-010487,31894,2020-01-19,,10.0,2290.0,648.0,559,131.0,35.39,-114.77,<1H OCEAN,196522.0
BLOCK-018700,15422,2021-11-02,4.8588,25.0,4815.0,891.0,3889,1087.0,36.56,-118.01,NEAR OCEAN,247811.0
BLOCK-004578,95132,2021-05-10,2.7163,14.0,4143.0,726.0,1185,284.0,35.12,-114.13,<1H OCEAN,246053.0
BLOCK-001089,99239,2022-07-26,5.0846,43.0,2024.0,324.0,4640,1420.0,34.67,-124.24,<1H OCEAN,290691.0
BLOCK-012576,68340,2021-11-27,1.6097,11.0,1178.0,309.0,1406,385.0,41.84,-114.48,<1H OCEAN,182960.0
BLOCK-009122,62824,2023-10-05,2.2016,6.0,7572.0,1540.0,4515,1460.0,33.1,-116.77,NEAR BAY,85315.0
BLOCK-007950,70825,2023-10-22,2.3352,8.0,4574.0,926.0,3852,1006.0,39.66,-120.84,<1H OCEAN,207129.0
BLOCK-011101,63076,2023-03-01,3.5487,41.0,5554.0,1094.0,5580,2009.0,34.92,-120.11,<1H OCEAN,278360.0
BLOCK-018539,77897,2020-07-02,0.9277,49.0,2168.0,379.0,2832,998.0,38.12,-114.61,<1H OCEAN,146309.0
BLOCK-006416,40959,2020-02-06,2.1311,5.0,5592.0,1162.0,1863,659.0,41.35,-117.43,<1H OCEAN,226710.0
BLOCK-016021,44536,2020-04-30,2.2402,3.0,571.0,121.0,4664,1756.0,33.92,-119.68,NEAR BAY,127088.0
BLOCK-009087,20535,2021-12-03,3.1423,51.0,5145.0,1214.0,1413,445.0,38.96,-121.35,<1H OCEAN,212736.0
BLOCK-011439,78467,2020-01-11,3.3002,30.0,6816.0,1748.0,4971,1710.0,39.43,-120.41,INLAND,131353.0
BLOCK-007096,24873,2023-02-04,2.1564,35.0,3908.0,949.0,5657,2135.0,35.78,-116.32,<1H OCEAN,173121.0
BLOCK-001098,26218,2021-12-19,4.3291,35.0,3727.0,569.0,4396,1446.0,35.68,-123.26,<1H OCEAN,246770.0
BLOCK-005433,39269,2021-09-25,1.3839,13.0,4085.0,620.0,4147,1093.0,34.79,-118.92,NEAR OCEAN,181972.0
BLOCK-013230,28227,2020-10-31,2.8702,21.0,982.0,278.0,486,168.0,36.94,-122.81,<1H OCEAN,217612.0
BLOCK-006450,37295,2024-04-29,2.4091,7.0,7753.0,1982.0,4642,1808.0,33.54,-118.18,NEAR OCEAN,150099.0
BLOCK-012328,22869,2024-03-18,1.3315,19.0,5996.0,1635.0,4610,1674.0,38.87,-123.43,INLAND,91082.0
BLOCK-010785,39014,2021-08-02,9.0702,13.0,7386.0,1236.0,745,226.0,37.74,-114.64,NEAR OCEAN,451867.0
BLOCK-003348,44507,2020-10-06,3.9767,7.0,5685.0,1598.0,2159,770.0,33.81,-116.12,NEAR OCEAN,221356.0
BLOCK-004079,73608,2022-10-19,3.7633,8.0,6768.0,1231.0,902,269.0,36.68,-123.28,NEAR OCEAN,212769.0
BLOCK-009177,49430,2022-03-01,4.1716,39.0,6641.0,1931.0,1951,609.0,35.76,-120.35,NEAR OCEAN,289209.0
BLOCK-019577,18454,2023-11-19,1.7825,,858.0,144.0,2803,746.0,36.36,-122.5,INLAND,79669.0
BLOCK-000587,83028,2023-02-09,5.1225,31.0,1642.0,280.0,4024,1516.0,38.39,-116.85,<1H OCEAN,292221.0
BLOCK-009346,95167,2023-01-18,3.9582,41.0,5605.0,1208.0,1385,510.0,41.48,-117.18,INLAND,171079.0
BLOCK-013269,87813,2020-05-09,3.4254,25.0,2913.0,626.0,1284,345.0,34.55,-121.81,<1H OCEAN,228989.0
BLOCK-013537,75153,2020-03-21,2.7242,43.0,3126.0,890.0,3866,1296.0,35.14,-115.56,<1H OCEAN,239503.0
BLOCK-017995,93809,2021-11-05,2.3612,50.0,6400.0,1309.0,1443,360.0,37.96,-122.06,NEAR OCEAN,142691.0
BLOCK-010964,77679,2022-02-09,1.1476,37.0,2983.0,517.0,1607,504.0,38.86,-122.17,<1H OCEAN,190920.0
BLOCK-013675,39570,2020-08-21,1.9582,39.0,1986.0,347.0,97,27.0,38.97,-119.03,NEAR OCEAN,196576.0
BLOCK-016299,29850,2024-02-26,2.8014,30.0,3938.0,955.0,4493,1120.0,39.28,-122.4,<1H OCEAN,240321.0
BLOCK-000645,26404,2020-08-26,2.9864,46.0,1740.0,504.0,3663,1057.0,41.68,-119.64,INLAND,158407.0
BLOCK-011749,53304,2020-10-12,0.8402,25.0,4378.0,1267.0,1219,298.0,34.22,-123.18,INLAND,53804.0
BLOCK-009587,44755,2024-06-01,4.3165,48.0,3856.0,690.0,465,111.0,32.59,-124.36,<1H OCEAN,325570.0
BLOCK-016648,16061,2023-07-07,3.8761,36.0,5865.0,1705.0,4378,1732.0,36.42,-114.12,NEAR BAY,193271.0
BLOCK-011739,48535,2022-09-28,1.4408,29.0,3665.0,651.0,950,271.0,36.4,-117.65,NEAR OCEAN,130108.0
BLOCK-015036,25467,2024-07-12,1.2292,38.0,3135.0,483.0,3517,1246.0,41.19,-123.41,<1H OCEAN,133447.0
BLOCK-000226,27063,2022-10-23,2.9226,46.0,2018.0,448.0,175,55.0,40.59,-118.05,<1H OCEAN,209999.0
BLOCK-003864,73614,2024-10-03,2.7538,17.0,7358.0,1410.0,5400,1587.0,34.03,-123.14,INLAND,145181.0
BLOCK-010592,27954,2022-05-01,2.7061,48.0,2044.0,560.0,969,231.0,40.32,-114.54,<1H OCEAN,238891.0
BLOCK-018880,13197,2023-10-30,1.7352,38.0,2887.0,662.0,382,110.0,36.97,-116.08,NEAR OCEAN,181965.0
BLOCK-006250,44279,2021-12-26,1.1883,49.0,7391.0,2114.0,1791,635.0,39.26,-120.9,<1H OCEAN,164803.0
BLOCK-016154,40163,2020-11-01,1.1348,47.0,4815.0,1184.0,2881,783.0,37.0,-121.1,NEAR OCEAN,168020.0
BLOCK-008438,55595,2022-04-11,5.0948,37.0,7495.0,1467.0,2734,652.0,38.44,-118.83,NEAR OCEAN,241731.0
BLOCK-001529,83921,2022-09-16,3.0019,45.0,268.0,47.0,4803,1185.0,36.89,-119.13,NEAR OCEAN,189444.0
BLOCK-018340,93479,2021-08-29,2.1252,1.0,5444.0,866.0,4237,1028.0,41.1,-115.7,NEAR BAY,146078.0
BLOCK-000923,35012,2020-03-15,0.6106,32.0,242.0,38.0,1111,375.0,37.71,-116.02,<1H OCEAN,118642.0
BLOCK-017956,20403,2021-01-15,3.3888,47.0,2926.0,691.0,5808,1687.0,35.05,-116.61,<1H OCEAN,232305.0
BLOCK-017053,92616,2021-08-07,4.2289,23.0,7613.0,2133.0,4509,1252.0,38.21,-118.16,NEAR BAY,197614.0
BLOCK-010102,67937,2022-04-03,5.3447,45.0,1605.0,,2265,541.0,38.68,-118.46,<1H OCEAN,238519.0
BLOCK-007183,96240,2020-07-23,3.8984,,3103.0,623.0,323,87.0,36.49,-115.55,INLAND,211862.0
BLOCK-012150,71149,2023-01-20,1.5068,48.0,4501.0,927.0,3006,673.0,37.58,-120.12,INLAND,121642.0
BLOCK-019135,22551,2023-11-08,2.0667,31.0,4344.0,1243.0,5372,1509.0,40.64,-117.97,<1H OCEAN,188204.0
BLOCK-002591,85362,2023-06-09,6.1054,39.0,1575.0,426.0,4123,968.0,40.86,-115.99,<1H OCEAN,307481.0
BLOCK-005906,58507,2024-01-08,4.7018,,5093.0,1258.0,3749,1017.0,39.78,-121.07,NEAR OCEAN,230236.0
BLOCK-011205,33393,2023-12-23,4.9565,12.0,5704.0,1283.0,2796,800.0,39.09,-119.0,<1H OCEAN,275284.0
BLOCK-007133,10900,2024-08-01,2.144,31.0,3223.0,946.0,1555,428.0,34.83,-121.17,<1H OCEAN,193723.0
BLOCK-002307,24494,2024-11-09,,32.0,993.0,261.0,3941,1016.0,32.8,-116.95,<1H OCEAN,123667.0
BLOCK-017071,91524,2021-12-18,7.7176,3.0,5368.0,838.0,322,104.0,38.79,-119.73,INLAND,364223.0
BLOCK-014203,88511,2022-05-11,1.8208,33.0,7615.0,1838.0,3853,1088.0,33.67,-115.61,INLAND,57679.0
BLOCK-000612,36780,2022-12-18,1.1243,19.0,5309.0,873.0,804,225.0,36.92,-114.21,INLAND,37254.0
BLOCK-011168,62113,2021-12-05,1.9352,17.0,4759.0,1138.0,2683,722.0,41.74,-122.69,<1H OCEAN,192315.0
BLOCK-006629,88686,2022-06-23,1.9943,,4459.0,799.0,1129,328.0,41.91,-120.08,INLAND,95578.0
BLOCK-004135,22352,2020-01-08,7.4741,24.0,1823.0,496.0,4560,1128.0,38.02,-123.96,<1H OCEAN,375633.0
BLOCK-001898,86267,2022-11-14,2.0145,6.0,3327.0,543.0,5507,1283.0,34.17,-114.87,INLAND,109262.0
BLOCK-013937,70648,2021-10-10,5.145,,6359.0,1742.0,2161,628.0,38.58,-117.67,<1H OCEAN,282280.0
BLOCK-000282,11566,2024-04-06,1.0848,3.0,916.0,228.0,4211,1034.0,37.12,-121.69,<1H OCEAN,201079.0
BLOCK-000258,35466,2020-01-10,6.5801,50.0,127.0,37.0,2722,786.0,35.99,-123.23,<1H OCEAN,375069.0
BLOCK-011116,22198,2023-09-15,6.6959,22.0,6073.0,1603.0,3115,1018.0,38.96,-118.99,<1H OCEAN,331445.0
BLOCK-019654,38941,2024-09-22,5.2279,50.0,2059.0,617.0,5833,1408.0,37.89,-118.63,INLAND,209354.0
BLOCK-004943,98249,2023-02-23,5.0558,12.0,4660.0,1389.0,1597,367.0,35.31,-119.01,<1H OCEAN,296914.0
BLOCK-014721,51089,2020-03-28,2.1375,21.0,3130.0,725.0,2900,799.0,35.23,-115.12,<1H OCEAN,182019.0
BLOCK-011531,60636,2022-11-01,1.5552,32.0,2627.0,773.0,2543,575.0,33.91,-116.98,<1H OCEAN,149375.0
BLOCK-006971,54653,2024-11-05,1.8876,24.0,4313.0,851.0,4414,1196.0,40.74,-118.16,<1H OCEAN,218080.0
BLOCK-014889,20634,2020-09-29,1.4869,8.0,5046.0,1325.0,892,322.0,40.12,-120.26,<1H OCEAN,202072.0
BLOCK-013521,37565,2023-11-01,4.0943,30.0,5793.0,1134.0,2732,620.0,36.5,-116.79,INLAND,161552.0
BLOCK-005223,70429,2021-04-07,2.6264,17.0,5000.0,790.0,3994,909.0,33.37,-118.59,<1H OCEAN,229189.0
BLOCK-002285,61769,2022-01-21,2.1709,49.0,878.0,251.0,725,236.0,39.02,-117.66,<1H OCEAN,214188.0
BLOCK-008078,23389,2020-05-29,3.3022,2.0,7020.0,1795.0,2678,786.0,41.01,-121.69,<1H OCEAN,268249.0
BLOCK-006710,99211,2023-03-29,,48.0,5916.0,1018.0,1436,415.0,38.82,-114.9,INLAND,155795.0
BLOCK-019556,89739,2024-07-18,2.7214,11.0,588.0,91.0,4243,1067.0,40.74,-115.95,<1H OCEAN,197388.0
BLOCK-010403,54545,2023-05-13,6.2709,1.0,2858.0,467.0,5284,1232.0,32.63,-120.6,<1H OCEAN,382311.0
BLOCK-000475,83901,2024-11-18,4.0261,25.0,4023.0,941.0,2806,884.0,38.24,-121.29,<1H OCEAN,335486.0
BLOCK-016391,27474,2022-07-05,3.5069,21.0,6769.0,1878.0,5711,1857.0,34.12,-122.46,<1H OCEAN,240556.0
BLOCK-006411,71727,2024-05-12,2.6703,3.0,5304.0,990.0,4336,965.0,35.31,-120.42,<1H OCEAN,269682.0
BLOCK-002551,54413,2021-05-30,4.0365,28.0,349.0,71.0,1162,272.0,33.04,-116.45,<1H OCEAN,282669.0
BLOCK-006852,72353,2024-11-17,2.4985,40.0,3892.0,713.0,5061,1211.0,38.19,-120.59,INLAND,118661.0
BLOCK-005546,71403,2020-12-15,1.758,15.0,1416.0,275.0,327,82.0,39.14,-122.17,<1H OCEAN,166031.0
BLOCK-013489,46301,2021-04-07,2.9265,31.0,1012.0,256.0,2726,631.0,40.84,-120.09,ISLAND,254318.0
BLOCK-018240,14140,2024-05-07,2.8346,14.0,3637.0,949.0,327,123.0,38.38,-117.86,NEAR BAY,113537.0
BLOCK-009203,93953,2021-10-04,4.3187,19.0,665.0,163.0,551,169.0,38.6,-114.69,INLAND,202849.0
BLOCK-010183,74140,2022-06-04,0.7221,47.0,3495.0,882.0,4269,1107.0,37.66,-116.0,<1H OCEAN,174366.0
BLOCK-013565,79151,2021-05-14,2.6406,10.0,4526.0,1314.0,4026,1423.0,40.51,-121.81,INLAND,115237.0
BLOCK-016280,52626,2021-06-19,6.5796,1.0,925.0,256.0,3514,891.0,38.14,-119.23,INLAND,271146.0
BLOCK-018583,42319,2020-07-07,3.1256,,3544.0,,1482,337.0,35.87,-122.12,NEAR OCEAN,215612.0
BLOCK-007193,84330,2023-04-03,1.757,,2102.0,514.0,2248,869.0,34.37,-119.36,NEAR OCEAN,179308.0
BLOCK-006823,79553,2022-09-21,2.8261,22.0,4959.0,1193.0,1104,426.0,38.74,-119.16,INLAND,172749.0
BLOCK-019481,64422,2021-01-06,1.9455,50.0,7837.0,1743.0,3030,1009.0,37.82,-114.04,<1H OCEAN,200616.0
BLOCK-000781,42830,2023-09-01,3.6706,25.0,6061.0,1225.0,4295,1625.0,35.42,-123.49,NEAR OCEAN,197712.0
BLOCK-014939,59922,2021-07-13,3.4005,4.0,4488.0,946.0,608,229.0,40.23,-118.53,<1H OCEAN,302044.0
BLOCK-010983,47427,2020-12-01,2.6403,36.0,680.0,108.0,171,50.0,34.41,-116.63,INLAND,103611.0
BLOCK-006519,24038,2024-06-15,3.7702,1.0,3393.0,788.0,5266,1564.0,37.87,-118.33,<1H OCEAN,318258.0
BLOCK-005774,42987,2023-10-12,2.3889,48.0,911.0,247.0,1106,270.0,35.23,-123.71,NEAR BAY,56861.0
BLOCK-013171,78524,2020-02-17,8.5955,21.0,1486.0,233.0,4238,1163.0,35.06,-117.35,NEAR OCEAN,368258.0
BLOCK-009283,39474,2023-08-09,3.3652,36.0,1080.0,179.0,5027,1851.0,36.1,-115.52,<1H OCEAN,223886.0
BLOCK-009369,59619,2024-03-17,4.1519,22.0,5218.0,1319.0,1277,390.0,38.83,-117.76,NEAR OCEAN,259015.0
BLOCK-019374,96867,2023-11-19,3.2842,5.0,4152.0,778.0,1114,284.0,39.49,-120.68,INLAND,165828.0
BLOCK-010271,72947,2023-01-21,5.5755,44.0,5781.0,1077.0,944,245.0,34.45,-120.5,<1H OCEAN,318415.0
BLOCK-005055,34720,2024-11-22,1.8173,,4554.0,1306.0,2918,666.0,34.54,-120.68,NEAR OCEAN,158053.0
BLOCK-010800,26793,2022-04-22,3.4304,1.0,3067.0,,4602,1584.0,41.17,-122.12,<1H OCEAN,272607.0
BLOCK-019221,93808,2020-06-27,2.8749,21.0,7971.0,1354.0,1412,496.0,41.08,-120.3,INLAND,180177.0
BLOCK-001727,29338,2023-12-19,1.8696,24.0,1483.0,230.0,5879,1690.0,39.94,-118.62,NEAR OCEAN,151200.0
BLOCK-016994,17558,2020-09-03,4.0272,19.0,6336.0,1514.0,5268,1205.0,39.5,-121.03,INLAND,209520.0
BLOCK-016009,66570,2021-05-25,2.2819,13.0,7399.0,1200.0,5949,1737.0,32.5,-114.97,INLAND,136694.0
BLOCK-004666,76396,2021-05-25,3.1858,30.0,4842.0,872.0,3749,1067.0,34.74,-119.61,INLAND,144759.0
BLOCK-008535,11050,2024-09-12,2.37,50.0,7016.0,2085.0,2084,471.0,36.67,-115.17,NEAR BAY,116546.0
BLOCK-003750,87217,2020-08-02,0.7091,48.0,1272.0,252.0,5546,1244.0,38.35,-121.8,<1H OCEAN,161698.0
BLOCK-012924,37616,2021-07-29,1.7931,18.0,6834.0,1145.0,2463,553.0,35.43,-118.42,INLAND,126611.0
BLOCK-012722,94068,2024-09-05,4.5236,32.0,618.0,114.0,743,192.0,33.18,-123.28,INLAND,201476.0
BLOCK-011407,80123,2024-08-13,2.5412,42.0,6357.0,1387.0,4265,971.0,40.08,-116.85,INLAND,189766.0
BLOCK-000097,70462,2020-01-28,4.9867,30.0,1291.0,387.0,3837,1021.0,40.29,-120.95,INLAND,243665.0
BLOCK-003137,59454,2021-06-15,3.624,30.0,2599.0,695.0,2173,677.0,34.53,-115.48,INLAND,189608.0
BLOCK-013368,69007,2024-05-10,2.2056,4.0,5216.0,1278.0,1818,577.0,37.79,-119.18,<1H OCEAN,203913.0
BLOCK-014357,30529,2020-10-30,,6.0,3611.0,862.0,1538,390.0,41.97,-120.49,<1H OCEAN,235756.0
BLOCK-013140,61344,2023-12-06,1.8851,14.0,2331.0,513.0,759,273.0,37.99,-115.82,INLAND,162096.0
BLOCK-015177,68088,2022-02-04,3.7783,29.0,641.0,113.0,5469,1216.0,41.1,-116.31,NEAR OCEAN,229817.0
BLOCK-003648,89106,2023-08-14,1.213,12.0,4692.0,1310.0,4244,1269.0,38.26,-118.63,<1H OCEAN,229174.0
BLOCK-010849,18821,2022-06-25,3.2874,33.0,7162.0,1248.0,1068,376.0,34.2,-121.05,<1H OCEAN,210301.0
BLOCK-017957,55606,2023-05-22,0.9596,47.0,4436.0,1210.0,4024,1369.0,34.21,-124.08,<1H OCEAN,114201.0
BLOCK-001633,89062,2023-06-08,7.8964,31.0,7361.0,1510.0,922,272.0,33.61,-123.66,<1H OCEAN,382764.0
BLOCK-012464,94094,2024-07-10,4.0852,21.0,5421.0,1546.0,4975,1186.0,33.96,-116.47,<1H OCEAN,252477.0
BLOCK-011861,35597,2020-12-18,3.7096,42.0,5402.0,1120.0,3461,935.0,41.36,-115.36,NEAR BAY,131728.0
BLOCK-019951,48396,2023-08-11,3.4744,3.0,4813.0,1223.0,4411,1454.0,33.0,-120.54,INLAND,113212.0
BLOCK-006171,83819,2021-07-17,3.1165,46.0,1105.0,189.0,3249,1231.0,40.28,-122.24,<1H OCEAN,267869.0
BLOCK-007521,61344,2023-09-30,3.463,36.0,3309.0,684.0,3303,809.0,38.89,-121.37,<1H OCEAN,228032.0
BLOCK-000572,43763,2022-06-17,3.4332,21.0,3918.0,976.0,2780,725.0,39.0,-116.25,<1H OCEAN,284853.0
BLOCK-009879,33497,2023-04-03,1.4094,7.0,3048.0,912.0,5724,1686.0,37.4,-115.18,<1H OCEAN,114604.0
BLOCK-019284,42961,2022-08-14,4.1523,21.0,6588.0,1809.0,3658,1073.0,33.26,-118.09,<1H OCEAN,225945.0
BLOCK-000597,46090,2022-08-12,2.7374,31.0,3943.0,1126.0,516,183.0,41.74,-122.11,<1H OCEAN,200119.0
BLOCK-015352,64958,2020-08-12,4.3418,46.0,6370.0,1685.0,3322,1286.0,41.97,-117.53,NEAR BAY,198872.0
BLOCK-007345,89713,2021-01-17,2.6846,50.0,568.0,164.0,3979,916.0,38.47,-117.18,NEAR BAY,97121.0
BLOCK-006304,90635,2022-01-10,2.5097,12.0,6818.0,1233.0,1003,231.0,40.23,-120.29,<1H OCEAN,233045.0
BLOCK-019666,53420,2021-06-10,2.8876,26.0,4074.0,1134.0,5718,2213.0,41.4,-119.82,NEAR OCEAN,195330.0
BLOCK-016376,57956,2020-11-09,4.5221,30.0,4971.0,1461.0,5648,1288.0,39.94,-117.75,INLAND,174005.0
BLOCK-018295,63156,2022-02-26,2.2843,1.0,5931.0,1476.0,2087,491.0,38.46,-118.32,<1H OCEAN,208822.0
BLOCK-001753,46663,2020-12-11,2.2159,48.0,2733.0,414.0,4673,1788.0,38.62,-114.7,<1H OCEAN,208028.0
BLOCK-005432,69645,2020-10-23,3.0817,6.0,1245.0,316.0,5759,1326.0,38.48,-114.67,<1H OCEAN,272686.0
BLOCK-013183,11650,2023-02-22,1.9835,18.0,3659.0,578.0,3929,948.0,38.33,-117.1,INLAND,149172.0
BLOCK-017992,32710,2021-10-09,2.738,39.0,7518.0,1784.0,3881,915.0,41.83,-124.49,<1H OCEAN,186775.0
BLOCK-019685,25558,2022-04-13,1.6442,20.0,7451.0,1205.0,911,307.0,40.0,-120.78,<1H OCEAN,235525.0
BLOCK-011929,71920,2023-04-28,1.2153,24.0,5733.0,1036.0,4487,1678.0,35.66,-119.51,INLAND,80643.0
BLOCK-017941,50577,2021-11-15,4.2945,42.0,6985.0,1826.0,5179,1697.0,37.28,-116.14,INLAND,251213.0
BLOCK-018741,16262,2020-08-03,3.4486,7.0,2109.0,536.0,4350,1010.0,35.69,-123.3,<1H OCEAN,206502.0
BLOCK-009135,53934,2020-12-19,3.9533,20.0,7450.0,2024.0,3645,1457.0,39.73,-114.91,NEAR OCEAN,261531.0
BLOCK-019007,95738,2022-09-11,4.2987,36.0,530.0,80.0,4497,1618.0,37.66,-120.74,INLAND,230791.0
BLOCK-001171,66887,2023-05-17,3.5485,33.0,7188.0,1757.0,4376,1306.0,39.92,-119.85,<1H OCEAN,211656.0
BLOCK-015562,61193,2020-03-23,2.0935,13.0,7499.0,1280.0,3499,867.0,35.07,-124.3,<1H OCEAN,228179.0
BLOCK-007927,85672,2024-10-02,3.8284,12.0,7407.0,2021.0,5468,1586.0,33.81,-114.87,INLAND,194321.0
BLOCK-019495,68413,2023-05-10,4.8135,17.0,3692.0,713.0,3235,1205.0,33.96,-114.26,<1H OCEAN,288598.0
BLOCK-019798,15521,2024-01-11,2.3308,12.0,226.0,61.0,5928,1770.0,33.95,-119.75,INLAND,151835.0
BLOCK-000185,16051,2024-07-29,3.9247,48.0,584.0,110.0,5387,1355.0,33.9,-119.49,NEAR BAY,163871.0
BLOCK-018210,82001,2021-10-03,1.44,3.0,1666.0,291.0,5712,1729.0,41.93,-122.99,<1H OCEAN,220254.0
BLOCK-014531,75803,2024-04-24,5.6929,45.0,879.0,242.0,1130,408.0,34.31,-120.47,INLAND,192149.0
BLOCK-015892,89462,2023-03-06,7.7978,44.0,7753.0,1567.0,2480,859.0,36.21,-120.06,INLAND,320573.0
BLOCK-019383,93198,2022-02-07,1.4493,34.0,1118.0,275.0,741,250.0,34.96,-114.05,<1H OCEAN,161805.0
BLOCK-017258,12371,2020-01-06,2.1057,46.0,3568.0,618.0,3532,822.0,40.86,-116.95,INLAND,158375.0
BLOCK-019532,50087,2023-09-19,3.2666,21.0,4738.0,1147.0,5053,1168.0,41.65,-116.82,NEAR BAY,165957.0
BLOCK-002643,50016,2020-02-20,4.6646,5.0,5142.0,1214.0,2536,933.0,38.9,-117.21,<1H OCEAN,271491.0
BLOCK-005347,25361,2024-06-07,3.4728,31.0,6629.0,1869.0,2260,525.0,37.27,-123.22,NEAR BAY,131721.0
BLOCK-009032,44594,2021-12-28,4.6383,36.0,1871.0,398.0,848,241.0,40.8,-118.12,NEAR BAY,231473.0
