diamond_id,supplier_code,certified_date,carat,cut,color,clarity,depth,table,x_dim,y_dim,z_dim,price
DIA-005593,SUP-090,2022-10-05,1.07,Good,J,VS2,,59.9,5.37,5.43,3.4,3634
DIA-010401,SUP-143,2024-10-28,0.86,Premium,J,VS1,61.7,56.8,4.57,4.58,2.88,3613
DIA-012623,SUP-057,2023-02-06,2.01,Very Good,I,SI1,62.4,57.6,6.01,5.99,3.8,13120
DIA-005672,SUP-166,2022-10-21,0.56,Very Good,G,VS1,64.0,57.4,4.29,4.33,2.71,2221
DIA-013594,SUP-043,2023-05-25,0.59,Premium,I,VS2,61.5,56.6,4.19,4.17,2.57,1647
DIA-016659,SUP-150,2021-08-11,0.41,Ideal,F,VS1,63.9,55.0,3.68,3.7,2.4,1733
DIA-006897,SUP-186,2023-12-16,0.96,Very Good,E,VS1,62.6,,4.85,4.84,3.03,6741
DIA-004563,SUP-031,2022-12-25,0.6,Very Good,J,VS1,61.5,,3.99,3.97,2.52,1778
DIA-008376,SUP-088,2022-05-22,0.37,Good,G,IF,61.7,57.9,3.57,3.67,2.29,1119
DIA-015575,SUP-043,2020-02-08,0.96,Premium,F,VVS2,60.4,55.5,4.75,4.79,2.93,7947
DIA-015828,SUP-011,2020-01-04,0.74,Ideal,D,VS1,61.7,61.2,4.52,4.53,2.87,5594
DIA-001269,SUP-128,2020-12-09,0.8,Very Good,I,SI1,60.3,50.4,4.67,4.58,2.85,2549
DIA-012708,SUP-013,2022-05-13,1.21,Premium,G,VS2,64.6,54.0,5.6,5.58,3.41,8596
DIA-002350,SUP-020,2023-03-04,0.59,Premium,G,IF,62.2,53.5,4.13,4.17,2.56,3556
DIA-008745,SUP-070,2020-03-26,1.07,Premium,I,SI1,60.6,57.2,5.23,5.28,3.29,4566
DIA-009589,SUP-113,2020-01-23,0.46,Very Good,F,VVS2,59.7,59.7,3.72,3.76,2.35,2049
DIA-001384,SUP-185,2020-03-22,1.07,Ideal,E,SI1,61.7,59.7,5.06,5.01,3.11,7354
DIA-015738,SUP-150,2020-07-07,0.9,Premium,H,VS2,62.5,57.4,4.95,4.95,3.06,4540
DIA-009036,SUP-149,2021-01-15,1.2,Very Good,F,SI1,61.9,,4.98,5.05,3.06,7275
DIA-005856,SUP-048,2024-06-05,0.8,Very Good,I,SI1,59.4,,4.62,4.61,2.81,2726
DIA-013095,SUP-161,2023-07-24,0.8,Very Good,I,VS2,61.1,56.6,4.76,4.74,2.99,2859
DIA-000297,SUP-047,2021-11-23,1.17,Ideal,G,VS1,60.4,58.0,4.88,4.87,3.08,9656
DIA-008635,SUP-079,2023-10-11,0.3,Ideal,D,VS2,62.8,52.6,3.09,3.09,1.84,1072
DIA-019043,SUP-021,2020-08-23,1.64,Ideal,G,SI2,61.9,60.1,6.34,6.4,3.84,12216
DIA-019856,SUP-172,2024-10-01,1.12,Premium,I,VVS2,62.2,55.2,5.06,,3.16,7418
DIA-003867,SUP-118,2022-12-09,1.12,Good,H,SI2,61.7,56.5,5.25,5.27,3.31,3862
DIA-007845,SUP-158,2023-07-21,0.88,Ideal,G,VS2,62.2,55.1,4.83,4.85,3.01,4908
DIA-016151,SUP-102,2023-04-13,0.58,Very Good,H,VS1,65.0,,4.26,4.27,2.6,2034
DIA-002077,SUP-137,2022-01-15,0.45,Very Good,D,SI1,59.7,59.6,3.65,3.7,2.24,1330
DIA-015029,SUP-162,2023-02-26,1.09,Good,H,SI1,59.9,60.1,4.89,4.92,2.95,4037
DIA-014209,SUP-134,2024-07-25,1.65,Premium,G,VS1,64.3,53.0,6.02,,3.69,16736
DIA-012943,SUP-071,2023-05-11,0.42,Ideal,E,VS2,62.3,52.5,3.97,3.95,2.47,1506
DIA-015732,SUP-036,2022-04-28,0.68,Ideal,I,IF,59.9,54.5,4.28,4.23,2.7,4378
DIA-019924,SUP-043,2024-07-17,1.39,Good,I,VVS1,60.1,60.8,5.69,5.63,3.53,9457
DIA-002229,SUP-016,2020-11-19,0.96,Ideal,H,VS1,61.6,56.1,5.07,5.19,3.12,5842
DIA-015216,SUP-011,2024-03-06,1.17,Premium,D,SI2,62.4,59.3,4.91,4.86,3.08,7599
DIA-002842,SUP-182,2024-03-15,1.38,Very Good,I,VS2,58.9,52.9,5.64,5.58,3.53,8029
DIA-002537,SUP-002,2024-07-14,0.19,Ideal,F,VS2,63.4,57.1,3.09,3.11,1.88,300
DIA-000194,SUP-017,2022-05-23,0.88,Premium,G,VVS2,62.7,62.1,4.43,4.5,2.81,6071
DIA-018474,SUP-027,2020-03-25,1.6,Good,H,VVS2,61.5,56.6,5.74,5.67,3.65,12044
DIA-007362,SUP-136,2021-07-10,1.0,Ideal,I,VS2,61.5,58.2,5.12,5.12,3.25,5453
DIA-006636,SUP-122,2023-12-22,1.38,Ideal,H,VVS1,59.9,55.9,5.64,5.65,3.52,14951
DIA-007498,SUP-071,2024-01-05,0.66,Good,E,SI2,,57.5,4.01,3.99,2.45,2179
DIA-016092,SUP-016,2020-07-30,0.29,Premium,F,VS2,62.7,61.2,3.04,2.99,1.9,727
DIA-009009,SUP-102,2024-07-19,0.34,Premium,J,SI1,59.8,61.5,3.54,3.57,2.15,957
DIA-019272,SUP-058,2023-01-04,0.39,Premium,E,IF,62.1,53.0,3.65,,2.25,2093
DIA-004042,SUP-078,2020-06-22,1.11,Very Good,F,SI1,59.8,61.1,5.03,4.95,3.08,6370
DIA-006553,SUP-050,2021-12-12,1.06,Ideal,F,VS1,60.6,56.4,4.73,4.73,3.02,8804
DIA-010770,SUP-020,2021-07-28,1.37,Premium,I,SI1,60.7,55.1,5.29,5.23,3.26,7272
DIA-019008,SUP-198,2024-12-12,0.57,Premium,I,VVS1,61.7,,4.06,4.1,2.55,2603
DIA-013929,SUP-055,2022-08-23,0.79,Very Good,I,SI2,62.9,57.2,4.64,4.61,2.87,2412
DIA-005505,SUP-105,2024-02-18,0.34,Fair,H,SI1,64.6,58.2,3.67,3.65,2.23,624
DIA-006854,SUP-049,2023-11-07,0.88,Good,G,VS1,61.7,57.0,4.84,,2.92,4195
DIA-006761,SUP-098,2020-02-22,1.07,Premium,E,SI1,61.9,55.3,5.05,4.98,3.14,6516
DIA-005300,SUP-018,2020-08-22,0.44,Premium,H,VS2,63.0,58.7,4.02,,2.49,671
DIA-016983,SUP-050,2021-05-16,1.04,Very Good,H,SI1,60.2,61.0,4.85,4.92,2.97,4509
DIA-004654,SUP-041,2024-12-16,1.22,Fair,J,SI1,64.4,58.9,5.23,5.15,3.16,3406
DIA-000320,SUP-047,2020-03-28,0.52,Premium,D,VS2,62.1,55.5,4.39,4.41,2.79,2675
DIA-007135,SUP-120,2021-01-25,0.71,Good,H,SI1,62.1,56.8,4.48,4.48,2.78,2485
DIA-001371,SUP-011,2022-10-10,1.22,Ideal,I,VS1,63.9,59.2,5.4,5.41,3.39,8465
DIA-019550,SUP-167,2021-05-08,1.35,Very Good,H,SI1,61.4,57.9,5.23,5.24,3.27,7133
DIA-001096,SUP-038,2022-11-12,0.84,Ideal,H,VS2,61.4,61.8,4.8,4.73,3.03,4252
DIA-011984,SUP-046,2022-03-22,1.24,Very Good,G,VS2,60.7,57.5,5.33,5.33,3.35,8539
DIA-002654,SUP-001,2020-04-04,0.61,Ideal,G,VVS2,61.8,55.6,4.06,4.0,2.46,3540
DIA-009099,SUP-151,2024-11-02,1.46,Ideal,F,I1,62.9,54.0,5.66,5.7,3.56,8821
DIA-008497,SUP-109,2021-03-11,1.37,Premium,H,VVS2,63.2,52.1,4.99,5.02,3.13,12335
DIA-012142,SUP-113,2024-08-06,0.59,Ideal,I,I1,61.9,,4.58,4.51,2.82,1051
DIA-013721,SUP-190,2024-08-14,0.8,Ideal,G,VS2,60.3,54.9,4.83,4.84,2.97,4511
DIA-003398,SUP-174,2024-02-25,0.91,Premium,E,SI2,61.4,58.4,5.24,5.2,3.29,4809
DIA-010243,SUP-025,2022-04-04,0.59,Premium,J,VS2,59.3,57.9,4.01,4.05,2.49,1916
DIA-008532,SUP-053,2022-07-06,0.41,Premium,I,SI1,62.3,56.7,3.49,,2.17,803
DIA-016108,SUP-090,2023-11-02,0.54,Premium,I,VS2,60.4,58.2,3.81,3.85,2.35,1370
DIA-005002,SUP-103,2024-03-27,0.86,Very Good,G,SI1,61.2,53.8,4.53,4.51,2.78,3794
DIA-017061,SUP-013,2023-12-06,0.46,Good,H,SI1,64.0,58.5,3.96,3.93,2.41,1017
DIA-018599,SUP-116,2022-11-10,0.48,Premium,D,SI1,62.2,55.8,3.75,3.8,2.3,1852
DIA-000926,SUP-128,2021-08-21,0.87,Premium,H,VS2,61.1,63.8,4.93,4.92,3.09,4404
DIA-000244,SUP-192,2024-09-30,0.6,Premium,H,VVS2,63.1,58.1,4.41,4.37,2.68,2400
DIA-014758,SUP-059,2021-02-08,0.46,Premium,H,IF,60.4,60.0,4.01,3.97,2.44,1838
DIA-007469,SUP-137,2022-03-03,0.54,Very Good,I,I1,59.4,57.7,3.94,3.92,2.49,1166
DIA-008207,SUP-047,2020-07-29,0.36,Ideal,F,SI2,60.2,52.8,3.29,3.32,2.06,710
DIA-000143,SUP-008,2022-05-17,0.79,Ideal,F,VS2,61.9,55.3,4.55,4.52,2.86,4720
DIA-005983,SUP-094,2023-06-22,0.36,Premium,H,VVS2,62.4,57.0,3.7,3.74,2.33,1397
DIA-008151,SUP-063,2020-05-08,0.91,Premium,E,SI1,63.1,53.7,4.67,4.68,2.91,5501
DIA-002363,SUP-095,2023-01-03,1.21,Premium,J,VS2,62.2,56.9,5.55,5.54,3.53,5844
DIA-017372,SUP-136,2023-05-29,2.02,Very Good,H,VS2,60.3,59.3,6.11,6.13,3.73,17458
DIA-000129,SUP-091,2020-02-29,0.9,Fair,I,VS1,60.1,57.2,4.98,4.94,3.02,3168
DIA-001161,SUP-148,2020-10-18,0.67,Premium,G,SI2,61.8,56.6,4.28,4.33,2.63,2336
DIA-016919,SUP-002,2024-12-03,0.93,Very Good,G,I1,64.6,58.1,4.58,4.56,2.92,3035
DIA-004282,SUP-097,2020-11-11,2.2,Ideal,F,VS1,63.0,55.8,6.22,6.23,3.8,33231
DIA-005953,SUP-101,2022-05-22,0.81,Premium,E,VVS1,61.3,55.4,4.74,4.79,3.0,6849
DIA-000287,SUP-037,2020-04-25,1.09,Ideal,G,VVS2,,55.3,5.4,5.44,3.34,9581
DIA-013492,SUP-151,2024-10-10,1.09,Premium,G,SI1,63.0,62.8,5.27,5.24,3.25,6065
DIA-009822,SUP-018,2020-08-02,2.05,Ideal,J,SI1,63.1,54.7,6.1,6.07,3.76,14368
DIA-013650,SUP-102,2022-12-18,0.36,Ideal,I,I1,60.1,54.7,3.67,,2.24,559
DIA-018511,SUP-048,2024-08-06,0.48,Ideal,F,VS2,60.5,,3.52,3.48,2.22,1859
DIA-005308,SUP-011,2021-11-11,1.0,Very Good,I,VS1,61.9,58.5,4.96,4.97,3.04,4731
DIA-010068,SUP-135,2020-10-17,0.3,Good,E,SI2,60.5,58.5,3.32,3.33,2.01,629
DIA-010680,SUP-189,2020-04-25,0.49,Premium,G,I1,62.2,55.7,4.03,,2.49,1225
DIA-018845,SUP-072,2022-12-09,1.59,Good,E,VVS1,58.3,59.2,5.91,5.92,3.72,18373
DIA-012671,SUP-131,2020-06-01,0.91,Premium,I,SI2,62.1,56.9,4.52,4.5,2.93,2601
DIA-019022,SUP-128,2024-01-15,0.96,Very Good,J,VS2,62.5,61.3,4.79,4.8,3.0,3454
DIA-017086,SUP-157,2020-01-12,1.71,Ideal,J,VS2,61.8,57.7,6.24,6.24,3.87,12255
DIA-008681,SUP-096,2020-03-31,0.83,Premium,H,VS1,64.2,55.2,4.62,4.6,3.02,4301
DIA-001170,SUP-134,2022-11-29,0.33,Ideal,I,SI1,,57.8,3.59,3.57,2.13,925
DIA-018929,SUP-090,2020-09-23,0.69,Good,J,VS1,62.0,57.1,4.01,4.05,2.45,1853
DIA-010374,SUP-122,2021-02-28,0.38,Premium,G,SI1,61.6,58.2,3.67,3.66,2.33,1017
DIA-019439,SUP-090,2021-03-01,1.37,Premium,H,SI2,62.1,56.4,5.6,5.57,3.45,6628
DIA-015424,SUP-155,2020-06-25,0.74,Ideal,H,VVS2,,56.4,3.81,3.86,2.39,4431
DIA-006792,SUP-072,2024-12-13,1.14,Ideal,G,SI1,65.1,55.3,5.57,5.5,3.43,7379
DIA-005929,SUP-070,2022-01-05,0.66,Very Good,J,I1,61.4,58.1,4.26,4.31,2.64,1131
DIA-016769,SUP-058,2020-04-12,0.4,Premium,E,VS2,63.7,55.8,3.63,3.58,2.26,1338
DIA-016356,SUP-062,2022-12-22,0.45,Good,H,VVS2,61.8,55.6,3.81,3.83,2.31,1676
DIA-018471,SUP-141,2020-10-05,2.47,Ideal,I,VS1,59.0,,6.6,6.64,4.03,29325
DIA-011228,SUP-012,2023-06-14,0.33,Very Good,J,SI1,63.6,56.4,3.3,3.31,2.03,469
DIA-001859,SUP-044,2024-02-11,0.79,Premium,G,SI1,60.2,,4.36,4.34,2.72,3477
DIA-015919,SUP-014,2024-01-14,0.3,Good,E,VVS2,65.2,56.7,3.42,3.45,2.09,1099
DIA-000277,SUP-041,2020-09-23,0.35,Ideal,I,SI1,62.2,59.4,3.37,3.47,2.04,818
DIA-016501,SUP-196,2020-10-22,0.44,Premium,G,I1,60.9,57.3,3.91,3.92,2.41,520
DIA-006781,SUP-153,2020-05-05,1.15,Ideal,E,SI1,60.4,61.0,5.08,5.06,3.1,8354
DIA-017225,SUP-058,2024-12-03,1.31,Very Good,J,VVS2,60.8,59.8,5.42,5.38,3.37,8185
DIA-019479,SUP-027,2020-01-25,1.42,Ideal,H,SI1,60.4,58.5,5.48,5.41,3.41,9323
DIA-011780,SUP-143,2021-07-03,0.3,Good,J,VS1,,57.0,3.37,3.34,2.02,472
DIA-001873,SUP-197,2021-05-10,0.37,Fair,H,VS1,63.5,53.0,3.61,3.61,2.16,300
DIA-003121,SUP-181,2021-02-07,0.4,Ideal,F,VS1,62.2,57.5,3.63,3.68,2.34,1240
DIA-008579,SUP-081,2020-12-06,1.75,Fair,H,SI1,61.8,59.6,6.08,6.13,3.74,8215
DIA-001311,SUP-009,2020-05-19,0.48,Very Good,G,VS2,60.1,55.2,3.59,3.5,2.24,1565
DIA-001032,SUP-040,2020-04-29,0.5,Ideal,G,VS1,59.0,57.2,4.27,4.29,2.62,2187
DIA-008339,SUP-002,2022-12-19,1.09,Good,G,VS1,62.4,57.2,5.08,5.04,3.11,6001
DIA-014776,SUP-107,2024-07-06,0.75,Premium,F,VS1,60.1,57.3,4.6,4.55,2.87,4109
DIA-003406,SUP-043,2023-12-05,0.76,Good,F,SI1,60.3,57.5,4.41,4.39,2.68,2787
DIA-006382,SUP-009,2022-07-17,1.19,Premium,F,VS1,63.6,59.1,5.51,5.45,3.4,10072
DIA-014917,SUP-186,2020-10-27,1.54,Ideal,F,SI1,61.1,56.7,5.81,,3.53,13237
DIA-013861,SUP-121,2021-04-25,0.39,Ideal,F,SI1,58.7,,3.7,3.67,2.3,1324
DIA-019070,SUP-051,2024-06-23,0.82,Ideal,G,SI2,61.0,57.0,4.64,4.57,2.86,3360
DIA-016698,SUP-083,2020-12-09,0.63,Very Good,D,SI1,62.3,55.0,4.12,4.08,2.5,2777
DIA-007910,SUP-011,2022-03-24,0.91,Fair,I,SI2,60.6,,4.7,4.67,2.94,2266
DIA-013128,SUP-179,2024-07-11,0.76,Very Good,H,VS1,59.2,52.2,4.58,4.5,2.78,2921
DIA-000931,SUP-199,2024-06-27,0.52,Ideal,F,VS1,60.5,59.2,3.72,3.78,2.21,2141
DIA-016066,SUP-052,2020-04-19,1.23,Ideal,G,SI1,62.8,54.3,5.62,5.59,3.53,8202
DIA-012211,SUP-065,2022-04-25,2.21,Good,H,SI2,63.6,55.7,6.28,6.18,3.83,13124
DIA-000691,SUP-124,2020-12-23,1.05,Good,H,VS1,61.6,57.2,4.85,4.86,3.05,5122
DIA-016595,SUP-197,2020-07-25,2.12,Good,J,VS2,60.1,59.3,6.45,6.47,3.99,12711
DIA-014179,SUP-112,2022-12-18,1.17,Premium,F,VVS2,,56.0,5.48,5.48,3.42,11403
DIA-006364,SUP-109,2024-03-08,1.94,Premium,D,SI1,62.5,55.5,6.45,6.43,3.97,21891
DIA-001909,SUP-021,2024-03-28,0.77,Very Good,F,SI1,65.9,51.8,4.0,3.98,2.55,3241
DIA-009021,SUP-185,2023-09-27,0.38,Ideal,I,SI2,60.5,55.6,3.55,3.65,2.22,804
DIA-011690,SUP-175,2023-09-09,2.04,Very Good,G,SI2,60.4,59.6,6.34,6.34,3.9,14953
DIA-014988,SUP-108,2023-06-05,1.1,Ideal,G,VS2,62.7,54.8,5.21,5.19,3.19,7781
DIA-010273,SUP-145,2023-08-28,1.06,Ideal,G,VS2,59.9,58.0,5.48,5.48,3.44,6968
DIA-019152,SUP-048,2021-02-26,1.35,Ideal,G,SI1,63.7,57.0,5.29,5.28,3.3,9675
DIA-019707,SUP-193,2021-01-13,0.72,Premium,I,VS1,61.9,56.6,4.57,4.54,2.88,3094
DIA-000044,SUP-085,2023-11-29,0.9,Very Good,E,VS1,61.7,57.4,4.92,4.85,3.12,5905
DIA-015389,SUP-021,2024-04-22,0.47,Ideal,J,SI2,61.9,62.5,4.02,4.09,2.44,1171
DIA-003939,SUP-009,2021-12-16,1.63,Ideal,I,VS2,61.3,59.3,6.25,6.27,3.9,12738
DIA-009141,SUP-003,2024-01-17,0.4,Premium,H,VS1,61.6,58.2,3.75,3.8,2.3,540
DIA-007108,SUP-169,2024-01-16,0.65,Very Good,I,SI2,60.0,59.7,4.32,4.31,2.75,1615
DIA-015498,SUP-129,2023-11-16,0.77,Ideal,H,VS2,60.6,58.0,4.48,4.48,2.69,3604
DIA-004319,SUP-161,2024-04-28,0.67,Ideal,I,VS2,63.1,56.5,4.14,4.07,2.54,2299
DIA-002965,SUP-122,2021-05-21,0.32,Fair,H,IF,64.1,61.4,3.12,3.11,1.92,691
DIA-003969,SUP-114,2022-12-15,0.81,Ideal,G,SI1,61.5,58.5,4.94,4.86,3.1,4048
DIA-009379,SUP-129,2023-01-16,3.57,Premium,G,SI2,60.9,57.3,7.77,7.78,4.78,44745
DIA-004926,SUP-025,2021-11-10,0.94,Ideal,E,SI1,60.4,55.4,4.98,4.97,3.07,6079
DIA-016506,SUP-178,2022-05-04,1.31,Fair,I,SI2,61.3,55.2,5.03,4.98,3.13,3844
DIA-015543,SUP-034,2023-07-11,0.64,Ideal,H,VS2,63.8,66.4,4.21,4.24,2.66,2713
DIA-013971,SUP-150,2020-08-01,0.76,Ideal,G,SI1,59.0,53.4,4.72,4.67,2.94,3584
DIA-008476,SUP-049,2023-12-19,0.42,Premium,D,VVS2,63.8,61.5,3.92,3.87,2.49,2013
DIA-015347,SUP-065,2022-07-26,1.59,Premium,F,VS1,61.9,56.3,5.59,5.61,3.53,17291
DIA-007478,SUP-036,2021-11-10,0.24,Premium,F,VS2,62.6,53.0,3.27,3.29,2.06,624
DIA-010266,SUP-024,2021-05-27,0.75,Premium,H,VS2,59.3,56.9,4.87,4.82,3.0,3273
DIA-006308,SUP-154,2020-01-13,1.06,Premium,H,I1,63.9,59.0,4.94,4.94,3.08,3258
DIA-004159,SUP-020,2020-03-05,2.79,Premium,J,SI1,61.9,57.3,6.99,6.95,4.24,22728
DIA-003092,SUP-006,2024-05-10,1.13,Ideal,G,SI2,62.4,55.5,5.44,5.49,3.35,6167
DIA-017950,SUP-041,2022-08-18,0.71,Very Good,J,VVS2,60.9,59.3,4.47,4.4,2.79,2809
DIA-012748,SUP-152,2020-10-26,0.41,Premium,E,I1,63.0,56.3,3.65,3.58,2.27,919
DIA-007954,SUP-103,2020-07-11,2.1,Premium,J,VS2,62.4,58.9,6.15,6.11,3.86,16166
DIA-005555,SUP-185,2021-03-06,0.74,Very Good,F,SI1,62.1,59.4,4.21,4.16,2.66,3194
DIA-015467,SUP-051,2024-03-09,0.61,Premium,H,SI1,62.8,,3.94,3.99,2.48,1903
DIA-012515,SUP-035,2023-02-18,0.38,Ideal,D,VVS2,59.8,59.2,3.53,3.52,2.17,1826
DIA-003982,SUP-096,2020-08-24,0.32,Premium,H,VVS2,62.6,54.8,3.24,3.25,2.06,1014
DIA-004290,SUP-149,2024-01-08,1.04,Very Good,F,SI1,61.4,55.4,5.07,5.15,3.16,4943
DIA-006940,SUP-085,2024-09-13,0.94,Very Good,H,VS2,62.2,58.7,4.9,4.89,2.97,4974
DIA-018472,SUP-045,2021-04-26,2.01,Premium,G,SI1,60.0,58.1,6.44,6.45,4.11,18306
DIA-001404,SUP-037,2020-02-17,0.47,Ideal,G,VS2,62.9,60.0,3.8,3.8,2.37,1666
DIA-003195,SUP-011,2020-07-28,2.32,Very Good,H,SI1,61.0,56.5,6.66,6.62,4.24,19576
DIA-015843,SUP-168,2022-09-15,1.11,Premium,F,VVS1,63.0,54.6,5.47,5.48,3.43,11114
DIA-006124,SUP-118,2023-10-03,1.19,Ideal,D,VS1,60.1,54.6,5.01,4.96,3.08,13270
DIA-016359,SUP-037,2021-05-17,1.39,Ideal,F,VVS2,61.3,56.5,5.9,5.88,3.65,16325
DIA-000969,SUP-002,2023-04-30,0.47,Premium,F,VS1,60.8,,4.41,4.34,2.67,2118
DIA-018281,SUP-032,2023-11-07,1.13,Good,I,VVS2,63.0,57.8,5.33,5.38,3.35,5772
DIA-006543,SUP-008,2024-02-17,0.64,Ideal,I,VVS1,61.5,,4.22,4.15,2.57,3239
DIA-011926,SUP-042,2022-04-02,0.53,Premium,D,IF,60.6,55.3,4.24,4.2,2.58,4018
DIA-009117,SUP-160,2022-11-21,0.75,Premium,G,VS2,60.8,58.4,4.49,4.43,2.73,3669
DIA-012363,SUP-032,2022-07-30,0.55,Ideal,I,VS2,60.7,,4.36,4.4,2.64,1757
DIA-010076,SUP-100,2022-01-24,0.53,Premium,F,VS2,61.4,,3.81,3.78,2.42,2206
DIA-012917,SUP-074,2021-11-11,0.84,Good,F,VS2,63.3,60.6,4.76,4.84,3.01,3547
DIA-002843,SUP-064,2022-06-29,0.57,Ideal,I,SI1,59.4,59.7,4.28,4.43,2.7,1347
DIA-002851,SUP-007,2021-08-23,0.3,Premium,H,SI1,61.9,53.8,3.34,3.3,2.04,939
DIA-004815,SUP-060,2020-12-21,1.17,Ideal,J,SI1,60.0,,5.69,5.71,3.53,5148
DIA-018728,SUP-062,2024-01-23,0.45,Premium,G,SI1,61.9,54.5,4.15,,2.58,1202
DIA-005956,SUP-127,2024-08-17,0.95,Fair,I,VS1,63.0,53.4,4.96,4.9,3.11,3023
DIA-017088,SUP-137,2021-10-06,1.22,Good,I,VVS2,61.9,55.8,5.33,5.38,3.24,7046
DIA-011220,SUP-187,2020-04-09,0.58,Premium,H,SI2,58.4,52.7,4.27,4.28,2.61,1511
DIA-001827,SUP-179,2024-05-12,1.6,Premium,H,SI2,60.7,54.3,5.57,5.57,3.39,9428
DIA-004471,SUP-156,2024-08-11,1.22,Ideal,H,VS2,60.2,55.6,5.34,5.39,3.27,8329
DIA-000464,SUP-169,2022-03-17,1.04,Very Good,G,SI1,61.3,58.6,4.98,4.91,3.11,5133
DIA-012540,SUP-051,2024-12-22,1.73,Very Good,H,SI2,62.3,59.8,5.99,5.95,3.7,10170
DIA-013374,SUP-179,2020-06-13,1.94,Premium,H,VS1,62.2,58.0,6.29,6.26,3.82,19359
DIA-018192,SUP-005,2024-12-14,1.1,Very Good,D,VS1,61.7,58.5,5.14,5.12,3.14,9171
DIA-011818,SUP-069,2020-07-30,0.49,Fair,J,VS2,63.5,53.3,4.14,4.14,2.58,690
DIA-001789,SUP-168,2024-12-24,0.85,Premium,D,VS2,61.5,55.0,4.98,4.99,3.11,5901
DIA-000140,SUP-138,2021-01-15,1.4,Premium,J,SI1,62.7,57.5,5.49,5.52,3.44,6464
DIA-002059,SUP-156,2022-01-10,0.58,Very Good,D,VVS1,63.2,55.6,4.13,4.17,2.58,3454
DIA-013179,SUP-063,2021-01-22,1.03,Very Good,H,VS1,64.4,56.0,5.1,5.07,3.09,5750
DIA-007143,SUP-021,2021-01-10,0.62,Premium,F,SI2,63.8,58.6,4.75,4.71,2.96,2051
DIA-015705,SUP-100,2023-07-27,1.02,Ideal,G,SI2,63.4,56.6,4.84,4.79,2.93,4921
DIA-012205,SUP-177,2020-02-17,1.07,Premium,G,VS2,62.8,60.3,4.99,4.87,3.1,6986
DIA-014198,SUP-066,2024-01-05,0.76,Premium,G,VS2,62.7,58.0,4.37,4.43,2.59,3613
DIA-001902,SUP-040,2020-06-22,0.88,Premium,D,VVS2,60.6,56.4,4.7,4.74,2.89,8078
DIA-019817,SUP-008,2024-12-15,0.38,Ideal,G,VS2,62.9,51.5,3.63,3.63,2.29,1524
DIA-014407,SUP-160,2023-08-30,0.58,Ideal,G,VS2,63.4,54.5,4.09,4.02,2.54,2418
DIA-004686,SUP-114,2022-04-17,0.68,Fair,G,IF,63.6,59.9,4.75,4.76,2.79,3177
DIA-017576,SUP-063,2023-09-23,0.56,Very Good,E,SI1,63.5,54.7,3.77,3.84,2.29,1735
DIA-008090,SUP-005,2022-09-06,1.05,Ideal,G,SI1,62.1,62.2,5.41,5.34,3.37,6043
DIA-004922,SUP-069,2020-03-14,0.52,Premium,J,VS1,62.5,57.2,4.48,4.44,2.79,1442
DIA-006785,SUP-085,2023-09-30,0.72,Ideal,J,SI1,63.2,59.9,4.48,4.48,2.72,2260
DIA-005877,SUP-082,2024-06-08,0.54,Premium,G,SI2,62.0,55.7,4.33,4.26,2.72,1594
DIA-015334,SUP-150,2023-11-12,1.3,Premium,I,SI1,61.7,,5.39,5.4,3.39,6705
DIA-016431,SUP-129,2022-09-16,1.1,Premium,F,VVS2,61.4,62.7,5.3,,3.21,9897
DIA-009548,SUP-194,2023-09-17,0.64,Premium,E,VS2,60.6,56.0,4.55,4.44,2.83,3785
DIA-000075,SUP-022,2022-08-13,0.97,Premium,J,VVS2,62.3,59.7,4.82,4.86,2.98,4810
DIA-002345,SUP-078,2021-12-30,0.61,Very Good,I,VS2,59.0,60.4,4.44,4.55,2.71,1638
DIA-006447,SUP-106,2021-12-15,0.77,Ideal,J,I1,61.8,,4.75,4.72,2.87,1576
DIA-008430,SUP-031,2022-07-08,0.72,Premium,G,IF,,61.5,4.4,4.43,2.73,5329
DIA-008622,SUP-085,2023-05-23,1.18,Premium,J,I1,62.7,60.4,5.42,5.43,3.36,3651
DIA-004586,SUP-060,2020-11-04,0.71,Ideal,G,SI1,62.5,56.8,4.67,4.65,2.92,3175
DIA-017796,SUP-104,2023-08-16,0.27,Good,G,SI1,63.6,52.4,3.5,,2.23,451
DIA-013240,SUP-031,2023-07-11,3.17,Premium,E,VS1,61.0,55.1,7.65,7.57,4.77,63563
DIA-014597,SUP-148,2023-07-23,0.89,Good,G,SI1,60.5,56.6,4.98,4.97,3.04,3140
DIA-019875,SUP-127,2022-02-18,0.41,Good,G,VS2,64.1,54.2,3.7,3.72,2.31,804
DIA-016210,SUP-198,2020-09-07,0.45,Fair,I,VS1,61.4,56.3,3.84,3.79,2.41,840
DIA-015666,SUP-199,2022-07-05,0.36,Very Good,G,VVS2,64.1,57.1,3.62,3.53,2.31,1144
DIA-001012,SUP-155,2024-09-13,1.01,Ideal,H,VVS2,60.8,57.4,4.97,5.01,3.08,7720
DIA-012770,SUP-148,2022-11-18,0.38,Ideal,H,VS1,61.1,,3.59,3.54,2.19,1181
DIA-001553,SUP-136,2021-10-14,0.79,Good,I,VS1,63.9,53.8,4.92,4.96,3.1,2534
DIA-005874,SUP-191,2021-05-18,0.61,Ideal,G,VS2,63.1,59.2,4.24,4.2,2.67,2653
